"ISIN","year","cogs","curr_rat","stlt_lia"
"FR0000066672","2011",691277,1,119556
"FR0000066672","2012",723420,0.9,109076
"FR0000066672","2013",704195,0.96,109527
"FR0000066672","2014",797373,0.9,128776
"FR0000066672","2015",804998,0.89,118844
"FR0000066672","2016",798070,0.82,137620
"FR0000066672","2017",795964,0.89,124551
"FR0000066672","2018",871385,0.86,218654
"FR0000066672","2019",921404,0.9,235973
"FR0000066672","2020",437752,1.02,165858
"FR0000066755","2008",317725,2.96,48394
"FR0000066755","2009",167946,1.32,240610
"FR0000066755","2010",202176,2.24,52523
"FR0000066755","2011",218537,1.09,148252
"FR0000066755","2012",248451,1.28,108534
"FR0000066755","2013",239849,2.03,34615
"FR0000066755","2014",291961,2.83,18111
"FR0000066755","2015",320135,2.32,33852
"FR0000066755","2016",332012,2.64,24782
"FR0000066755","2017",365801,2.46,14293
"FR0000066755","2018",410395,1.67,102053
"FR0000066755","2019",451675,2.35,51416
"FR0000066755","2020",320883,2.12,62676
"FR0000071946","2008",736936,1.41,58385
"FR0000071946","2009",771048,1.48,52735
"FR0000071946","2010",811503,1.57,14775
"FR0000071946","2011",943201,1.57,14799
"FR0000071946","2012",975493,1.65,7707
"FR0000071946","2013",985877,1.68,15209
"FR0000071946","2014",1112715,1.55,38591
"FR0000071946","2015",1244023,1.47,55955
"FR0000071946","2016",1416873,1.45,80746
"FR0000071946","2017",1647194,1.6,49058
"FR0000071946","2018",1963951,1.65,100823
"FR0000071946","2019",2233182,1.6,167377
"FR0000071946","2020",2054895,1.61,122679
"FR0000073272","2008",8595000,0.91,1130000
"FR0000073272","2009",9250000,1.05,1363000
"FR0000073272","2010",9513000,1.08,563000
"FR0000073272","2011",10146000,0.97,994000
"FR0000073272","2012",10686000,1.13,902000
"FR0000073272","2013",11600000,1.03,1424000
"FR0000073272","2014",11650000,0.88,1495000
"FR0000073272","2015",13169000,0.8,864000
"FR0000073272","2016",11978000,0.77,930000
"FR0000073272","2017",12339000,1.25,1375000
"FR0000073272","2018",16546000,0.86,2202000
"FR0000073272","2019",18642000,0.88,3531000
"FR0000073272","2020",13200000,0.96,2499000
"FR0000073298","2008",363370,1.03,168089
"FR0000073298","2009",340196,1.47,35618
"FR0000073298","2010",401766,1.59,55652
"FR0000073298","2011",473290,1.56,66722
"FR0000073298","2012",618187,1.61,87844
"FR0000073298","2013",601021,1.84,62721
"FR0000073298","2014",576272,1.61,85830
"FR0000073298","2015",613110,1.62,67571
"FR0000073298","2016",601060,1.56,81823
"FR0000073298","2017",603545,1.78,22373
"FR0000073298","2018",582801,1.86,8429
"FR0000073298","2019",644547,1.36,217652
"FR0000073298","2020",584079,1.23,203130
"FR0000074148","2008",563400,1.51,6600
"FR0000074148","2009",530300,1.64,5000
"FR0000074148","2010",540000,1.42,46600
"FR0000074148","2011",641100,1.51,29100
"FR0000074148","2012",636100,1.53,28700
"FR0000074148","2013",649600,1.5,44900
"FR0000074148","2014",657800,2.08,3600
"FR0000074148","2015",668000,2.03,5800
"FR0000074148","2016",698000,1.14,101500
"FR0000074148","2017",284700,1.54,1000
"FR0000074148","2018",333600,1.41,1500
"FR0000074148","2019",363800,1.29,8000
"FR0000074148","2020",348600,1.05,9400
"FR0000077919","2008",1308700,1.15,47800
"FR0000077919","2009",1214300,0.89,203500
"FR0000077919","2010",1432100,1.07,103200
"FR0000077919","2011",1500800,1.17,78100
"FR0000077919","2012",1581100,1.07,287200
"FR0000077919","2013",1519600,1.57,115500
"FR0000077919","2014",1563800,1.44,231100
"FR0000077919","2015",1770800,0.93,215100
"FR0000077919","2016",1897000,1.54,106700
"FR0000077919","2017",1969200,1.15,607000
"FR0000077919","2018",2065700,0.9,321000
"FR0000077919","2019",1193600,0.55,1635200
"FR0000077919","2020",639100,0.98,1647400
"FR0000120073","2008",7499700,1.25,611400
"FR0000120073","2009",8971500,1.19,826400
"FR0000120073","2010",10007800,1.22,921200
"FR0000120073","2011",10780700,1.16,1373500
"FR0000120073","2012",8577500,1.03,2110500
"FR0000120073","2013",8550300,1.01,1188800
"FR0000120073","2014",8473700,0.99,1332600
"FR0000120073","2015",9042300,0.96,1912700
"FR0000120073","2016",10150200,1.08,2001000
"FR0000120073","2017",11675100,0.98,2504600
"FR0000120073","2018",12227200,0.91,2524900
"FR0000120073","2019",12364800,0.88,2034300
"FR0000120073","2020",11264500,0.87,2359800
"FR0000120172","2008",68709400,0.7,2709000
"FR0000120172","2009",68098000,0.71,2018000
"FR0000120172","2010",71640000,0.71,2715000
"FR0000120172","2011",64912000,0.74,2159000
"FR0000120172","2012",61473000,0.9,5295000
"FR0000120172","2013",59730000,0.84,4828000
"FR0000120172","2014",59169000,0.76,5475000
"FR0000120172","2015",60731000,0.78,4294000
"FR0000120172","2016",60711000,0.76,5270000
"FR0000120172","2017",62675000,0.82,3886000
"FR0000120172","2018",60844000,0.81,4921000
"FR0000120172","2019",58054000,0.82,5563000
"FR0000120172","2020",56453000,0.81,5023000
"FR0000120271","2008",130707000,1.37,7722000
"FR0000120271","2009",89458000,1.45,6994000
"FR0000120271","2010",111347000,1.41,9653000
"FR0000120271","2011",133615000,1.36,9675000
"FR0000120271","2012",148277000,1.38,11016000
"FR0000120271","2013",119395000,1.37,8116000
"FR0000120271","2014",107009870,1.45,9049034
"FR0000120271","2015",86392911,1.38,11501448
"FR0000120271","2016",75822096,1.33,13196160
"FR0000120271","2017",91310608,1.5,9254064
"FR0000120271","2018",107651225,1.28,11602832
"FR0000120271","2019",103869760,1.21,13218548
"FR0000120271","2020",65713694,1.23,14004081
"FR0000120321","2008",4534000,0.9,2270600
"FR0000120321","2009",4256800,1.1,389700
"FR0000120321","2010",4844200,1.06,767000
"FR0000120321","2011",5094100,1.08,1090800
"FR0000120321","2012",5747000,1.29,201100
"FR0000120321","2013",5701700,1.42,298900
"FR0000120321","2014",5628000,0.95,2521200
"FR0000120321","2015",6314400,1.13,741000
"FR0000120321","2016",6264400,1.09,1233700
"FR0000120321","2017",6188900,1.2,1161000
"FR0000120321","2018",6236200,1.23,1227800
"FR0000120321","2019",6392500,1.28,1249100
"FR0000120321","2020",5850600,1.31,1243300
"FR0000120404","2008",806000,0.73,287000
"FR0000120404","2009",752000,0.76,373000
"FR0000120404","2010",399000,0.99,205000
"FR0000120404","2011",391000,1.12,124000
"FR0000120404","2012",341000,1.07,819000
"FR0000120404","2013",405000,1.25,514000
"FR0000120404","2014",348000,1.89,82000
"FR0000120404","2015",320000,1.96,110000
"FR0000120404","2016",62000,1,732000
"FR0000120404","2017",67000,1.27,213000
"FR0000120404","2018",97000,1.24,1259000
"FR0000120404","2019",85000,1.57,358000
"FR0000120404","2020",47000,1.26,1035000
"FR0000120503","2008",28737000,0.94,1730000
"FR0000120503","2009",27316000,1.02,984000
"FR0000120503","2010",27487000,1.04,1288000
"FR0000120503","2011",29031000,0.95,455000
"FR0000120503","2012",30236000,0.99,1140000
"FR0000120503","2013",30100000,0.94,1372000
"FR0000120503","2014",30311000,0.96,1501000
"FR0000120503","2015",29355000,0.92,899000
"FR0000120503","2016",28579000,1.02,320000
"FR0000120503","2017",29611000,1.02,824000
"FR0000120503","2018",32291000,0.96,1491000
"FR0000120503","2019",33950000,0.98,1857000
"FR0000120503","2020",30997000,0.98,1020000
"FR0000120560","2008",144500,0.69,306700
"FR0000120560","2009",153900,0.56,493600
"FR0000120560","2010",132200,0.66,420800
"FR0000120560","2011",151600,0.72,392600
"FR0000120560","2012",169200,0.67,538100
"FR0000120560","2013",163800,1.1,76100
"FR0000120560","2014",180700,1.11,86700
"FR0000120560","2015",183700,1.07,359300
"FR0000120560","2016",212000,1.14,128000
"FR0000120560","2017",201300,1.18,130400
"FR0000120560","2018",185600,1.57,22000
"FR0000120560","2019",181600,1.27,189600
"FR0000120560","2020",189600,1.89,111600
"FR0000120578","2008",6485000,1.65,1833000
"FR0000120578","2009",6940000,1.6,2866000
"FR0000120578","2010",7589000,1.99,1565000
"FR0000120578","2011",9627000,1.53,2940000
"FR0000120578","2012",9890000,1.65,3812000
"FR0000120578","2013",8407000,1.71,3124000
"FR0000120578","2014",9886000,1.8,1177000
"FR0000120578","2015",9175000,1.48,3422000
"FR0000120578","2016",9514000,1.62,1764000
"FR0000120578","2017",10442000,1.7,1275000
"FR0000120578","2018",9420000,1.41,2613000
"FR0000120578","2019",10525000,1.4,4813000
"FR0000120578","2020",10670000,1.75,2999000
"FR0000120644","2008",6646000,1,652000
"FR0000120644","2009",6199000,0.75,1702000
"FR0000120644","2010",7362000,0.82,2445000
"FR0000120644","2011",8898000,0.88,1865000
"FR0000120644","2012",9745000,0.81,1777000
"FR0000120644","2013",10267000,0.74,2095000
"FR0000120644","2014",10100000,0.7,2332000
"FR0000120644","2015",10440000,0.87,2374000
"FR0000120644","2016",9990000,2.11,2118000
"FR0000120644","2017",11629000,0.93,3222000
"FR0000120644","2018",11866000,1.04,3020000
"FR0000120644","2019",11639000,0.9,3996000
"FR0000120644","2020",11171000,1.03,3762000
"FR0000120669","2008",12124600,1.87,83900
"FR0000120669","2009",8100900,1.79,127500
"FR0000120669","2010",10467400,1.75,37400
"FR0000120669","2011",13963300,1.55,98900
"FR0000120669","2012",17231200,1.75,66000
"FR0000120669","2013",16245100,1.59,324700
"FR0000120669","2014",15856600,1.33,299700
"FR0000120669","2015",12269300,1.65,24900
"FR0000120669","2016",10708600,1.78,26300
"FR0000120669","2017",12654400,1.8,29400
"FR0000120669","2018",14788000,1.61,25600
"FR0000120669","2019",14557200,1.47,36900
"FR0000120669","2020",10705000,1.24,22700
"FR0000120693","2008",2657000,1.76,950000
"FR0000120693","2009",2654000,1.96,366000
"FR0000120693","2010",2591000,1.49,1251000
"FR0000120693","2011",2831000,1.95,405000
"FR0000120693","2012",2987000,1.76,880000
"FR0000120693","2013",2965000,1.47,1568000
"FR0000120693","2014",2594000,1.7,1219000
"FR0000120693","2015",3048000,1.44,2052000
"FR0000120693","2016",3092000,1.47,2027000
"FR0000120693","2017",3188000,1.77,1165000
"FR0000120693","2018",3166000,2.09,453000
"FR0000120693","2019",3305000,1.79,1121000
"FR0000120693","2020",2921000,2.08,1191000
"FR0000120859","2008",2304800,1.12,730200
"FR0000120859","2009",2288100,1.73,198100
"FR0000120859","2010",2663700,1.81,224200
"FR0000120859","2011",2930500,1.58,434700
"FR0000120859","2012",3173000,1.85,186800
"FR0000120859","2013",2998500,2.11,129700
"FR0000120859","2014",2953400,2.51,68800
"FR0000120859","2015",3291300,1.56,427300
"FR0000120859","2016",3310300,1.63,595400
"FR0000120859","2017",3668100,1.28,667800
"FR0000120859","2018",3765700,2.16,180100
"FR0000120859","2019",3558100,1.59,475700
"FR0000120859","2020",3136100,1.64,304200
"FR0000120966","2008",652651,3.72,21806
"FR0000120966","2009",745746,3.42,53695
"FR0000120966","2010",863278,3.5,11709
"FR0000120966","2011",830718,3.63,8761
"FR0000120966","2012",861813,3.71,10954
"FR0000120966","2013",883450,3.13,51950
"FR0000120966","2014",927367,3.69,6246
"FR0000120966","2015",1037985,3.71,7780
"FR0000120966","2016",853362,2.97,49578
"FR0000120966","2017",884467,3.1,4866
"FR0000120966","2018",826538,2.71,22580
"FR0000120966","2019",836573,2.54,65526
"FR0000120966","2020",730348,2.39,89976
"FR0000121014","2008",5410000,1.58,1780000
"FR0000121014","2009",5493000,1.81,1708000
"FR0000121014","2010",6432000,1.59,1757000
"FR0000121014","2011",7242000,1.38,3044000
"FR0000121014","2012",8898000,1.51,2901000
"FR0000121014","2013",8601000,1.37,4609000
"FR0000121014","2014",9470000,1.49,4137000
"FR0000121014","2015",10990000,1.49,3742000
"FR0000121014","2016",11417000,1.51,3419000
"FR0000121014","2017",12956000,1.41,4497000
"FR0000121014","2018",13665000,1.4,5008000
"FR0000121014","2019",13641000,1.17,9761000
"FR0000121014","2020",11112000,1.58,12752000
"FR0000121121","2008",1338493,NA,2177876
"FR0000121121","2009",1248360,NA,2144378
"FR0000121121","2010",1337474,NA,1487284
"FR0000121121","2011",2397106,NA,1218537
"FR0000121121","2012",2507373,NA,1369961
"FR0000121121","2013",1472664,1.27,1819094
"FR0000121121","2014",1100163,1.27,1786795
"FR0000121121","2015",677270,3.64,37496
"FR0000121121","2016",877472,1.74,280699
"FR0000121121","2017",1528756,1.31,142523
"FR0000121121","2018",1970881,1.22,282216
"FR0000121121","2019",1932879,1.08,434958
"FR0000121121","2020",1377740,1.19,395446
"FR0000121147","2008",10825000,0.67,541300
"FR0000121147","2009",8343500,0.66,528100
"FR0000121147","2010",12107700,0.72,687700
"FR0000121147","2011",14475000,0.79,615600
"FR0000121147","2012",15695500,0.84,764600
"FR0000121147","2013",16270100,0.79,920800
"FR0000121147","2014",16887100,0.74,1377900
"FR0000121147","2015",16624800,0.79,916300
"FR0000121147","2016",16369000,0.96,310600
"FR0000121147","2017",17607000,0.94,421300
"FR0000121147","2018",14378200,0.92,712000
"FR0000121147","2019",14144200,0.92,1018500
"FR0000121147","2020",11873900,0.99,1198100
"FR0000121204","2008",4142300,1.63,686900
"FR0000121204","2009",3927100,1.74,702000
"FR0000121204","2010",4476600,1.47,890800
"FR0000121204","2011",4857300,1.36,595600
"FR0000121204","2012",5323600,1.51,551300
"FR0000121204","2013",5141600,1.2,1093900
"FR0000121204","2014",4902500,1.41,894300
"FR0000121204","2015",6606700,1.42,910300
"FR0000121204","2016",7104800,1.53,1367200
"FR0000121204","2017",7091600,1.65,712700
"FR0000121204","2018",7177200,1.55,1667800
"FR0000121204","2019",7065000,1.9,760200
"FR0000121204","2020",6074500,1.86,781200
"FR0000121220","2008",11285000,0.8,1384000
"FR0000121220","2009",12139000,0.95,136000
"FR0000121220","2010",12607000,0.95,209000
"FR0000121220","2011",13285000,0.94,175000
"FR0000121220","2012",15043000,0.94,151000
"FR0000121220","2013",15239000,0.87,752000
"FR0000121220","2014",15013000,1.03,1018000
"FR0000121220","2015",16387000,1,354000
"FR0000121220","2016",16828000,0.96,71000
"FR0000121220","2017",17228000,1.01,536000
"FR0000121220","2018",17054000,0.96,448000
"FR0000121220","2019",18475000,0.97,217000
"FR0000121220","2020",16206000,0.98,258000
"FR0000121261","2008",11097000,1.57,1440000
"FR0000121261","2009",9588000,1.85,760000
"FR0000121261","2010",11448000,1.99,896000
"FR0000121261","2011",13877000,1.84,1361000
"FR0000121261","2012",13758000,1.87,1242000
"FR0000121261","2013",12790000,1.92,839000
"FR0000121261","2014",12188000,1.82,679000
"FR0000121261","2015",12914000,1.91,510000
"FR0000121261","2016",12418000,1.69,1239000
"FR0000121261","2017",13470000,1.83,464000
"FR0000121261","2018",13568000,1.66,1068000
"FR0000121261","2019",15299000,1.57,1137000
"FR0000121261","2020",13001000,1.83,1718000
"FR0000121329","2008",9596800,0.91,1280500
"FR0000121329","2009",10297000,0.96,489500
"FR0000121329","2010",10665700,0.92,1196600
"FR0000121329","2011",9722600,0.93,408500
"FR0000121329","2012",10498600,0.93,1000500
"FR0000121329","2013",10485400,1,439900
"FR0000121329","2014",9445900,1,108200
"FR0000121329","2015",10306800,0.99,698700
"FR0000121329","2016",10890000,1.06,111400
"FR0000121329","2017",11560100,1.07,707300
"FR0000121329","2018",11385300,1.16,321200
"FR0000121329","2019",12764800,0.87,2677500
"FR0000121329","2020",11875700,1.01,2388700
"FR0000121485","2008",13769000,0.81,2911600
"FR0000121485","2009",10867600,0.9,1221000
"FR0000121485","2010",9057200,1.07,2115800
"FR0000121485","2011",7525800,0.96,1611400
"FR0000121485","2012",4986900,1.25,1595100
"FR0000121485","2013",4853700,1.08,1737400
"FR0000121485","2014",4951600,0.91,2288400
"FR0000121485","2015",5858100,1.05,1785900
"FR0000121485","2016",6113100,1.15,1234500
"FR0000121485","2017",7258200,1.27,939700
"FR0000121485","2018",5044400,1.05,756400
"FR0000121485","2019",5150500,0.93,2695900
"FR0000121485","2020",4224500,1.34,2314200
"FR0000121667","2008",1176220,1.65,209678
"FR0000121667","2009",1291933,1.78,81678
"FR0000121667","2010",1552295,1.38,401717
"FR0000121667","2011",1687393,1.26,605145
"FR0000121667","2012",1975649,1.51,386886
"FR0000121667","2013",1974000,1.49,562000
"FR0000121667","2014",1942000,1.07,909000
"FR0000121667","2015",2304000,1.15,537000
"FR0000121667","2016",2495000,0.94,1190000
"FR0000121667","2017",2595000,1.18,430000
"FR0000121667","2018",3203000,1,1184000
"FR0000121667","2019",4424000,1.91,932000
"FR0000121667","2020",3798000,2.22,1160000
"FR0000121709","2008",1775800,1.19,661500
"FR0000121709","2009",1678800,1.54,246700
"FR0000121709","2010",2047300,1.67,170100
"FR0000121709","2011",2294400,1.51,332100
"FR0000121709","2012",2369200,1.81,298600
"FR0000121709","2013",2431300,1.9,214600
"FR0000121709","2014",2516200,1.7,389100
"FR0000121709","2015",2828000,1.69,623500
"FR0000121709","2016",2897600,1.17,1072700
"FR0000121709","2017",3721200,1.54,578200
"FR0000121709","2018",3953300,1.47,587000
"FR0000121709","2019",4257400,1.51,470600
"FR0000121709","2020",4009900,1.33,1672200
"FR0000121964","2008",148537,NA,362409
"FR0000121964","2009",202400,NA,871583
"FR0000121964","2010",102397,NA,1671714
"FR0000121964","2011",107104,NA,1095174
"FR0000121964","2012",108330,NA,943989
"FR0000121964","2013",116424,NA,2062241
"FR0000121964","2014",87792,NA,666776
"FR0000121964","2015",140400,NA,2722700
"FR0000121964","2016",119800,NA,2559800
"FR0000121964","2017",130500,NA,2252100
"FR0000121964","2018",133200,NA,2213100
"FR0000121964","2019",391900,NA,2302000
"FR0000121964","2020",458100,NA,2333000
"FR0000121972","2008",10508000,1.3,1460000
"FR0000121972","2009",9086000,1.58,1295000
"FR0000121972","2010",11298000,1.55,1005000
"FR0000121972","2011",13354000,1.44,978000
"FR0000121972","2012",14441000,1.51,1579000
"FR0000121972","2013",13921000,1.47,2790000
"FR0000121972","2014",14742000,1.2,2533000
"FR0000121972","2015",15942000,1.36,1414000
"FR0000121972","2016",14382000,1.31,1778000
"FR0000121972","2017",14345000,1.34,1633000
"FR0000121972","2018",14756000,1.32,1543000
"FR0000121972","2019",15421000,1.37,1196000
"FR0000121972","2020",14068000,1.36,2217000
"FR0000124141","2008",28380000,1.04,3685400
"FR0000124141","2009",26989600,1.15,3438000
"FR0000124141","2010",26890300,1.13,3214100
"FR0000124141","2011",22536100,1.12,4382500
"FR0000124141","2012",22923600,1.18,3917900
"FR0000124141","2013",17452900,1.19,3128900
"FR0000124141","2014",18732700,0.97,3219500
"FR0000124141","2015",19129700,0.95,4318700
"FR0000124141","2016",18379500,0.97,5006500
"FR0000124141","2017",19016900,1.05,4815900
"FR0000124141","2018",19822400,0.93,4838200
"FR0000124141","2019",20486600,0.9,6211600
"FR0000124141","2020",19752400,0.86,7817200
"FR0000124570","2008",2265775,0.9,162503
"FR0000124570","2009",1982445,0.9,142686
"FR0000124570","2010",2644829,0.97,133947
"FR0000124570","2011",3481765,0.85,239106
"FR0000124570","2012",4006241,0.9,197198
"FR0000124570","2013",4224949,1.11,93239
"FR0000124570","2014",3566858,1.1,92853
"FR0000124570","2015",4050240,1.11,110083
"FR0000124570","2016",4657332,0.92,178632
"FR0000124570","2017",5410077,1.11,391075
"FR0000124570","2018",5887442,1.07,127930
"FR0000124570","2019",7057867,0.94,688637
"FR0000124570","2020",6028714,0.95,361437
"FR0000125007","2008",31309000,1.18,3251000
"FR0000125007","2009",27290000,1.25,2872000
"FR0000125007","2010",28391000,1.27,2108000
"FR0000125007","2011",30180000,1.24,2718000
"FR0000125007","2012",31125000,1.31,3081000
"FR0000125007","2013",30571000,1.39,2519000
"FR0000125007","2014",29303000,1.35,2001000
"FR0000125007","2015",28486000,1.39,2850000
"FR0000125007","2016",27926000,1.33,2286000
"FR0000125007","2017",29214000,1.34,1489000
"FR0000125007","2018",29970000,1.31,1566000
"FR0000125007","2019",29816000,1.35,2640000
"FR0000125007","2020",26687000,1.45,3003000
"FR0000125338","2008",6265000,1.53,39000
"FR0000125338","2009",6202000,1.7,278000
"FR0000125338","2010",6454000,1.55,210000
"FR0000125338","2011",7237000,1.36,702000
"FR0000125338","2012",7656000,1.48,99000
"FR0000125338","2013",7430000,1.4,133000
"FR0000125338","2014",7776000,1.52,102000
"FR0000125338","2015",8619000,1.32,652000
"FR0000125338","2016",8952000,1.48,125000
"FR0000125338","2017",9172000,1.35,589000
"FR0000125338","2018",9400000,1.45,83000
"FR0000125338","2019",9802000,1.28,938000
"FR0000125338","2020",11176000,1.31,1238000
"FR0000125486","2008",20570000,0.84,3322000
"FR0000125486","2009",19361600,0.88,2482800
"FR0000125486","2010",21112800,0.89,2275300
"FR0000125486","2011",23904100,0.91,3445800
"FR0000125486","2012",32870800,0.87,3393600
"FR0000125486","2013",34243000,0.83,3060000
"FR0000125486","2014",32377000,0.89,3835000
"FR0000125486","2015",32428000,0.83,3793000
"FR0000125486","2016",31606000,0.84,5063000
"FR0000125486","2017",33379000,0.88,4742000
"FR0000125486","2018",36388000,0.92,4517000
"FR0000125486","2019",39081000,0.9,4630000
"FR0000125486","2020",36608000,0.96,3993000
"FR0000125585","2008",25983000,0.81,1943000
"FR0000125585","2009",19799000,0.94,1369000
"FR0000125585","2010",21719000,0.92,1754000
"FR0000125585","2011",25366000,0.88,3167000
"FR0000125585","2012",30811000,1.05,2700000
"FR0000125585","2013",36058000,0.94,2579000
"FR0000125585","2014",36286000,0.94,4489000
"FR0000125585","2015",34962000,0.89,1891000
"FR0000125585","2016",27253000,1.08,2421000
"FR0000125585","2017",28670000,1.03,1471000
"FR0000125585","2018",27805000,1.03,2208000
"FR0000125585","2019",26349000,0.96,2281000
"FR0000125585","2020",24188000,0.82,2052000
"FR0000127771","2008",9343000,0.8,1655000
"FR0000127771","2009",9241000,0.64,4907000
"FR0000127771","2010",10388000,0.69,3430000
"FR0000127771","2011",10228000,0.71,3301000
"FR0000127771","2012",11682000,0.69,5090000
"FR0000127771","2013",7882000,0.92,3304000
"FR0000127771","2014",5470000,2.25,176000
"FR0000127771","2015",5842000,1.51,780000
"FR0000127771","2016",6297000,1.28,956000
"FR0000127771","2017",6751000,0.92,216000
"FR0000127771","2018",7167000,1.11,813000
"FR0000127771","2019",8041000,0.78,1990000
"FR0000127771","2020",7995000,0.63,2425000
"FR0000130213","2008",7829000,0.96,1191000
"FR0000130213","2009",7550000,0.94,492000
"FR0000130213","2010",7606000,0.87,541000
"FR0000130213","2011",7407000,1,163000
"FR0000130213","2012",5022000,1,238000
"FR0000130213","2013",4927000,1.11,1612000
"FR0000130213","2014",4759000,0.92,490000
"FR0000130213","2015",4600000,0.9,659000
"FR0000130213","2016",4493000,0.85,832000
"FR0000130213","2017",4139000,1.02,375000
"FR0000130213","2018",4225000,0.87,1069000
"FR0000130213","2019",4296000,0.9,1102000
"FR0000130213","2020",2680000,0.81,1206000
"FR0000130395","2008",375700,1.58,153200
"FR0000130395","2009",302300,2.56,20600
"FR0000130395","2010",337400,2.47,47600
"FR0000130395","2011",341900,2.49,24400
"FR0000130395","2012",392200,2.2,31400
"FR0000130395","2013",613100,2.18,55600
"FR0000130395","2014",565200,2.46,37500
"FR0000130395","2015",514500,1.84,196600
"FR0000130395","2016",366100,1.64,327300
"FR0000130395","2017",343800,2.4,72700
"FR0000130395","2018",344700,2.57,69700
"FR0000130395","2019",384700,2.53,95600
"FR0000130395","2020",314500,2.2,265900
"FR0000130403","2008",5570000,1.45,2441000
"FR0000130403","2009",5722000,1.7,2055000
"FR0000130403","2010",6599000,1.45,2495000
"FR0000130403","2011",7399000,1.33,3457000
"FR0000130403","2012",8412000,1.32,3745000
"FR0000130403","2013",8556000,1.4,4354000
"FR0000130403","2014",9315000,1.25,6378000
"FR0000130403","2015",10742000,1.5,4394000
"FR0000130403","2016",14282000,1.48,3821000
"FR0000130403","2017",13189000,1.79,4513000
"FR0000130403","2018",13666000,1.7,5526000
"FR0000130403","2019",13641000,1.19,9776000
"FR0000130403","2020",11114000,1.57,13117000
"FR0000130452","2008",11096000,0.95,906000
"FR0000130452","2009",11444000,0.87,831000
"FR0000130452","2010",11422000,0.8,1339000
"FR0000130452","2011",11473000,0.95,1274000
"FR0000130452","2012",6180000,0.9,1458000
"FR0000130452","2013",6009000,0.86,2275000
"FR0000130452","2014",5826000,1.02,2938000
"FR0000130452","2015",5972000,0.95,2988000
"FR0000130452","2016",5703000,1,3401000
"FR0000130452","2017",6010000,1.05,3018000
"FR0000130452","2018",6615000,0.99,2976000
"FR0000130452","2019",7057000,0.94,4581000
"FR0000130452","2020",6688000,1.04,3542000
"FR0000130577","2008",3815000,0.89,204000
"FR0000130577","2009",3694000,0.98,196000
"FR0000130577","2010",4451000,0.99,272000
"FR0000130577","2011",4782000,0.92,820000
"FR0000130577","2012",5420000,0.86,373000
"FR0000130577","2013",4330000,0.86,322000
"FR0000130577","2014",4901000,0.97,354000
"FR0000130577","2015",6486000,0.86,73000
"FR0000130577","2016",6535000,0.91,63000
"FR0000130577","2017",6454000,0.94,46000
"FR0000130577","2018",5742000,0.94,431000
"FR0000130577","2019",6073000,0.88,1938000
"FR0000130577","2020",6242000,0.9,1148000
"FR0000131757","2008",2749000,2.3,107000
"FR0000131757","2009",2416000,3.4,72000
"FR0000131757","2010",2437000,3.15,88000
"FR0000131757","2011",2674000,2.88,80000
"FR0000131757","2012",2802000,2.36,230000
"FR0000131757","2013",2745000,2.1,330000
"FR0000131757","2014",2623000,2,316000
"FR0000131757","2015",2726000,1.86,181000
"FR0000131757","2016",2333000,2.63,344000
"FR0000131757","2017",2519000,2.15,682000
"FR0000131757","2018",2717000,2.11,381000
"FR0000131757","2019",2832000,1.65,583000
"FR0000131757","2020",1943000,2.3,283000
"FR0000131906","2008",28614000,0.63,24169000
"FR0000131906","2009",25524000,0.73,23392000
"FR0000131906","2010",29471000,1.02,23912000
"FR0000131906","2011",32956000,1.02,25226000
"FR0000131906","2012",31854000,1.04,26116000
"FR0000131906","2013",31193000,1.05,26290000
"FR0000131906","2014",31404000,1.05,28501000
"FR0000131906","2015",34144000,1.01,34412000
"FR0000131906","2016",38232000,1,40648000
"FR0000131906","2017",44314000,1.02,44835000
"FR0000131906","2018",42971000,1.03,46523000
"FR0000131906","2019",41830000,1.02,49914000
"FR0000131906","2020",32718000,1.04,51035000
"FR0000133308","2008",13464000,0.58,9151000
"FR0000133308","2009",11434000,0.58,6395000
"FR0000133308","2010",11014000,0.64,3955000
"FR0000133308","2011",10709000,0.71,6449000
"FR0000133308","2012",10960000,0.65,6374000
"FR0000133308","2013",17965000,0.61,7265000
"FR0000133308","2014",17251000,0.72,4296000
"FR0000133308","2015",17697000,0.66,2779000
"FR0000133308","2016",18281000,0.74,7970000
"FR0000133308","2017",18475000,0.71,10545000
"FR0000133308","2018",18563000,0.72,12004000
"FR0000133308","2019",17074000,0.9,9471000
"FR0000133308","2020",16955000,0.89,9794000
"FR0000184798","2008",539477,0.41,207861
"FR0000184798","2009",644696,0.46,257811
"FR0000184798","2010",742312,0.61,389286
"FR0000184798","2011",958901,0.57,465505
"FR0000184798","2012",1104081,0.5,503669
"FR0000184798","2013",1229450,0.68,495450
"FR0000184798","2014",1517501,0.8,521669
"FR0000184798","2015",1906817,0.93,514218
"FR0000184798","2016",2271455,0.89,558602
"FR0000184798","2017",2492965,1.05,468705
"FR0000184798","2018",2711693,0.94,685224
"FR0000184798","2019",2696722,0.95,752542
"FR0000184798","2020",2977828,0.71,1325448
"FR0004035913","2008",889054,1.61,19449
"FR0004035913","2009",1072376,1.49,178660
"FR0004035913","2010",1040875,1.3,36197
"FR0004035913","2011",1097064,0.69,177125
"FR0004035913","2012",1591778,0.58,235572
"FR0004035913","2013",2022964,0.57,245479
"FR0004035913","2014",2323062,0.49,327071
"FR0004035913","2015",2238776,0.54,943262
