"ISIN","year","cogs","curr_rat","stlt_lia"
"FR0004035913","2016",2322979,0.4,490153
"FR0004035913","2017",2357029,0.45,496521
"FR0004035913","2018",2129000,0.48,757000
"FR0004035913","2019",2127000,0.75,2200000
"FR0004035913","2020",2054000,0.66,1971000
"FR0004125920","2008",NA,NA,NA
"FR0004125920","2009",NA,NA,NA
"FR0004125920","2010",NA,NA,NA
"FR0004125920","2011",NA,NA,NA
"FR0004125920","2012",874109,NA,1551990
"FR0004125920","2013",907386,NA,1163623
"FR0004125920","2014",1046290,NA,951487
"FR0004125920","2015",1108246,NA,435077
"FR0004125920","2016",1003152,NA,93925
"FR0004125920","2017",1778807,NA,579351
"FR0004125920","2018",2230051,NA,1303586
"FR0004125920","2019",2047855,NA,856496
"FR0004125920","2020",1923090,NA,2964064
"FR0004180537","2008",316431,1.3,2213
"FR0004180537","2009",250182,1.08,21687
"FR0004180537","2010",325722,1.18,8324
"FR0004180537","2011",380662,1.07,7830
"FR0004180537","2012",531205,1.13,39468
"FR0004180537","2013",512498,1.4,14910
"FR0004180537","2014",576077,1.72,12525
"FR0004180537","2015",636021,1.49,21237
"FR0004180537","2016",706616,1.32,14754
"FR0004180537","2017",868150,1.59,109902
"FR0004180537","2018",992138,1.32,71155
"FR0004180537","2019",1226413,1.66,104490
"FR0004180537","2020",1134925,1.27,43725
"FR0004188670","2008",NA,NA,NA
"FR0004188670","2009",1231700,1.51,55300
"FR0004188670","2010",1393000,1.54,32000
"FR0004188670","2011",1568000,1.38,116000
"FR0004188670","2012",1705000,1.18,191000
"FR0004188670","2013",1781000,1.68,24400
"FR0004188670","2014",1740500,1.73,40200
"FR0004188670","2015",1922700,1.66,9500
"FR0004188670","2016",1873300,1.72,11300
"FR0004188670","2017",2009100,1.78,12300
"FR0004188670","2018",2049400,1.85,10200
"FR0004188670","2019",2149000,1.4,34200
"FR0004188670","2020",1821700,1.34,160900
"FR0006174348","2008",2040300,1.43,103300
"FR0006174348","2009",2086700,1.24,95600
"FR0006174348","2010",2322800,1.29,121700
"FR0006174348","2011",2704900,1.17,292700
"FR0006174348","2012",1941600,1.31,128300
"FR0006174348","2013",2200000,1.33,104200
"FR0006174348","2014",2356600,1.39,153900
"FR0006174348","2015",2612200,1.63,78900
"FR0006174348","2016",2582300,1.49,589500
"FR0006174348","2017",2697500,1.32,209000
"FR0006174348","2018",2757100,1.45,499000
"FR0006174348","2019",2810900,1.67,461600
"FR0006174348","2020",2612700,1.52,649800
"FR0010040865","2008",212078,NA,146289
"FR0010040865","2009",243517,NA,669264
"FR0010040865","2010",236693,NA,304109
"FR0010040865","2011",232810,NA,913143
"FR0010040865","2012",201571,NA,691456
"FR0010040865","2013",112724,NA,1105546
"FR0010040865","2014",115921,NA,353650
"FR0010040865","2015",115654,NA,1288386
"FR0010040865","2016",110420,NA,446529
"FR0010040865","2017",106608,NA,1547606
"FR0010040865","2018",144162,NA,2033187
"FR0010040865","2019",145116,NA,1826582
"FR0010040865","2020",153728,NA,1554034
"FR0010112524","2008",2393436,1.3,658963
"FR0010112524","2009",2591721,1.34,346096
"FR0010112524","2010",2499858,1.31,316545
"FR0010112524","2011",2355756,1.25,224493
"FR0010112524","2012",2587445,1.27,223122
"FR0010112524","2013",2497827,1.37,155014
"FR0010112524","2014",2166418,1.4,239283
"FR0010112524","2015",2632188,1.35,309954
"FR0010112524","2016",2677064,1.35,291100
"FR0010112524","2017",2997445,1.29,498447
"FR0010112524","2018",3436344,1.29,555784
"FR0010112524","2019",3676655,1.3,833932
"FR0010112524","2020",4001191,1.43,1180197
"FR0010208488","2008",45501000,1,14641000
"FR0010208488","2009",52668100,1.12,10117400
"FR0010208488","2010",56427000,1.15,9059000
"FR0010208488","2011",59470000,1.13,13213000
"FR0010208488","2012",65411000,1.07,10969000
"FR0010208488","2013",63218000,1.07,10490000
"FR0010208488","2014",53994000,1.07,10297000
"FR0010208488","2015",49494000,1.12,10095000
"FR0010208488","2016",46906000,1.03,11777000
"FR0010208488","2017",46690000,1.06,7735000
"FR0010208488","2018",42632000,1.07,5339000
"FR0010208488","2019",51343000,1.05,8543000
"FR0010208488","2020",46775000,1.11,7846000
"FR0010220475","2008",13493000,0.79,614000
"FR0010220475","2009",14786000,0.81,747000
"FR0010220475","2010",15563000,0.95,225000
"FR0010220475","2011",16264000,0.91,592000
"FR0010220475","2012",15713000,0.92,641000
"FR0010220475","2013",15954000,0.94,325000
"FR0010220475","2014",15857000,0.93,1314000
"FR0010220475","2015",5055000,0.86,1998000
"FR0010220475","2016",5426000,1.1,686000
"FR0010220475","2017",6064000,1.06,444000
"FR0010220475","2018",6586000,1.01,543000
"FR0010220475","2019",6516000,1.13,1032000
"FR0010220475","2020",6517000,1.08,401000
"FR0010221234","2008",69239,2.08,15336
"FR0010221234","2009",72104,1.21,2599
"FR0010221234","2010",79353,0.98,18591
"FR0010221234","2011",88659,1.26,4576
"FR0010221234","2012",107100,1.36,17400
"FR0010221234","2013",0,1.77,100
"FR0010221234","2014",0,1.63,0
"FR0010221234","2015",0,1.76,18000
"FR0010221234","2016",0,1.57,880800
"FR0010221234","2017",0,2.86,23700
"FR0010221234","2018",0,0.87,823700
"FR0010221234","2019",54900,1.29,1028800
"FR0010221234","2020",56500,1.02,598400
"FR0010241638","2008",13564,NA,4624
"FR0010241638","2009",16150,NA,3784
"FR0010241638","2010",17976,NA,2833
"FR0010241638","2011",19066,NA,4729
"FR0010241638","2012",18425,NA,23752
"FR0010241638","2013",6815,NA,25490
"FR0010241638","2014",8927,NA,141709
"FR0010241638","2015",6481,NA,187204
"FR0010241638","2016",8254,NA,311631
"FR0010241638","2017",4213,NA,280555
"FR0010241638","2018",11921,NA,689488
"FR0010241638","2019",2248,NA,262360
"FR0010241638","2020",14509,NA,349145
"FR0010242511","2008",49985000,1.02,18388000
"FR0010242511","2009",49151000,1.03,15352000
"FR0010242511","2010",48028000,1.28,11751000
"FR0010242511","2011",51320000,1.34,11698000
"FR0010242511","2012",58689000,1.17,12701000
"FR0010242511","2013",58431000,1.2,11327000
"FR0010242511","2014",56547000,1.26,9115000
"FR0010242511","2015",58234000,1.3,11499000
"FR0010242511","2016",56534000,1.32,12203000
"FR0010242511","2017",58973000,1.37,7112000
"FR0010242511","2018",56146000,1.38,8287000
"FR0010242511","2019",57122000,1.3,11074000
"FR0010242511","2020",54870000,1.27,11525000
"FR0010259150","2008",203797,2.18,10605
"FR0010259150","2009",205069,2.12,21371
"FR0010259150","2010",200997,1.92,7708
"FR0010259150","2011",211706,1.71,9189
"FR0010259150","2012",187967,1.39,4353
"FR0010259150","2013",215986,1.6,9603
"FR0010259150","2014",259800,1.64,10100
"FR0010259150","2015",289800,1.75,16100
"FR0010259150","2016",304200,1.87,7000
"FR0010259150","2017",279800,1.08,64700
"FR0010259150","2018",327800,1.24,37700
"FR0010259150","2019",311200,0.93,316900
"FR0010259150","2020",268200,1.3,231700
"FR0010307819","2008",1852900,1.46,401300
"FR0010307819","2009",1496300,0.94,445500
"FR0010307819","2010",1606200,1.14,216800
"FR0010307819","2011",1846100,1.39,218000
"FR0010307819","2012",2157800,1.58,80100
"FR0010307819","2013",1988200,1.68,86900
"FR0010307819","2014",2031700,1.85,71400
"FR0010307819","2015",2163800,2.02,67900
"FR0010307819","2016",2206000,1.52,346400
"FR0010307819","2017",2427900,1.28,585400
"FR0010307819","2018",2662500,1.61,400500
"FR0010307819","2019",2877400,1.75,616200
"FR0010307819","2020",2581500,1.65,1320700
"FR0010313833","2008",4573000,1.45,493000
"FR0010313833","2009",3641000,1.39,345000
"FR0010313833","2010",4578000,2.13,34000
"FR0010313833","2011",4360000,1.75,272000
"FR0010313833","2012",4775000,1.92,189000
"FR0010313833","2013",4626000,2.13,93000
"FR0010313833","2014",4575000,2.77,107000
"FR0010313833","2015",5734000,2,217000
"FR0010313833","2016",5445000,1.46,728000
"FR0010313833","2017",5978000,2.36,244000
"FR0010313833","2018",6367000,2.45,201000
"FR0010313833","2019",6264000,1.98,661000
"FR0010313833","2020",5722000,2.57,134000
"FR0010331421","2008",0,4.07,2073
"FR0010331421","2009",0,6.07,723
"FR0010331421","2010",0,5.51,701
"FR0010331421","2011",3547,3.42,2273
"FR0010331421","2012",16579,2.67,1178
"FR0010331421","2013",18252,5.32,613
"FR0010331421","2014",24927,7.36,453
"FR0010331421","2015",8553,4.19,622
"FR0010331421","2016",12239,3.01,1264
"FR0010331421","2017",20594,1.86,1343
"FR0010331421","2018",20365,1.62,22334
"FR0010331421","2019",27162,1.95,23435
"FR0010331421","2020",32839,3.81,3978
"FR0010340141","2008",1483881,0.96,24165
"FR0010340141","2009",1566712,0.95,485726
"FR0010340141","2010",1629915,1.08,324676
"FR0010340141","2011",1363013,1.21,390242
"FR0010340141","2012",770692,1,342947
"FR0010340141","2013",935092,1.26,416891
"FR0010340141","2014",905000,2.05,46000
"FR0010340141","2015",966000,2.3,2000
"FR0010340141","2016",828000,2,192000
"FR0010340141","2017",1101000,1.69,573000
"FR0010340141","2018",1351000,1.22,1059000
"FR0010340141","2019",1479000,1.11,1241000
"FR0010340141","2020",1107000,1.44,1421000
"FR0010386334","2008",651293,0.87,62163
"FR0010386334","2009",717383,0.71,81167
"FR0010386334","2010",776608,0.6,25702
"FR0010386334","2011",852991,0.54,37443
"FR0010386334","2012",923340,0.68,54879
"FR0010386334","2013",1146642,0.5,59306
"FR0010386334","2014",1829356,0.64,63715
"FR0010386334","2015",2133904,0.92,86416
"FR0010386334","2016",2468822,0.62,171762
"FR0010386334","2017",2584571,0.72,222648
"FR0010386334","2018",2739010,0.72,345568
"FR0010386334","2019",2659679,0.47,553119
"FR0010386334","2020",2927925,0.72,1140386
"FR0010451203","2008",9799300,1.74,276100
"FR0010451203","2009",8537800,1.63,77800
"FR0010451203","2010",9037900,1.53,116800
"FR0010451203","2011",9593800,1.45,323500
"FR0010451203","2012",10756400,1.34,618200
"FR0010451203","2013",10424500,1.7,205200
"FR0010451203","2014",10521900,1.67,361500
"FR0010451203","2015",10952000,1.41,660400
"FR0010451203","2016",10612600,1.39,603600
"FR0010451203","2017",10676900,1.61,155500
"FR0010451203","2018",10491600,1.4,649000
"FR0010451203","2019",10712500,1.34,907700
"FR0010451203","2020",9847600,1.59,282000
"FR0010533075","2008",327167,1.87,17394
"FR0010533075","2009",315306,2.58,10689
"FR0010533075","2010",400553,2.47,4770
"FR0010533075","2011",450927,2.24,4891
"FR0010533075","2012",561926,1.63,53849
"FR0010533075","2013",641846,1.82,34008
"FR0010533075","2014",707988,2.03,37986
"FR0010533075","2015",691850,1.99,41510
"FR0010533075","2016",503594,2.11,26323
"FR0010533075","2017",506734,2.03,62788
"FR0010533075","2018",510344,2.28,50056
"FR0010533075","2019",536714,2.04,72727
"FR0010533075","2020",494318,2.41,75775
"FR0010613471","2008",7255600,0.77,2620800
"FR0010613471","2009",7521700,0.91,3680200
"FR0010613471","2010",8545300,0.89,1352700
"FR0010613471","2011",8912600,0.87,2035200
"FR0010613471","2012",6215300,0.91,1363600
"FR0010613471","2013",5710300,0.84,2816700
"FR0010613471","2014",6415500,0.87,1976000
"FR0010613471","2015",6689900,0.87,1853900
"FR0010613471","2016",6912100,0.89,2495300
"FR0010613471","2017",7115500,0.97,2004400
"FR0010613471","2018",8127000,0.93,2758800
"FR0010613471","2019",8303600,0.95,2831200
"FR0010613471","2020",8030600,0.97,3135700
"FR0010828137","2008",6,NA,42889
"FR0010828137","2009",626,NA,0
"FR0010828137","2010",742,NA,0
"FR0010828137","2011",934,NA,0
"FR0010828137","2012",903,NA,6234
"FR0010828137","2013",15133,NA,19401
"FR0010828137","2014",5358,NA,0
"FR0010828137","2015",217,NA,4376
"FR0010828137","2016",481,NA,NA
"FR0010828137","2017",24256,NA,40129
"FR0010828137","2018",26855,NA,5617
"FR0010828137","2019",105634,NA,4141
"FR0010828137","2020",157519,NA,8934
"FR0010908533","2008",249000,0.89,16000
"FR0010908533","2009",248000,0.91,51000
"FR0010908533","2010",606000,0.96,83000
"FR0010908533","2011",648000,0.95,61000
"FR0010908533","2012",298000,0.91,45000
"FR0010908533","2013",320000,0.87,43000
"FR0010908533","2014",320000,0.82,30000
"FR0010908533","2015",513000,0.78,63000
"FR0010908533","2016",539000,0.79,579000
"FR0010908533","2017",618000,0.83,122000
"FR0010908533","2018",640000,0.9,297000
"FR0010908533","2019",684000,0.86,429000
"FR0010908533","2020",624000,0.94,294000
"FR0010929125","2008",NA,NA,NA
"FR0010929125","2009",NA,NA,NA
"FR0010929125","2010",NA,NA,NA
"FR0010929125","2011",232903,0.72,15371
"FR0010929125","2012",283632,0.88,14082
"FR0010929125","2013",373343,0.83,31079
"FR0010929125","2014",436524,0.86,36227
"FR0010929125","2015",488205,0.89,29099
"FR0010929125","2016",585457,0.96,25948
"FR0010929125","2017",749305,0.96,59359
"FR0010929125","2018",795191,0.97,69980
"FR0010929125","2019",740700,0.75,209198
"FR0010929125","2020",811016,0.88,170585
"FR0011476928","2008",NA,NA,NA
"FR0011476928","2009",NA,NA,NA
"FR0011476928","2010",2924200,0.8,61300
"FR0011476928","2011",2807800,0.58,232800
"FR0011476928","2012",2673900,0.86,12500
"FR0011476928","2013",2672900,0.98,5200
"FR0011476928","2014",2678500,1.05,200
"FR0011476928","2015",2665500,1.03,300
"FR0011476928","2016",3711600,0.92,8200
"FR0011476928","2017",5081300,0.93,1900
"FR0011476928","2018",5098600,0.96,50800
"FR0011476928","2019",4716900,0.9,290800
"FR0011476928","2020",4897100,0.91,781300
"FR0011726835","2008",NA,NA,NA
"FR0011726835","2009",NA,NA,NA
"FR0011726835","2010",1466,3.61,0
"FR0011726835","2011",1674,1.92,0
"FR0011726835","2012",2192,1.6,0
"FR0011726835","2013",2016,1.54,464
"FR0011726835","2014",2108,1.48,609
"FR0011726835","2015",2263,1.55,561
"FR0011726835","2016",1982,2.03,488
"FR0011726835","2017",1830,2.09,379
"FR0011726835","2018",2998,1.97,337
"FR0011726835","2019",7723,1.89,16
"FR0011726835","2020",8703,3.07,856
"FR0011950732","2008",NA,NA,NA
"FR0011950732","2009",NA,NA,NA
"FR0011950732","2010",NA,NA,NA
"FR0011950732","2011",3147100,1.02,57600
"FR0011950732","2012",3410100,0.81,70900
"FR0011950732","2013",3828400,0.85,87800
"FR0011950732","2014",4024800,0.86,76400
"FR0011950732","2015",4258800,0.86,113200
"FR0011950732","2016",4433600,0.91,9800
"FR0011950732","2017",4788600,0.73,73900
"FR0011950732","2018",5072900,0.74,84400
"FR0011950732","2019",3978000,0.76,15000
"FR0011950732","2020",3523000,0.66,60000
"FR0011981968","2008",NA,NA,NA
"FR0011981968","2009",NA,NA,NA
"FR0011981968","2010",NA,NA,NA
"FR0011981968","2011",-9900,NA,383300
"FR0011981968","2012",-14100,NA,412100
"FR0011981968","2013",-28900,NA,595600
"FR0011981968","2014",-45000,NA,10600
"FR0011981968","2015",4200,NA,28500
"FR0011981968","2016",4200,NA,24200
"FR0011981968","2017",10200,NA,43800
"FR0011981968","2018",22200,0.93,127500
"FR0011981968","2019",178600,NA,120000
"FR0011981968","2020",277900,NA,1101400
"FR0012435121","2008",NA,NA,NA
"FR0012435121","2009",NA,NA,NA
"FR0012435121","2010",NA,NA,NA
"FR0012435121","2011",199332,0.91,70314
"FR0012435121","2012",172138,0.85,117134
"FR0012435121","2013",195840,0.85,118013
"FR0012435121","2014",3256,0.91,124684
"FR0012435121","2015",240048,0.79,235919
"FR0012435121","2016",247463,0.68,494092
"FR0012435121","2017",361400,0.54,1642200
"FR0012435121","2018",513700,0.86,453100
"FR0012435121","2019",532000,0.8,491700
"FR0012435121","2020",527900,0.78,431000
"FR0012757854","2008",NA,NA,NA
"FR0012757854","2009",NA,NA,NA
"FR0012757854","2010",2057680,0.89,313171
"FR0012757854","2011",2425362,0.8,301606
"FR0012757854","2012",2436943,0.8,326027
"FR0012757854","2013",2696004,0.88,309577
"FR0012757854","2014",3062521,0.69,1165892
"FR0012757854","2015",3060295,0.9,395308
"FR0012757854","2016",2859770,0.91,331939
"FR0012757854","2017",3532306,0.88,322432
"FR0012757854","2018",3953093,0.92,317491
"FR0012757854","2019",3928499,0.91,333772
"FR0012757854","2020",3698010,0.95,336615
"FR0012789949","2008",NA,NA,NA
"FR0012789949","2009",464000,NA,NA
"FR0012789949","2010",492000,NA,NA
"FR0012789949","2011",499900,NA,NA
"FR0012789949","2012",1189975,1.12,995051
"FR0012789949","2013",1130188,1.12,940123
"FR0012789949","2014",1132738,1.06,1123200
"FR0012789949","2015",1234543,1.11,1260418
"FR0012789949","2016",1243771,1.19,1221410
"FR0012789949","2017",1398531,1.16,1953900
"FR0012789949","2018",1683198,1.2,2014118
"FR0012789949","2019",1727996,1.1,3184259
"FR0012789949","2020",1215480,1.01,2397217
"FR0013153541","2008",NA,NA,NA
"FR0013153541","2009",NA,NA,NA
"FR0013153541","2010",NA,NA,NA
"FR0013153541","2011",NA,NA,NA
"FR0013153541","2012",NA,NA,NA
"FR0013153541","2013",94000,1.29,32700
"FR0013153541","2014",190200,1.49,25400
"FR0013153541","2015",225300,1.44,26700
"FR0013153541","2016",298319,1.39,36380
"FR0013153541","2017",335605,1.36,904
"FR0013153541","2018",377116,1.41,11586
"FR0013153541","2019",424657,1.11,111869
"FR0013153541","2020",406857,0.99,312032
"FR0013154002","2008",177616,1.66,32458
"FR0013154002","2009",195250,1.55,38417
"FR0013154002","2010",201426,1.22,40285
"FR0013154002","2011",222107,1.31,42996
"FR0013154002","2012",251723,0.98,105859
"FR0013154002","2013",264695,1.67,28352
"FR0013154002","2014",306314,1.2,73331
"FR0013154002","2015",392690,1.29,88720
"FR0013154002","2016",480104,1.52,76269
"FR0013154002","2017",475530,1.4,97591
"FR0013154002","2018",521673,1.45,91534
"FR0013154002","2019",618990,1.48,54645
"FR0013154002","2020",805069,1.54,23839
"FR0013176526","2008",6788000,0.92,167000
"FR0013176526","2009",5841000,0.99,85000
"FR0013176526","2010",7520000,0.97,554000
"FR0013176526","2011",8696000,1.05,351000
"FR0013176526","2012",9404000,1.1,459000
"FR0013176526","2013",9631000,1.08,309000
"FR0013176526","2014",10077000,1.04,339000
"FR0013176526","2015",11454000,0.99,560000
"FR0013176526","2016",12912000,1.05,720000
"FR0013176526","2017",14391000,1.04,1006000
"FR0013176526","2018",14604000,0.95,1295000
"FR0013176526","2019",14991000,0.96,416000
"FR0013176526","2020",13138000,0.85,2214000
"FR0013181864","2008",1256000,1.72,239000
"FR0013181864","2009",1115800,2.1,105100
