"ISIN","year","roa"
"SE0000115107","2010",5.94
"NO0005806802","2010",4.53
"FR0000124141","2010",2.64
"US91822M1062","2010",11.94
"FR0013447729","2010",NA
"DE000A0JL9W6","2010",2.2
"AT0000746409","2010",5.33
"FI4000049812","2010",NA
"DK0061539921","2010",2.52
"FR0000031775","2010",5.93
"AT0000908504","2010",1.23
"FI0009005250","2010",2.74
"DE0007657231","2010",-9.97
"FR0000052516","2010",3.3
"FR0000125486","2010",4.13
"FR0000031577","2010",13.57
"ES0184262212","2010",12.95
"SE0011205202","2010",7.94
"FR0000127771","2010",4.58
"AT0000937503","2010",3.19
"SE0009143662","2010",NA
"DE0007664005","2010",4.2
"SE0000115446","2010",4.2
"DE000A1ML7J1","2010",5.16
"DE0007667107","2010",8.59
"DE000WCH8881","2010",9.92
"DE000WACK012","2010",2.75
"NO0010571680","2010",0.84
"SE0007074844","2010",7.75
"BE0974349814","2010",5.72
"PLGPW0000017","2010",11.87
"FI0009003727","2010",8.73
"DE0007507501","2010",5.81
"IT0003865570","2010",4.15
"FR0000121204","2010",6.99
"NL0000289213","2010",4.1
"DE000A2N4H07","2010",NA
"AT0000831706","2010",0.51
"SE0011205194","2010",7.1
"NO0010571698","2010",2.4
"DE0007472060","2010",10.05
"NL0000395903","2010",6.15
"FR0011981968","2010",NA
"DE0008051004","2010",1.47
"BE0974310428","2010",NA
"SE0012674232","2010",7.9
"SE0007789409","2010",NA
"BE0974288202","2010",NA
"SE0004840718","2010",NA
"NO0010716863","2010",NA
"NO0010208051","2010",14.93
"FI0009800643","2010",5.25
"DE000ZAL1111","2010",NA
"NO0010708910","2010",NA
"ES0184933812","2010",36.03
"DK0060257814","2010",-34.33
"IT0004171440","2010",12.04
"DE0005111702","2010",5.42
"AT0000837307","2010",-5.93
"DE0005545503","2010",11.25
"SE0010546911","2010",NA
"DK0010244508","2011",4.31
"SE0009268154","2011",NA
"SE0011337708","2011",7.07
"NL0000852564","2011",8.55
"DE0005408116","2011",1.01
"FR0010557264","2011",-31.92
"FR0004040608","2011",4.05
"ES0105200416","2011",4.43
"NL0011540547","2011",NA
"SE0006256558","2011",NA
"SE0007897079","2011",NA
"NL0009767532","2011",11.31
"ES0125220311","2011",2.97
"FR0000120404","2011",0.53
"IT0001207098","2011",2.41
"ES0132105018","2011",2.64
"BE0003764785","2011",4.29
"SE0001863291","2011",-78.66
"ES0167050915","2011",5.05
"SE0014401378","2011",NA
"SE0014781795","2011",12.98
"NO0010844038","2011",NA
"DE000A1EWWW0","2011",7.13
"LU1250154413","2011",NA
"DE0005008007","2011",0.56
"FR0010340141","2011",4.97
"DE0005103006","2011",7.76
"NL0012969182","2011",NA
"ES0105287009","2011",NA
"BE0003851681","2011",6.07
"GRS495003006","2011",-5.85
"NL0000303709","2011",0.12
"ES0105046009","2011",NA
"IT0001006128","2011",NA
"NO0003078107","2011",7.86
"SE0005999836","2011",7.85
"BE0974264930","2011",-0.35
"BE0003755692","2011",-2.08
"AT000AGRANA3","2011",5.5
"DE0005009740","2011",5.63
"IE00BF0L3536","2011",-0.86
"FR0000031122","2011",-0.72
"NL0000235190","2011",1.6
"DE000A0WMPJ6","2011",10.24
"NO0010215684","2011",14.93
"NO0010234552","2011",4.96
"NO0010886625","2011",NA
"NO0010345853","2011",-2.4
"NO0010716582","2011",NA
"FR0004180537","2011",7.97
"FI4000058870","2011",1.08
"NO0003097503","2011",3.2
"FR0000053027","2011",8.89
"NL0013267909","2011",3.39
"FR0000060402","2011",4.07
"FR0013258662","2011",NA
"SE0000695876","2011",11.38
"NL0012817175","2011",NA
"SE0007158910","2011",NA
"PLALIOR00045","2011",1.24
"DK0060027142","2011",6.78
"DE000A0DPRE6","2011",NA
"LU2237380790","2011",NA
"DE0008404005","2011",0.55
"SE0000767188","2011",NA
"DK0015250344","2011",0.35
"SE0000540163","2011",12.47
"ES0157097017","2011",7.63
"GRS015003007","2011",-5.77
"FR0010220475","2011",2.12
"DE000A0LD2U1","2011",3.34
"FR0000071946","2011",8.73
"PTALT0AE0002","2011",4.09
"DE0005093108","2011",25.53
"ES0109067019","2011",15.17
"SE0009663826","2011",NA
"DK0060946788","2011",8.25
"NL0000888691","2011",0.97
"IT0004056880","2011",5.26
"FR0004125920","2011",NA
"AT0000730007","2011",5.79
"BE0974293251","2011",6.84
"IT0004998065","2011",NA
"FI4000292438","2011",NA
"LU0569974404","2011",0.19
"ES0105022000","2011",NA
"IT0005241192","2011",NA
"NL0006237562","2011",6.8
"DE0006275001","2011",NA
"LU1598757687","2011",2.8
"NO0003572802","2011",4.91
"NL0010832176","2011",-20.57
"IS0000028157","2011",NA
"SE0002095604","2011",3.11
"SE0010468116","2011",NA
"FR0010313833","2011",0.13
"IT0001469383","2011",3.12
"LU1673108939","2011",NA
"US04351P1012","2011",NA
"IT0004093263","2011",0.81
"NL0000334118","2011",14.6
"NL0010273215","2011",22.46
"FI0009008072","2011",6.77
"NL0011872643","2011",NA
"SE0007100581","2011",8.64
"PLSOFTB00016","2011",4.77
"IT0000062072","2011",0.41
"FR0000074148","2011",8.31
"AT0000969985","2011",8.08
"NO0004822503","2011",6.99
"GRS359353000","2011",2.37
"IT0003506190","2011",5.19
"SE0011166610","2011",18.68
"FR0000051732","2011",3.26
"ES0109427734","2011",13.5
"FI0009006548","2011",0.74
"JE00B3DCF752","2011",5.64
"SE0000191827","2011",5.31
"SE0007666110","2011",6.31
"FR0000063737","2011",5.06
"DE000A2DAM03","2011",NA
"DE000A0JK2A8","2011",-5.04
"DE0006766504","2011",9.19
"NO0010073489","2011",2.98
"IT0001137345","2011",4.5
"DE000A2LQ884","2011",NA
"SE0012454072","2011",0.91
"FR0000120628","2011",0.64
"NO0010840515","2011",-40.85
"SE0006993770","2011",11.38
"SE0011973940","2011",NA
"IT0003261697","2011",5.62
"ES0112458312","2011",0.27
"IT0001233417","2011",-2.4
"LU1789205884","2011",NA
"SE0005878741","2011",NA
"FO0000000179","2011",20.01
"SE0010323998","2011",NA
"NL0000337319","2011",2.92
"IT0005428195","2011",0.99
"IT0001031084","2011",1.78
"IT0003188064","2011",0.8
"IT0004776628","2011",0.56
"IT0005218752","2011",-1.39
"IT0000784196","2011",0.39
"ROTLVAACNOR1","2011",1.54
"IT0005218380","2011",-0.38
"PTBCP0AM0015","2011",0.27
"ES0113860A34","2011",0.94
"PTBES0AM0007","2011",1.07
"ES0113900J37","2011",0.97
"DK0010218429","2011",1.75
"PLBH00000012","2011",1.86
"PLBIG0000016","2011",1.08
"NO0011002511","2011",NA
"IE00BD5B1Y92","2011",NA
"GRS004013009","2011",0.05
"IE00BD1RP616","2011",0.61
"PLPEKAO00016","2011",2.08
"ES0113679I37","2011",0.93
"BE0974362940","2011",10.78
"DE000BASF111","2011",11.3
"NL0011872650","2011",NA
"DE0005102008","2011",9.55
"FI0009008403","2011",9.29
"DK0015998017","2011",-19.14
"AT0000BAWAG2","2011",NA
"DE000BAY0017","2011",5.84
"DE0005194062","2011",2.17
"ES0113211835","2011",1.11
"NL0012866412","2011",8.06
"DE0005158703","2011",8.92
"LU1704650164","2011",NA
"BE0003678894","2011",4.02
"DE0005200000","2011",5.12
"SE0011090547","2011",15.49
"SE0015949748","2011",8.3
"BE0974258874","2011",6.39
"FR0000035164","2011",6.26
"SE0000101362","2011",4.26
"SE0000101297","2011",-3.39
"DE0005232805","2011",15.79
"DE000A0DNAY5","2011",9.3
"SE0015672282","2011",28.22
"NO0010890965","2011",NA
"IT0005244402","2011",NA
"SE0010948588","2011",NA
"FR0000120966","2011",12.61
"SE0013647385","2011",NA
"IT0003097257","2011",-0.06
"DE0005909006","2011",5.37
"SE0009921588","2011",8.66
"SE0000862997","2011",7.66
"SE0011644376","2011",NA
"SE0010323311","2011",NA
"BE0974281132","2011",NA
"SE0000470395","2011",30.09
"FR0013280286","2011",10.2
"SE0000454746","2011",4.97
"DE0005227201","2011",7.92
"FI0009007264","2011",-3.99
"DE0005190003","2011",4.37
"FR0000131104","2011",0.46
"PLLWBGD00016","2011",7.48
"FR0000061129","2011",7.71
"SE0015811559","2011",9.64
"FR0000039299","2011",4.35
"SE0008091581","2011",NA
"FR0000063935","2011",3.03
"SE0009858152","2011",NA
"SE0000396061","2011",1.48
"NO0003110603","2011",3.04
"SE0009888738","2011",NA
"NO0010657505","2011",10.37
"DE0005493092","2011",4.02
"PLBRSZW00011","2011",8.22
"NL0000852580","2011",6.42
"DE000A1PHFF7","2011",22.45
"SE0011231158","2011",4.64
"FR0000120503","2011",3.73
"IT0000066123","2011",0.77
"BE0974268972","2011",-2.37
"LU0011857645","2011",9.69
"SE0007491303","2011",NA
"ROBRDBACNOR2","2011",1.4
"DE000A1DAHH0","2011",6.56
"IS0000000297","2011",15.42
"DK0060803831","2011",6.82
"DK0010256197","2011",8.12
"NL0010776944","2011",12.77
"IT0004764699","2011",12.37
"PLBUDMX00013","2011",6.62
"SE0005677135","2011",5.45
"SE0003849223","2011",7.94
"SE0000195810","2011",-1.93
"FR0006174348","2011",9.88
"IT0001347308","2011",1.48
"BMG173841013","2011",0.43
"BMG1738J1247","2011",-1.74
"NO0003087603","2011",2.02
"NO0010633951","2011",NA
"AT0000641352","2011",3.2
"IE00BWY4ZF18","2011",NA
"IT0004329733","2011",12.56
"ES0140609019","2011",0.94
"SE0007692850","2011",NA
"DE0005419105","2011",7.07
"FR0000125338","2011",4.97
"IT0005331019","2011",NA
"FI0009013429","2011",5.67
"DE0005313704","2011",8.63
"DK0010181759","2011",4.56
"FR0010828137","2011",4.13
"FR0000120172","2011",1.99
"FR0000125585","2011",3.62
"SE0000379190","2011",3.67
"SE0000188518","2011",0.76
"SE0001664707","2011",9.79
"MT0001000109","2011",NA
"IT0000784154","2011",0.33
"FI4000062781","2011",5.65
"CH0136071542","2011",4.16
"PLCCC0000016","2011",16.17
"PLOPTTC00011","2011",14.33
"DE0007257503","2011",2.77
"SE0000683484","2011",10.25
"FR0010425595","2011",-33.08
"ES0105066007","2011",NA
"NL0013995087","2011",0.58
"DE000A1TNMM9","2011",-1.78
"IT0005010423","2011",NA
"DE0005403901","2011",6.88
"CZ0005112300","2011",8.1
"FR0013181864","2011",2.03
"FR0000130692","2011",3.18
"DK0060055861","2011",0.37
"FR0000130403","2011",3.19
"DK0060227585","2011",9.64
"SE0010832204","2011",NA
"ES0105630315","2011",7.11
"PLCIECH00018","2011",3.46
"FI4000369947","2011",2.81
"SE0000584948","2011",12.32
"SE0009973548","2011",NA
"SE0002626861","2011",0.87
"FR0000121261","2011",8.55
"NL0010545661","2011",NA
"FR0000120222","2011",0.29
"FR0010667147","2011",NA
"BE0003593044","2011",4.43
"SE0007048020","2011",NA
"DK0060448595","2011",22.88
"BE0974256852","2011",12.08
"DE000CBK1001","2011",0.73
"BE0003883031","2011",3.57
"FR0000053324","2011",3.08
"IT0000070786","2011",0.9
"DE000A288904","2011",2.27
"SE0003950864","2011",10.63
"ES0121975009","2011",7.77
"DE000A2DA414","2011",NA
"DE0005439004","2011",6.94
"SE0007158829","2011",NA
"NL0010583399","2011",-5.83
"LU1296758029","2011",NA
"ES0117160111","2011",12.11
"PTCOR0AE0006","2011",5.13
"DE0006062144","2011",NA
"FR0000064578","2011",3.88
"LU0251710041","2011",5.3
"NO0010808892","2011",NA
"FR0000045072","2011",0.33
"IT0003121677","2011",0.47
"IE0001827041","2011",4.12
"US2267181046","2011",NA
"DE000A0LAUP1","2011",5.67
"DE0005470306","2011",6.85
"PTCTT0AM0001","2011",5.87
"SE0000418923","2011",25.12
"PLCFRPT00013","2011",9.94
"BE0974259880","2011",8.11
"DE0007100000","2011",4.19
"IE00BJMZDW83","2011",NA
"IT0000076502","2011",4.34
"FR0000120644","2011",6.72
"DK0010274414","2011",0.43
"FR0014004L86","2011",3.27
"FR0014003TT8","2011",9.16
"DE000A0JC8S7","2011",8.94
"IT0004053440","2011",6.24
"NL0015435975","2011",6.81
"FR0010417345","2011",-52.75
"CH0246292343","2011",NA
"IT0003115950","2011",6.13
"IT0001431805","2011",-4.15
"DE000A2E4K43","2011",NA
"DK0060738599","2011",18.14
"FR0000053381","2011",6.45
"DE000A2GS5D8","2011",NA
"DE0005140008","2011",0.32
"DE000A1TNUT7","2011",-5.58
"DE0005810055","2011",0.54
"DE0007480204","2011",4.67
"DE0008232125","2011",0.62
"DE0005552004","2011",3.89
"DE0005557508","2011",0.94
"DE000A0HN5C6","2011",3.18
"DE0006305006","2011",8.39
"FR0000073793","2011",4.6
"DK0060655629","2011",6.74
"IT0003492391","2011",22.62
"DE000A1X3XX4","2011",3.02
"IT0005254252","2011",NA
"PLDINPL00011","2011",NA
"SE0001634262","2011",3.32
"ES0126775032","2011",3.42
"DE0005878003","2011",4.98
"DK0060083210","2011",3.81
"NO0010161896","2011",1.1
"NO0003921009","2011",14.7
"AT0000818802","2011",7.32
"SE0007691613","2011",NA
"IT0001044996","2011",2.04
"DE0005550636","2011",7.3
"DK0061135753","2011",NA
"NL0000009827","2011",8.54
"DK0060079531","2011",7.85
"DE0008019001","2011",1.06
"DE0005565204","2011",5.28
"SE0000616716","2011",8.03
"ES0162600003","2011",8.87
"SE0006625471","2011",NA
"DE000DWS1007","2011",NA
"DE000ENAG999","2011",-0.62
"DK0061277894","2011",5.75
"ES0112501012","2011",5.76
"DE0005659700","2011",8.71
"BE0974313455","2011",2.22
"CH0303692047","2011",NA
"FR0010908533","2011",5.4
"FR0010242511","2011",1.9
"IT0003372205","2011",-4.63
"PTEDP0AM0009","2011",4.1
"ES0127797019","2011",1.79
"LU1048328220","2011",NA
"FI4000322326","2011",NA
"FR0000130452","2011",2.54
"IS0000019800","2011",5.78
"IT0005453250","2011",0.1
"SE0000119299","2011",4.26
"SE0013747870","2011",NA
"SE0000163628","2011",12.5
"BE0003822393","2011",4.04
"FR0011950732","2011",NA
"FR0012435121","2011",NA
"FI0009007884","2011",11.53
"NO0010816093","2011",NA
"GRS191213008","2011",3.52
"DE0005677108","2011",8.12
"SE0000120776","2011",3.67
"DE0007856023","2011",9.35
"SE0006509949","2011",NA
"SE0016828511","2011",NA
"ES0130960018","2011",5.98
"IT0005176406","2011",NA
"DE0005220008","2011",-1.32
"DE0006095003","2011",1.38
"ES0130625512","2011",4.93
"ES0130670112","2011",4.73
"SE0009697220","2011",-0.34
"PLENEA000013","2011",6.04
"IT0003128367","2011",3.61
"FI4000123195","2011",NA
"PLENERG00022","2011",5.71
"FR0010208488","2011",2.79
"IT0003132476","2011",5.48
"SE0011256312","2011",1.2
"NO0010716418","2011",4.47
"SE0015658109","2011",NA
"SE0003491562","2011",NA
"SE0012853455","2011",NA
"NO0010096985","2011",11.35
"FR0000131757","2011",3.34
"ES0125140A14","2011",1.19
"IT0001157020","2011",2.44
"SE0000108656","2011",5.01
"AT0000652011","2011",0.27
"FR0000121667","2011",9.23
"SE0009922156","2011",NA
"FR0000120669","2011",1.34
"FI0009008650","2011",7.3
"FR0000121121","2011",3.19
"GRS323003012","2011",-6.68
"PLEURCH00011","2011",5
"NL0015000K93","2011",9.44
"FR0014000MR3","2011",7.74
"BE0003816338","2011",-0.95
"NL0006294274","2011",15
"FR0012789949","2011",NA
"NO0010735343","2011",NA
"FR0010221234","2011",8.35
"AT0000741053","2011",3.83
"SE0012673267","2011",NA
"DE000EVNK013","2011",6.25
"DE0005664809","2011",4.2
"SE0002402701","2011",6.31
"FI0009007306","2011",14.62
"BE0003808251","2011",-0.48
"NL0012059018","2011",2.28
"FI0009801310","2011",14.42
"SE0011166974","2011",5.48
"AT00000FACC2","2011",11.15
"ES0134950F36","2011",7.05
"SE0010048884","2011",9
"BE0003874915","2011",5.64
"IT0003198790","2011",4.23
"PLFAMUR00012","2011",10.32
"SE0015195771","2011",NA
"SE0000455057","2011",6.97
"FR0000121147","2011",6.75
"CH0242214887","2011",17.93
"NL0011585146","2011",NA
"SE0005468717","2011",NA
"ES0118900010","2011",5.44
"IS0000020584","2011",23.02
"DE0005772206","2011",17.65
"FR0011665280","2011",NA
"IT0004967292","2011",NA
"IT0001415246","2011",NA
"IT0000072170","2011",NA
"SE0008374250","2011",3.37
"FI0009003230","2011",-2.82
"FI0009000400","2011",17.2
"NO0010815673","2011",NA
"DE000FTG1111","2011",26.16
"NL0011279492","2011",NA
"DK0010234467","2011",6.31
"AT00000VIE62","2011",1.98
"ES0137650018","2011",3.52
"IE00BWT6H894","2011",30.23
"FR0011476928","2011",-0.96
"GRS294003009","2011",7.3
"ES0122060314","2011",1.23
"NL0011832811","2011",NA
"FI0009007132","2011",8.98
"DE0005773303","2011",4.14
"DE000A0Z2ZZ5","2011",7.61
"IT0005252728","2011",5.14
"ATFREQUENT09","2011",NA
"DE0005785604","2011",4.38
"DE0005785802","2011",6.75
"BMG3682E1921","2011",-13.77
"DE000A3E5D56","2011",20.08
"NL00150003E1","2011",9.35
"DK0060124691","2011",7.99
"BE0003818359","2011",-18.01
"PTGAL0AM0009","2011",5.35
"US36467X2062","2011",4.78
"SE0015812417","2011",NA
"BE0003797140","2011",0.79
"DE0006602006","2011",6.33
"FR0010040865","2011",5.04
"GRS145003000","2011",0.21
"FR0004163111","2011",-31.86
"DK0010272202","2011",-29.51
"SE0002485979","2011",-81.73
"IT0003697080","2011",8.67
"DE000A0LD6E6","2011",4.65
"DE000A255G36","2011",18.56
"DE000A1K0201","2011",6.99
"ES0105223004","2011",NA
"PLGSPR000014","2011",NA
"PLGETBK00012","2011",-17.06
"SE0000202624","2011",7.62
"FR0010533075","2011",2.27
"DE0005800601","2011",6.5
"BE0003699130","2011",8.12
"NO0010582521","2011",3.7
"FR0000066672","2011",2.07
"IE0000669501","2011",7.68
"IE00BD6JX574","2011",NA
"ES0105130001","2011",NA
"LU2010095458","2011",NA
"DE0005558662","2011",-47.21
"PLGTC0000037","2011",-7.95
"DK0010272632","2011",8.95
"BMG9456A1009","2011",3.16
"ES0180918015","2011",0.75
"GRS204003008","2011",4.98
"LU0775917882","2011",26.09
"NL0010937066","2011",NA
"SE0006288015","2011",NA
"GRS419003009","2011",42.52
"SE0010985028","2011",NA
"IE0003864109","2011",4.29
"BE0003765790","2011",NA
"DE000A161N30","2011",4.46
"NO0010365521","2011",-1.68
"ES0171996087","2011",4.34
"FR0000036675","2011",3.42
"FR0012819381","2011",3.13
"PLZATRM00012","2011",12.04
"PLLOTOS00025","2011",4.5
"ES0116920333","2011",2.57
"IT0004195308","2011",39.6
"DE000GSW1111","2011",6.27
"FR0011726835","2011",15.64
"FR0000032526","2011",3.82
"DE000A2E4T77","2011",7.57
"DK0010287234","2011",12.3
"DK0015202451","2011",-5.29
"BMG4233B1090","2011",NA
"SE0000105199","2011",54.67
"DE000A0S8488","2011",5.96
"DE000A3H2333","2011",3.47
"DE0008402215","2011",1.6
"SE0002148817","2011",-62.05
"SE0005878543","2011",NA
"DE000HLAG475","2011",1.35
"FR0000066755","2011",-0.15
"US42207L1061","2011",NA
"DE0007314007","2011",0.12
"DE0006047004","2011",2.85
"NL0000009165","2011",6.8
"NL0000008977","2011",4.1
"SE0005933082","2011",-136.45
"DE000A13SX22","2011",-5.16
"GRS395363005","2011",12.91
"GRS298343005","2011",2.6
"GRS260333000","2011",4.52
"DE000A161408","2011",NA
"DE0006048408","2011",7.72
"SE0000106270","2011",27.03
"DE000HAG0005","2011",NA
"IT0001250932","2011",2.52
"FR0000052292","2011",20.53
"SE0015961909","2011",6.68
"NO0003067902","2011",3.79
"SE0002367797","2011",12.91
"SE0007074281","2011",12.72
"IE00BGHQ1986","2011",NA
"FI0009006308","2011",3.68
"SE0009997018","2011",13.99
"DE0006070006","2011",0.59
"SE0006887063","2011",NA
"SE0011090018","2011",11.68
"DE000A14KEB5","2011",NA
"DE0006083405","2011",5.16
"DE0006084403","2011",6.19
"SE0000170375","2011",6.98
"FI0009000459","2011",5.57
"SE0008040653","2011",NA
"DK0061412855","2011",NA
"SE0001662230","2011",4.45
"DE0005493365","2011",6.67
"ES0144580Y14","2011",4.56
"SE0000652216","2011",1.22
"FR0000035081","2011",2.27
"IE0005711209","2011",1.89
"FR0010929125","2011",NA
"AU000000IGO4","2011",0.94
"FR0004035913","2011",8.96
"IT0005359192","2011",NA
"NL0010801007","2011",NA
"FR0000120859","2011",6.99
"IT0005322612","2011",3.33
"AT0000A21KS2","2011",4.6
"SE0006091997","2011",NA
"FI0009006407","2011",-7.8
"ES0148396007","2011",19.68
"ES0118594417","2011",6.79
"DE0006200108","2011",7.06
"SE0000190126","2011",-23.39
"SE0001515552","2011",11.94
"DE0006231004","2011",22.96
"IT0005090300","2011",NA
"PLBSK0000017","2011",1.31
"NL0011821202","2011",NA
"ES0139140174","2011",2.08
"FR0010331421","2011",-12.55
"LU2290522684","2011",NA
"CA46016U1084","2011",NA
"FR0004024222","2011",9.69
"IT0001078911","2011",7
"NL0010937058","2011",5.08
"BE0003746600","2011",5.31
"IT0000072618","2011",-0.44
"ES0177542018","2011",4.72
"GRS087003000","2011",-2.53
"SE0000936478","2011",8.4
"SE0015811963","2011",-3.28
"SE0001200015","2011",-49.05
"SE0006220018","2011",NA
"BE0003766806","2011",-16.83
"FR0010259150","2011",0.1
"FR0000073298","2011",5.77
"GRS518003009","2011",NA
"IT0003027817","2011",-0.7
"IE00BJ34P519","2011",NA
"SE0008321202","2011",NA
"DK0060542181","2011",3.44
"SE0015962097","2011",6.84
"IT0005211237","2011",NA
"IT0005253205","2011",-0.3
"FR0000033904","2011",3.88
"BMG5005R1079","2011",NA
"PLJSW0000015","2011",17.52
"GB00B5TMSP21","2011",10.63
"FR0000077919","2011",5.64
"NL0014332678","2011",NA
"DE000A2NB601","2011",7.82
"PTJMT0AE0001","2011",8.58
"SE0000806994","2011",10.49
"SE0012481364","2011",NA
"DE000JST4000","2011",NA
"GRS282183003","2011",12.94
"DE0006219934","2011",5.61
"NL0012015705","2011",NA
"IT0000336518","2011",-30.48
"DK0010307958","2011",0.46
"DE000KSAG888","2011",10.39
"SE0016101679","2011",NA
"DE000KD88880","2011",10.49
"MT0000780107","2011",NA
"AT000KAPSCH9","2011",6.71
"SE0012323715","2011",NA
"SE0007464888","2011",-77.54
"FR0004007813","2011",5.7
"BE0003867844","2011",2.3
"BE0003565737","2011",0.52
"FI0009004824","2011",5.74
"NL0000852531","2011",-9.58
"IE00BDC5DG00","2011",6
"FR0000121485","2011",4.71
"LU0327357389","2011",19.16
"IE0004906560","2011",8.24
"FI0009000202","2011",4.61
"PLKGHM000017","2011",43.48
"NO0010743545","2011",NA
"SE0007871645","2011",16
"BE0974274061","2011",11.74
"IE0004927939","2011",5.53
"SE0015810247","2011",10.09
"DE000KGX8881","2011",2.55
"NO0003079709","2011",3.02
"FR0000121964","2011",2.8
"DE000KC01000","2011",1.18
"DE000KBX1006","2011",12.02
"SE0000421273","2011",7.94
"DK0010201102","2011",10.28
"DE0007193500","2011",0.08
"FI4000312251","2011",NA
"CZ0008019106","2011",2.14
"FI0009013403","2011",15.14
"FI0009005870","2011",5.74
"NO0003033102","2011",3.57
"NO0003043309","2011",9.84
"NL0011794037","2011",8.5
"NL0009432491","2011",11.4
"FR0010386334","2011",2.01
"NL0000009082","2011",10.26
"SI0031102120","2011",11.14
"DE0006335003","2011",2.49
"PLKRK0000010","2011",16.79
"DE0006204407","2011",4.75
"SE0000549412","2011",5.07
"NO0010605371","2011",6.9
"DE0007074007","2011",8.63
"FR0000120073","2011",7.47
"FR0000120321","2011",9.97
"IT0001055521","2011",1.68
"FR0013451333","2011",NA
"FR0000130213","2011",-6.11
"GRS245213004","2011",-0.32
"DE0005470405","2011",9.63
"ES0105015012","2011",NA
"FR0000032278","2011",3.13
"SE0010100958","2011",NA
"ES0157261019","2011",9.44
"DE000LEG1110","2011",2.66
"FR0010307819","2011",8.64
"FI4000081138","2011",NA
"AT0000644505","2011",12.91
"SE0008091904","2011",NA
"IT0003856405","2011",-6.81
"DE0005408884","2011",8.76
"NO0003096208","2011",4.11
"SE0015949201","2011",8.1
"SE0001852419","2011",2.75
"NO0010894231","2011",NA
"FR0000050353","2011",6.59
"FR0004170017","2011",4.15
"ES0105027009","2011",NA
"LU1618151879","2011",1.98
"SE0014504817","2011",7.05
"DE0006450000","2011",12.97
"PLLPP0000011","2011",19.16
"SE0000108847","2011",6.62
"SE0000825820","2011",6
"FR0000121014","2011",7.72
"NO0010663669","2011",-186.05
"HU0000073507","2011",-0.47
"SE0008374383","2011",NA
"IT0004931058","2011",-10.11
"FR0013153541","2011",NA
"FR0000038606","2011",5.33
"ES0124244E34","2011",2.19
"IS0000000388","2011",5.67
"GRS314003005","2011",-6.09
"IT0003428445","2011",7.08
"DK0060497295","2011",4.62
"US57667T1007","2011",NA
"FR0000051070","2011",11.37
"AT0000938204","2011",8.01
"PLBRE0000012","2011",1.32
"DE000A0ETBQ4","2011",5.02
"DE000CLS1001","2011",0.13
"ES0152503035","2011",6.27
"SE0009778848","2011",NA
"IT0000062957","2011",1.67
"SE0002110064","2011",16.02
"BE0165385973","2011",29.19
"ES0176252718","2011",3
"SE0012673291","2011",NA
"FR0010241638","2011",8.46
"DE0006599905","2011",3.64
"ES0105025003","2011",NA
"FR0000039620","2011",6.37
"DE000BFB0019","2011",NA
"ES0105122024","2011",NA
"FI0009000665","2011",-6.8
"FI0009014575","2011",6.72
"SE0000565228","2011",4.27
"SE0009216278","2011",NA
"ES0164180012","2011",9.44
"US60510V1089","2011",NA
"BE0974283153","2011",NA
"DE0006569908","2011",0.93
"SE0000412371","2011",-9.67
"HU0000153937","2011",4.25
"IT0004965148","2011",8.16
"CZ0008040318","2011",NA
"BE0003853703","2011",0.87
"DE0006632003","2011",3.76
"PTMEN0AE0005","2011",2.83
"GRS426003000","2011",7.99
"NO0003054108","2011",6.28
"DK0010255975","2011",-4.31
"DE000A0D9PT0","2011",4.75
"DE0008430026","2011",0.57
"NO0010734338","2011",NA
"FI4000106299","2011",15.59
"SE0009806607","2011",NA
"FI4000410758","2011",NA
"DE000A0H52F5","2011",4.38
"SE0000375115","2011",-5.68
"GRS393503008","2011",2.66
"FR0000053225","2011",11.19
"DE000A3H2200","2011",NA
"GRS003003035","2011",-10.75
"ES0116870314","2011",4.44
"US63905A2006","2011",-3.71
"PTPTI0AM0006","2011",7.9
"SE0000117970","2011",4.62
"SE0011204510","2011",7.25
"ES0105251005","2011",NA
"NO0010081235","2011",-38.28
"FI4000440664","2011",6.54
"DE0006452907","2011",13.08
"FR0011675362","2011",NA
"FI0009013296","2011",3.01
"DK0060952919","2011",NA
"PLTRFRM00018","2011",4.09
"SE0000426546","2011",5.3
"DE000NWRK013","2011",-4.77
"IT0004147952","2011",-39.38
"FR0000044448","2011",-1.75
"IT0005366767","2011",NA
"FR0010112524","2011",1.34
"ES0161560018","2011",2.09
"SE0015988019","2011",8.84
"DK0060907293","2011",NA
"FI4000242961","2011",NA
"DK0010287663","2011",3.09
"NL0010773842","2011",NA
"DK0060580512","2011",NA
"SE0000949331","2011",1.55
"SE0007185418","2011",NA
"FI0009000681","2011",-2.53
"FI0009005318","2011",19.88
"SE0015962477","2011",6.16
"FI4000297767","2011",0.85
"DE000A0D6554","2011",-3.09
"SE0012116390","2011",NA
"NO0010597883","2011",NA
"SE0014808838","2011",NA
"NO0003055501","2011",20.56
"SE0014731089","2011",NA
"SE0015192067","2011",NA
"DE000A1H8BV3","2011",8.14
"NO0005052605","2011",6.42
"NO0010861115","2011",NA
"BMG6624L1090","2011",NA
"NO0010331838","2011",2.08
"NO0010196140","2011",2.19
"PTZON0AM0006","2011",3.92
"DK0060534915","2011",28.42
"DK0060336014","2011",14.54
"NO0003679102","2011",-44.35
"NL0012365084","2011",5.45
"SE0011426428","2011",NA
"BE0974294267","2011",2.81
"ES0142090317","2011",4.97
"NO0010657448","2011",4.48
