"ISIN","year","roa"
"NL0010558797","2011",7.48
"NO0003399909","2011",11.53
"BMG671801022","2011",5.23
"SE0015810577","2011",13.39
"FR0000052680","2011",5.47
"DE0005936124","2011",3.16
"NO0005638858","2011",4.15
"FI0009900401","2011",6.19
"AT0000743059","2011",4.6
"ROSNPPACNOR9","2011",10.92
"SE0009414576","2011",NA
"BE0974276082","2011",NA
"HU0000110226","2011",-64.3
"FR0000133308","2011",5.61
"BE0003735496","2011",17.01
"PLTLKPL00017","2011",8.01
"SE0008321608","2011",-8.23
"SE0000736415","2011",-60.38
"SE0006510335","2011",NA
"IE00B1WV4493","2011",7.46
"FI0009014351","2011",-1.27
"FI0009014377","2011",27.76
"NO0003733800","2011",-0.43
"FR0000184798","2011",2.87
"IT0005138703","2011",NA
"DK0060094928","2011",4.08
"ES0167733015","2011",NA
"DE000LED4000","2011",5.8
"AT0000APOST4","2011",7.72
"HU0000061726","2011",NA
"FI0009002422","2011",-2.11
"IT0005043507","2011",NA
"SE0010948711","2011",NA
"BE0003846632","2011",-15.89
"AT0000758305","2011",7.17
"DK0060252690","2011",25.32
"SE0007100359","2011",5.54
"SE0008294953","2011",NA
"DE000PAT1AG3","2011",2.55
"SE0009806284","2011",NA
"PLPBG0000029","2011",4.08
"SE0000106205","2011",4.18
"DK0060700516","2011",2.9
"IE00BWB8X525","2011",NA
"FR0000120693","2011",5.27
"GG00BPFJTF46","2011",NA
"AT0000A00Y78","2011",2.52
"FR0000064784","2011",4.41
"DE0006916604","2011",9.05
"NO0010199151","2011",1.83
"ES0169501022","2011",5.72
"NL0010391025","2011",-54.81
"PTPTC0AM0009","2011",4.68
"NL0000009538","2011",-3.6
"IT0003073266","2011",4.19
"AT0000KTMI02","2011",-1.2
"FI4000092556","2011",NA
"GRS014003032","2011",-12.42
"GRS470003013","2011",2.04
"IT0005278236","2011",8.44
"PLPGER000010","2011",9
"PLPKO0000016","2011",2.12
"PLPKPCR00011","2011",9.16
"FR0000124570","2011",7.08
"PLPKN0000018","2011",4.81
"DE000A0JBPG2","2011",0.44
"PLMSTSD00019","2011",4.08
"PLPGNIG00014","2011",4.74
"FI0009005078","2011",8.88
"AT0000609607","2011",-1.4
"DE000PAH0038","2011",1.38
"IT0003796171","2011",0.92
"NL0009739416","2011",30.37
"SE0006425815","2011",NA
"SE0000233934","2011",22.81
"SE0015961222","2011",2.85
"SE0001280355","2011",10.92
"DE0006223407","2011",NA
"SE0000393860","2011",2.19
"SE0011337666","2011",NA
"ES0171743901","2011",-5.74
"NO0010861990","2011",14.27
"ES0105229001","2011",NA
"ES0175438003","2011",9.16
"DE000PSM7770","2011",12.98
"NL0013654783","2011",NA
"NO0010209331","2011",-0.32
"BE0003810273","2011",10.16
"IT0004176001","2011",-1.47
"GRS434003000","2011",0.38
"FR0000130577","2011",4.25
"DE0006969603","2011",9.96
"PLPZU0000011","2011",4.7
"SE0011527845","2011",NA
"NL0012169213","2011",3
"US74735M1080","2011",3.89
"FR0000120560","2011",8.99
"DE000A1PHBB5","2011",5.01
"IT0005054967","2011",4.76
"AT0000606306","2011",1.13
"SE0010441139","2011",-0.31
"FR0000060618","2011",1.78
"NL0000379121","2011",2.98
"FI0009007355","2011",5.48
"GB00BLG2TX24","2011",NA
"DE0007010803","2011",27.4
"SE0000111940","2011",2.56
"SE0000135485","2011",6.63
"NO0010112675","2011",-30.91
"IT0003828271","2011",13.22
"BE0003656676","2011",3.52
"ES0173093024","2011",6.7
"LU0383812293","2011",8.97
"SE0000123671","2011",11.18
"FR0000130395","2011",3.87
"PTREL0AM0008","2011",4.32
"FR0000131906","2011",3.42
"IT0005282865","2011",6.49
"ES0173516115","2011",4.05
"SE0007665823","2011",NA
"BE0003720340","2011",8.04
"FR0010451203","2011",4.67
"DE0007030009","2011",5.43
"NL0012650360","2011",9.56
"DE0007042301","2011",6
"DE000A0Z2XN6","2011",4.99
"HU0000123096","2011",7.87
"DK0060854669","2011",1.73
"DE000A12UKK6","2011",NA
"DK0010219153","2011",5.54
"US7496552057","2011",6
"FI4000266804","2011",NA
"DK0060634707","2011",12.52
"LU0061462528","2011",8.68
"FR0013269123","2011",5.13
"DE0007037129","2011",2.88
"IE00BYTBXV33","2011",5.65
"AT0000652250","2011",3.17
"AT0000A0E9W5","2011",5.92
"SE0000112385","2011",7.66
"ES0182870214","2011",-5.53
"IT0001029492","2011",9.03
"DE000SAFH001","2011",9.4
"FR0000073272","2011",2.72
"SE0004635878","2011",3.6
"FR0000125007","2011",3.75
"IT0005252140","2011",6.54
"IT0005388266","2011",NA
"NO0010310956","2011",3.68
"IT0004712375","2011",14.19
"DE0006202005","2011",3.48
"SE0009554454","2011",NA
"FI0009003305","2011",3.77
"SE0000667891","2011",7.53
"IT0003549422","2011",NA
"FR0000120578","2011",6.85
"FI0009007694","2011",2.72
"PLBZ00000044","2011",2.14
"DE0007164600","2011",16.46
"IT0000433307","2011",1.9
"DE0007165607","2011",5.63
"FR0013154002","2011",6.82
"SE0003366871","2011",-1.83
"NO0010863285","2011",NA
"NO0010739402","2011",NA
"NL0000360618","2011",-7.52
"SE0005999760","2011",NA
"SE0007640156","2011",2.45
"SE0015242896","2011",NA
"DK0060696300","2011",NA
"FI4000029905","2011",NA
"NO0010715139","2011",NA
"DE000SHA0159","2011",NA
"DE000A2NBTL2","2011",12.51
"NO0003028904","2011",5.14
"FR0000121972","2011",6.44
"AT0000946652","2011",9.95
"DK0010253921","2011",0.36
"FR0010411983","2011",1.5
"DE000A12DM80","2011",NA
"SE0006758348","2011",NA
"BMG7998G1069","2011",9.36
"FR0000121709","2011",7.9
"FR0000039109","2011",2.67
"SE0000163594","2011",6.06
"SE0015988373","2011",NA
"NO0010612450","2011",1.3
"PTSEM0AM0004","2011",4.33
"SE0000379497","2011",7.3
"AT0000785555","2011",9.14
"LU1377527517","2011",NA
"LU0088087324","2011",9.2
"IT0004729759","2011",2.05
"DE0007235301","2011",4.62
"NL0012044747","2011",NA
"LU1883301340","2011",NA
"DE0007236101","2011",6.52
"DE000ENER6Y0","2011",NA
"ES0143416115","2011",2.09
"DE000SHL1006","2011",NA
"NL0011660485","2011",NA
"NL0011821392","2011",NA
"DE000WAF3001","2011",NA
"DK0060495240","2011",30.42
"SE0016101844","2011",NA
"SE0003917798","2011",NA
"DE0007231326","2011",5.97
"SE0000148884","2011",1.06
"SE0000113250","2011",9.85
"SE0000108227","2011",11.38
"SE0012141687","2011",6.01
"DE000A111338","2011",NA
"DE000A0DJ6J9","2011",12.94
"SE0009268279","2011",NA
"FR0013214145","2011",NA
"IE00B1RR8406","2011",5
"IT0003153415","2011",4.37
"FR0000130809","2011",0.39
"FR0000121220","2011",4.76
"BE0003717312","2011",3.82
"DE000A2GS401","2011",11.68
"FR0013227113","2011",0.23
"DK0010274844","2011",2.48
"ES0165386014","2011",-8.03
"ES0105385001","2011",NA
"DE000A1YCMM2","2011",-8.93
"FR00140006O9","2011",29.16
"FR0013379484","2011",1.33
"BE0003470755","2011",2.5
"PTSON0AM0001","2011",2.54
"FR0000050809","2011",7.89
"DK0060036564","2011",0.9
"NO0006000801","2011",0.88
"NO0010751910","2011",NA
"NO0006390301","2011",1.45
"NO0010631567","2011",1.29
"NO0006000900","2011",1.04
"FR0012757854","2011",1.02
"SE0000171100","2011",3.12
"LU1066226637","2011",NA
"PLSTLPD00017","2011",7.02
"MHY816691064","2011",2.32
"NL00150001Q9","2011",3.42
"SE0015346135","2011",NA
"NL0000226223","2011",5.29
"DE0007274136","2011",11.23
"FI0009000251","2011",2.93
"BMG850801025","2011",3.98
"FI0009005961","2011",3.56
"NO0003053605","2011",0.55
"SE0007439443","2011",-58.8
"AT000000STR1","2011",2.61
"DE000STRA555","2011",14.83
"DE0007493991","2011",3.64
"IE00BYZ5XL97","2011",NA
"SE0000653230","2011",2.17
"LU0075646355","2011",6.52
"DE0007297004","2011",4.65
"FR0010613471","2011",2.34
"FI0009010862","2011",-1.65
"DE0005176903","2011",3.73
"SE0000407991","2011",17.91
"SE0000112724","2011",1.37
"SE0007100599","2011",1.63
"SE0014960373","2011",12.2
"SE0000242455","2011",1.69
"SE0015988167","2011",NA
"SE0015812219","2011",20.98
"SE0000872095","2011",0.97
"SE0009143993","2011",NA
"DK0010311471","2011",0.23
"DE000SYM9999","2011",8.62
"FR0000032658","2011",3.82
"SE0015987946","2011",NA
"DE0008303504","2011",6.74
"DE0007446007","2011",13.19
"DE000TLX1005","2011",0.61
"FI4000153580","2011",NA
"ES0105065009","2011",NA
"IT0003153621","2011",1.33
"FR0004188670","2011",2.4
"PLTAURN00011","2011",5.13
"DE000A2YN900","2011",NA
"GRS403003007","2011",-2.39
"FR0013505062","2011",-5.22
"IT0005162406","2011",NA
"ES0178165017","2011",4.9
"IT0003497168","2011",-3.23
"ES0178430E18","2011",6.43
"DE000A1J5RX9","2011",0.63
"AT0000720008","2011",-1.08
"BE0003826436","2011",2.07
"NO0010063308","2011",4.95
"FR0000051807","2011",5.32
"SE0005190238","2011",12.96
"CZ0009093209","2011",9.81
"SE0000667925","2011",8.47
"LU0156801721","2011",8.94
"GRS496003005","2011",2.43
"IT0003242622","2011",4.34
"US8808901081","2011",5.32
"FI4000252127","2011",NA
"BE0003555639","2011",-5.57
"SE0015949847","2011",16.25
"FR0000054900","2011",5.49
"NO0003078800","2011",12.77
"FR0000121329","2011",3.06
"SE0006422390","2011",NA
"DE0007500001","2011",-1.89
"FI0009000277","2011",5.38
"FR0013230612","2011",NA
"FI4000008719","2011",8.96
"IT0005037210","2011",NA
"IT0004513666","2011",-8.73
"BE0974338700","2011",NA
"NL0000852523","2011",8.45
"DE000A12B8Z4","2011",1.76
"SE0002591420","2011",NA
"IT0003007728","2011",14.42
"FI4000197934","2011",NA
"NL0013332471","2011",-18.83
"NO0005668905","2011",11.37
"DK0060477503","2011",1.9
"GB00BZ3CNK81","2011",-12.26
"FR0000120271","2011",8.23
"DE000TRAT0N7","2011",NA
"SE0000114837","2011",7.35
"FR0005691656","2011",5.77
"US8964383066","2011",10.01
"US89686D1054","2011",NA
"SE0012729366","2011",NA
"DK0060636678","2011",2.44
"ES0132945017","2011",2.43
"DE000TUAG000","2011",1.43
"FR0000054470","2011",-4.35
"BE0003739530","2011",4.13
"BE0974320526","2011",9.73
"FR0013326246","2011",6.2
"ES0180907000","2011",NA
"IT0005239360","2011",-0.36
"DE000UNSE018","2011",NA
"IE00BJ5FQX74","2011",NA
"IT0004810054","2011",0.38
"IT0004827447","2011",-1.91
"AT0000821103","2011",-0.78
"DE0005089031","2011",14.51
"FI0009005987","2011",4.57
"FI0009002158","2011",0.66
"BSP951331318","2011",13.24
"FI0009900682","2011",4.27
"FR0013176526","2011",6.35
"FR0013506730","2011",5.52
"FI4000074984","2011",5.08
"FR0004056851","2011",-4.88
"BE0003839561","2011",21.7
"DE000A0TGJ55","2011",-16.03
"NL0000288918","2011",6.31
"SE0000115107","2011",10.21
"NO0005806802","2011",7.63
"FR0000124141","2011",0.95
"US91822M1062","2011",2.97
"FR0013447729","2011",NA
"DE000A0JL9W6","2011",1.49
"AT0000746409","2011",4.09
"FI4000049812","2011",1.17
"DK0061539921","2011",-1.59
"FR0000031775","2011",4.52
"AT0000908504","2011",1.23
"FI0009005250","2011",2.67
"DE0007657231","2011",3.78
"FR0000052516","2011",4.89
"FR0000125486","2011",4.05
"FR0000031577","2011",10.74
"ES0184262212","2011",15.25
"SE0011205202","2011",7.28
"FR0000127771","2011",5.5
"AT0000937503","2011",6.3
"SE0009143662","2011",10.84
"DE0007664005","2011",7.4
"SE0000115446","2011",6.14
"DE000A1ML7J1","2011",6.59
"DE0007667107","2011",5.25
"DE000WCH8881","2011",6.58
"DE000WACK012","2011",8.13
"NO0010571680","2011",5.98
"SE0007074844","2011",4.19
"BE0974349814","2011",4.01
"PLGPW0000017","2011",20.88
"FI0009003727","2011",6.52
"DE0007507501","2011",-6.51
"IT0003865570","2011",5.64
"FR0000121204","2011",6.64
"NL0000289213","2011",2.86
"DE000A2N4H07","2011",NA
"AT0000831706","2011",1.22
"SE0011205194","2011",5.33
"NO0010571698","2011",5.75
"DE0007472060","2011",9.95
"NL0000395903","2011",3.28
"FR0011981968","2011",NA
"DE0008051004","2011",1.68
"BE0974310428","2011",NA
"SE0012674232","2011",9.37
"SE0007789409","2011",NA
"BE0974288202","2011",NA
"SE0004840718","2011",NA
"NO0010716863","2011",5.16
"NO0010208051","2011",18.47
"FI0009800643","2011",4.21
"DE000ZAL1111","2011",NA
"NO0010708910","2011",NA
"ES0184933812","2011",35.64
"DK0060257814","2011",2.93
"IT0004171440","2011",11.59
"DE0005111702","2011",-8.38
"AT0000837307","2011",6.2
"DE0005545503","2011",18.03
"SE0010546911","2011",NA
"DK0010244508","2012",5.9
"SE0009268154","2012",NA
"SE0011337708","2012",7.35
"NL0000852564","2012",8.13
"DE0005408116","2012",0.82
"FR0010557264","2012",-34.76
"FR0004040608","2012",2.2
"ES0105200416","2012",3.3
"NL0011540547","2012",NA
"SE0006256558","2012",7.68
"SE0007897079","2012",1.69
"NL0009767532","2012",5.71
"ES0125220311","2012",2.99
"FR0000120404","2012",-7.41
"IT0001207098","2012",1.98
"ES0132105018","2012",1.28
"BE0003764785","2012",3.72
"SE0001863291","2012",-13.46
"ES0167050915","2012",-1.5
"SE0014401378","2012",NA
"SE0014781795","2012",13.25
"NO0010844038","2012",NA
"DE000A1EWWW0","2012",5.35
"LU1250154413","2012",NA
"DE0005008007","2012",1.56
"FR0010340141","2012",4.71
"DE0005103006","2012",6.89
"NL0012969182","2012",NA
"ES0105287009","2012",NA
"BE0003851681","2012",3.74
"GRS495003006","2012",-0.4
"NL0000303709","2012",0.51
"ES0105046009","2012",1.37
"IT0001006128","2012",NA
"NO0003078107","2012",4.29
"SE0005999836","2012",6.08
"BE0974264930","2012",0.96
"BE0003755692","2012",-0.86
"AT000AGRANA3","2012",8.16
"DE0005009740","2012",4.21
"IE00BF0L3536","2012",-2.31
"FR0000031122","2012",-3.24
"NL0000235190","2012",1.88
"DE000A0WMPJ6","2012",-22.31
"NO0010215684","2012",7.35
"NO0010234552","2012",1.52
"NO0010886625","2012",NA
"NO0010345853","2012",-10.8
"NO0010716582","2012",7.43
"FR0004180537","2012",8.92
"FI4000058870","2012",1.12
"NO0003097503","2012",2.4
"FR0000053027","2012",8.37
"NL0013267909","2012",-10.31
"FR0000060402","2012",4.36
"FR0013258662","2012",NA
"SE0000695876","2012",10.03
"NL0012817175","2012",NA
"SE0007158910","2012",NA
"PLALIOR00045","2012",0.95
"DK0060027142","2012",6.59
"DE000A0DPRE6","2012",NA
"LU2237380790","2012",NA
"DE0008404005","2012",0.94
"SE0000767188","2012",NA
"DK0015250344","2012",1.66
"SE0000540163","2012",7.98
"ES0157097017","2012",7.17
"GRS015003007","2012",-1.56
"FR0010220475","2012",3.02
"DE000A0LD2U1","2012",3.66
"FR0000071946","2012",10.66
"PTALT0AE0002","2012",6.78
"DE0005093108","2012",22.58
"ES0109067019","2012",11.1
"SE0009663826","2012",NA
"DK0060946788","2012",12.84
"NL0000888691","2012",2.29
"IT0004056880","2012",5.16
"FR0004125920","2012",NA
"AT0000730007","2012",5.59
"BE0974293251","2012",7.96
"IT0004998065","2012",5.98
"FI4000292438","2012",NA
"LU0569974404","2012",-0.56
"ES0105022000","2012",2.35
"IT0005241192","2012",NA
"NL0006237562","2012",6.49
"DE0006275001","2012",NA
"LU1598757687","2012",-1.54
"NO0003572802","2012",6.57
"NL0010832176","2012",-46.19
"IS0000028157","2012",NA
"SE0002095604","2012",2.55
"SE0010468116","2012",NA
"FR0010313833","2012",4.57
"IT0001469383","2012",-8.44
"LU1673108939","2012",NA
"US04351P1012","2012",NA
"IT0004093263","2012",3.16
"NL0000334118","2012",1.12
"NL0010273215","2012",16.02
"FI0009008072","2012",5.14
"NL0011872643","2012",1.46
"SE0007100581","2012",9.93
"PLSOFTB00016","2012",4.28
"IT0000062072","2012",0.1
"FR0000074148","2012",6.2
"AT0000969985","2012",5.86
"NO0004822503","2012",6.19
"GRS359353000","2012",3.72
"IT0003506190","2012",5.11
"SE0011166610","2012",18.78
"FR0000051732","2012",3.48
"ES0109427734","2012",5.31
"FI0009006548","2012",1.8
"JE00B3DCF752","2012",3.87
"SE0000191827","2012",6.03
"SE0007666110","2012",4.59
"FR0000063737","2012",4.26
"DE000A2DAM03","2012",NA
"DE000A0JK2A8","2012",10.14
"DE0006766504","2012",8.39
"NO0010073489","2012",3.3
"IT0001137345","2012",3.96
"DE000A2LQ884","2012",NA
"SE0012454072","2012",0.51
"FR0000120628","2012",0.63
"NO0010840515","2012",-38.04
"SE0006993770","2012",10.92
"SE0011973940","2012",NA
"IT0003261697","2012",8.37
"ES0112458312","2012",0.2
"IT0001233417","2012",3.25
"LU1789205884","2012",NA
"SE0005878741","2012",NA
"FO0000000179","2012",12.26
"SE0010323998","2012",NA
"NL0000337319","2012",-1.99
"IT0005428195","2012",0.64
"IT0001031084","2012",2.2
"IT0003188064","2012",1.3
"IT0004776628","2012",1.46
"IT0005218752","2012",-0.72
"IT0000784196","2012",0.22
"ROTLVAACNOR1","2012",1.77
"IT0005218380","2012",0.52
"PTBCP0AM0015","2012",-0.48
"ES0113860A34","2012",0.73
"PTBES0AM0007","2012",0.79
"ES0113900J37","2012",0.7
"DK0010218429","2012",3.33
"PLBH00000012","2012",NA
"PLBIG0000016","2012",1
"NO0011002511","2012",3.03
"IE00BD5B1Y92","2012",NA
"GRS004013009","2012",0.16
"IE00BD1RP616","2012",-0.86
"PLPEKAO00016","2012",2
"ES0113679I37","2012",0.82
"BE0974362940","2012",11.86
"DE000BASF111","2012",8.61
"NL0011872650","2012",NA
"DE0005102008","2012",10.75
"FI0009008403","2012",4.76
"DK0015998017","2012",-15.76
"AT0000BAWAG2","2012",NA
"DE000BAY0017","2012",5.68
"DE0005194062","2012",3.43
"ES0113211835","2012",0.88
"NL0012866412","2012",4.76
"DE0005158703","2012",7.22
"LU1704650164","2012",NA
"BE0003678894","2012",1.55
"DE0005200000","2012",8.4
"SE0011090547","2012",12.1
"SE0015949748","2012",6.45
"BE0974258874","2012",-2.97
"FR0000035164","2012",0.21
"SE0000101362","2012",5.18
"SE0000101297","2012",-3.48
"DE0005232805","2012",15.93
"DE000A0DNAY5","2012",3.22
"SE0015672282","2012",21.22
"NO0010890965","2012",NA
"IT0005244402","2012",NA
"SE0010948588","2012",NA
"FR0000120966","2012",13.44
"SE0013647385","2012",NA
"IT0003097257","2012",-0.97
"DE0005909006","2012",4.13
"SE0009921588","2012",3.01
"SE0000862997","2012",4.47
"SE0011644376","2012",NA
"SE0010323311","2012",NA
"BE0974281132","2012",NA
"SE0000470395","2012",82.07
"FR0013280286","2012",7.75
"SE0000454746","2012",6.06
"DE0005227201","2012",5.65
"FI0009007264","2012",2.26
"DE0005190003","2012",4.16
"FR0000131104","2012",0.48
"PLLWBGD00016","2012",9.09
"FR0000061129","2012",8.98
"SE0015811559","2012",8.79
"FR0000039299","2012",6.06
"SE0008091581","2012",NA
"FR0000063935","2012",3.91
"SE0009858152","2012",NA
"SE0000396061","2012",0.21
"NO0003110603","2012",2.89
"SE0009888738","2012",NA
"NO0010657505","2012",8.83
"DE0005493092","2012",13.44
"PLBRSZW00011","2012",3.53
"NL0000852580","2012",5.9
"DE000A1PHFF7","2012",22.28
"SE0011231158","2012",4.12
"FR0000120503","2012",2.32
"IT0000066123","2012",0.77
"BE0974268972","2012",7.73
"LU0011857645","2012",38.26
"SE0007491303","2012",NA
"ROBRDBACNOR2","2012",-0.27
"DE000A1DAHH0","2012",7.03
"IS0000000297","2012",6.46
"DK0060803831","2012",7.58
"DK0010256197","2012",10.1
"NL0010776944","2012",11.13
"IT0004764699","2012",11.11
"PLBUDMX00013","2012",5.28
"SE0005677135","2012",3.84
"SE0003849223","2012",3.12
"SE0000195810","2012",-5.62
"FR0006174348","2012",9.43
"IT0001347308","2012",-0.45
"BMG173841013","2012",-1.71
"BMG1738J1247","2012",0
"NO0003087603","2012",4.16
"NO0010633951","2012",NA
"AT0000641352","2012",2.61
"IE00BWY4ZF18","2012",NA
"IT0004329733","2012",10.11
"ES0140609019","2012",0.78
"SE0007692850","2012",NA
"DE0005419105","2012",6.4
"FR0000125338","2012",4.23
"IT0005331019","2012",NA
"FI0009013429","2012",3.36
"DE0005313704","2012",8.49
"DK0010181759","2012",4.73
"FR0010828137","2012",19.57
"FR0000120172","2012",3.02
"FR0000125585","2012",4.52
"SE0000379190","2012",5.82
"SE0000188518","2012",0
"SE0001664707","2012",26.28
"MT0001000109","2012",NA
"IT0000784154","2012",0.42
"FI4000062781","2012",3.23
"CH0136071542","2012",6.64
"PLCCC0000016","2012",12.47
"PLOPTTC00011","2012",14.9
"DE0007257503","2012",0.22
"SE0000683484","2012",4.91
"FR0010425595","2012",-24.35
"ES0105066007","2012",4.82
"NL0013995087","2012",1.55
"DE000A1TNMM9","2012",NA
"IT0005010423","2012",1.35
"DE0005403901","2012",6.83
"CZ0005112300","2012",7.54
"FR0013181864","2012",1.74
"FR0000130692","2012",0
"DK0060055861","2012",-18.48
"FR0000130403","2012",2.89
"DK0060227585","2012",10.38
"SE0010832204","2012",NA
"ES0105630315","2012",6.85
"PLCIECH00018","2012",-7.88
"FI4000369947","2012",4.95
"SE0000584948","2012",13.15
"SE0009973548","2012",NA
"SE0002626861","2012",1.27
"FR0000121261","2012",8.55
"NL0010545661","2012",2.95
"FR0000120222","2012",0.3
"FR0010667147","2012",NA
"BE0003593044","2012",3.55
"SE0007048020","2012",NA
