"ISIN","year","cur_rat","stlt_lia","cogs"
"FR0000051732","2008",0.97,276600,4405200
"FR0000051732","2009",1.12,190700,3843800
"FR0000051732","2010",1.13,52700,3751300
"FR0000051732","2011",0.99,174100,5152700
"FR0000051732","2012",1.13,169500,1795100
"FR0000051732","2013",1.19,93500,1667500
"FR0000051732","2014",1.21,103100,1870900
"FR0000051732","2015",1.26,143100,2431100
"FR0000051732","2016",1.27,140500,2917100
"FR0000051732","2017",1.19,711800,3374600
"FR0000051732","2018",1.17,1037000,2910000
"FR0000051732","2019",1.09,1844000,2901000
"FR0000051732","2020",1.33,1443000,3078000
"FR0000051807","2008",1.51,216093,1544945
"FR0000051807","2009",1.39,191104,1605165
"FR0000051807","2010",1.35,87774,1793276
"FR0000051807","2011",1.46,108857,1854678
"FR0000051807","2012",1.66,76450,1833691
"FR0000051807","2013",1.84,56000,1896000
"FR0000051807","2014",1.45,203000,2095000
"FR0000051807","2015",1.61,131000,2616000
"FR0000051807","2016",1.43,244000,2719000
"FR0000051807","2017",1.47,118000,3054000
"FR0000051807","2018",1.59,86000,3277000
"FR0000051807","2019",1.5,436000,3714000
"FR0000051807","2020",1.63,562000,4085000
"FR0000052516","2008",1.41,233400,397500
"FR0000052516","2009",1.41,264400,450600
"FR0000052516","2010",1.67,251300,551700
"FR0000052516","2011",1.86,192400,630400
"FR0000052516","2012",1.77,204900,723300
"FR0000052516","2013",1.81,172800,799300
"FR0000052516","2014",1.84,195800,804400
"FR0000052516","2015",1.68,315500,631600
"FR0000052516","2016",1.75,166600,654900
"FR0000052516","2017",1.74,216800,680500
"FR0000052516","2018",1.75,2e+05,642800
"FR0000052516","2019",1.79,191200,664600
"FR0000052516","2020",1.09,589400,654100
"FR0000054900","2008",1.17,22900,2096400
"FR0000054900","2009",1.13,504100,1940400
"FR0000054900","2010",1.12,6100,2084100
"FR0000054900","2011",1.14,58500,2001100
"FR0000054900","2012",1.26,8800,2102200
"FR0000054900","2013",1.33,99400,1679800
"FR0000054900","2014",1.47,5500,1796100
"FR0000054900","2015",1.71,2300,1671800
"FR0000054900","2016",1.51,8600,1479300
"FR0000054900","2017",1.56,6500,1517700
"FR0000054900","2018",1.32,17900,1623100
"FR0000054900","2019",1.31,51600,1710500
"FR0000054900","2020",1.28,60000,1532100
"FR0000061129","2008",1.73,2030,81123
"FR0000061129","2009",1.77,3742,96214
"FR0000061129","2010",2.01,4322,90800
"FR0000061129","2011",1.81,2026,94337
"FR0000061129","2012",1.82,2523,105786
"FR0000061129","2013",2.13,1894,100444
"FR0000061129","2014",2.23,5657,95513
"FR0000061129","2015",2.47,4109,95995
"FR0000061129","2016",2.77,4199,102188
"FR0000061129","2017",2.92,11182,104089
"FR0000061129","2018",2.54,1786,107791
"FR0000061129","2019",3,3244,100382
"FR0000061129","2020",2.5,3515,94519
"FR0000066755","2008",2.96,48394,317725
"FR0000066755","2009",1.32,240610,167946
"FR0000066755","2010",2.24,52523,202176
"FR0000066755","2011",1.09,148252,218537
"FR0000066755","2012",1.28,108534,248451
"FR0000066755","2013",2.03,34615,239849
"FR0000066755","2014",2.83,18111,291961
"FR0000066755","2015",2.32,33852,320135
"FR0000066755","2016",2.64,24782,332012
"FR0000066755","2017",2.46,14293,365801
"FR0000066755","2018",1.67,102053,410395
"FR0000066755","2019",2.35,51416,451675
"FR0000066755","2020",2.12,62676,320883
"FR0000074148","2008",1.51,6600,563400
"FR0000074148","2009",1.64,5000,530300
"FR0000074148","2010",1.42,46600,540000
"FR0000074148","2011",1.51,29100,641100
"FR0000074148","2012",1.53,28700,636100
"FR0000074148","2013",1.5,44900,649600
"FR0000074148","2014",2.08,3600,657800
"FR0000074148","2015",2.03,5800,668000
"FR0000074148","2016",1.14,101500,698000
"FR0000074148","2017",1.54,1000,284700
"FR0000074148","2018",1.41,1500,333600
"FR0000074148","2019",1.29,8000,363800
"FR0000074148","2020",1.05,9400,348600
"FR0000077919","2008",1.15,47800,1308700
"FR0000077919","2009",0.89,203500,1214300
"FR0000077919","2010",1.07,103200,1432100
"FR0000077919","2011",1.17,78100,1500800
"FR0000077919","2012",1.07,287200,1581100
"FR0000077919","2013",1.57,115500,1519600
"FR0000077919","2014",1.44,231100,1563800
"FR0000077919","2015",0.93,215100,1770800
"FR0000077919","2016",1.54,106700,1897000
"FR0000077919","2017",1.15,607000,1969200
"FR0000077919","2018",0.9,321000,2065700
"FR0000077919","2019",0.55,1635200,1193600
"FR0000077919","2020",0.98,1647400,639100
"FR0000120271","2008",1.37,7722000,130707000
"FR0000120271","2009",1.45,6994000,89458000
"FR0000120271","2010",1.41,9653000,111347000
"FR0000120271","2011",1.36,9675000,133615000
"FR0000120271","2012",1.38,11016000,148277000
"FR0000120271","2013",1.37,8116000,119395000
"FR0000120271","2014",1.45,9049034,107009870
"FR0000120271","2015",1.38,11501448,86392911
"FR0000120271","2016",1.33,13196160,75822096
"FR0000120271","2017",1.5,9254064,91310608
"FR0000120271","2018",1.28,11602832,107651225
"FR0000120271","2019",1.21,13218548,103869760
"FR0000120271","2020",1.23,14004081,65713694
"FR0000120644","2008",1,652000,6646000
"FR0000120644","2009",0.75,1702000,6199000
"FR0000120644","2010",0.82,2445000,7362000
"FR0000120644","2011",0.88,1865000,8898000
"FR0000120644","2012",0.81,1777000,9745000
"FR0000120644","2013",0.74,2095000,10267000
"FR0000120644","2014",0.7,2332000,10100000
"FR0000120644","2015",0.87,2374000,10440000
"FR0000120644","2016",2.11,2118000,9990000
"FR0000120644","2017",0.93,3222000,11629000
"FR0000120644","2018",1.04,3020000,11866000
"FR0000120644","2019",0.9,3996000,11639000
"FR0000120644","2020",1.03,3762000,11171000
"FR0000120693","2008",1.76,950000,2657000
"FR0000120693","2009",1.96,366000,2654000
"FR0000120693","2010",1.49,1251000,2591000
"FR0000120693","2011",1.95,405000,2831000
"FR0000120693","2012",1.76,880000,2987000
"FR0000120693","2013",1.47,1568000,2965000
"FR0000120693","2014",1.7,1219000,2594000
"FR0000120693","2015",1.44,2052000,3048000
"FR0000120693","2016",1.47,2027000,3092000
"FR0000120693","2017",1.77,1165000,3188000
"FR0000120693","2018",2.09,453000,3166000
"FR0000120693","2019",1.79,1121000,3305000
"FR0000120693","2020",2.08,1191000,2921000
"FR0000120966","2008",3.72,21806,652651
"FR0000120966","2009",3.42,53695,745746
"FR0000120966","2010",3.5,11709,863278
"FR0000120966","2011",3.63,8761,830718
"FR0000120966","2012",3.71,10954,861813
"FR0000120966","2013",3.13,51950,883450
"FR0000120966","2014",3.69,6246,927367
"FR0000120966","2015",3.71,7780,1037985
"FR0000120966","2016",2.97,49578,853362
"FR0000120966","2017",3.1,4866,884467
"FR0000120966","2018",2.71,22580,826538
"FR0000120966","2019",2.54,65526,836573
"FR0000120966","2020",2.39,89976,730348
"FR0000121014","2008",1.58,1780000,5410000
"FR0000121014","2009",1.81,1708000,5493000
"FR0000121014","2010",1.59,1757000,6432000
"FR0000121014","2011",1.38,3044000,7242000
"FR0000121014","2012",1.51,2901000,8898000
"FR0000121014","2013",1.37,4609000,8601000
"FR0000121014","2014",1.49,4137000,9470000
"FR0000121014","2015",1.49,3742000,10990000
"FR0000121014","2016",1.51,3419000,11417000
"FR0000121014","2017",1.41,4497000,12956000
"FR0000121014","2018",1.4,5008000,13665000
"FR0000121014","2019",1.17,9761000,13641000
"FR0000121014","2020",1.58,12752000,11112000
"FR0000121147","2008",0.67,541300,10825000
"FR0000121147","2009",0.66,528100,8343500
"FR0000121147","2010",0.72,687700,12107700
"FR0000121147","2011",0.79,615600,14475000
"FR0000121147","2012",0.84,764600,15695500
"FR0000121147","2013",0.79,920800,16270100
"FR0000121147","2014",0.74,1377900,16887100
"FR0000121147","2015",0.79,916300,16624800
"FR0000121147","2016",0.96,310600,16369000
"FR0000121147","2017",0.94,421300,17607000
"FR0000121147","2018",0.92,712000,14378200
"FR0000121147","2019",0.92,1018500,14144200
"FR0000121147","2020",0.99,1198100,11873900
"FR0000121485","2008",0.81,2911600,13769000
"FR0000121485","2009",0.9,1221000,10867600
"FR0000121485","2010",1.07,2115800,9057200
"FR0000121485","2011",0.96,1611400,7525800
"FR0000121485","2012",1.25,1595100,4986900
"FR0000121485","2013",1.08,1737400,4853700
"FR0000121485","2014",0.91,2288400,4951600
"FR0000121485","2015",1.05,1785900,5858100
"FR0000121485","2016",1.15,1234500,6113100
"FR0000121485","2017",1.27,939700,7258200
"FR0000121485","2018",1.05,756400,5044400
"FR0000121485","2019",0.93,2695900,5150500
"FR0000121485","2020",1.34,2314200,4224500
"FR0000124141","2008",1.04,3685400,28380000
"FR0000124141","2009",1.15,3438000,26989600
"FR0000124141","2010",1.13,3214100,26890300
"FR0000124141","2011",1.12,4382500,22536100
"FR0000124141","2012",1.18,3917900,22923600
"FR0000124141","2013",1.19,3128900,17452900
"FR0000124141","2014",0.97,3219500,18732700
"FR0000124141","2015",0.95,4318700,19129700
"FR0000124141","2016",0.97,5006500,18379500
"FR0000124141","2017",1.05,4815900,19016900
"FR0000124141","2018",0.93,4838200,19822400
"FR0000124141","2019",0.9,6211600,20486600
"FR0000124141","2020",0.86,7817200,19752400
"FR0000124570","2008",0.9,162503,2265775
"FR0000124570","2009",0.9,142686,1982445
"FR0000124570","2010",0.97,133947,2644829
"FR0000124570","2011",0.85,239106,3481765
"FR0000124570","2012",0.9,197198,4006241
"FR0000124570","2013",1.11,93239,4224949
"FR0000124570","2014",1.1,92853,3566858
"FR0000124570","2015",1.11,110083,4050240
"FR0000124570","2016",0.92,178632,4657332
"FR0000124570","2017",1.11,391075,5410077
"FR0000124570","2018",1.07,127930,5887442
"FR0000124570","2019",0.94,688637,7057867
"FR0000124570","2020",0.95,361437,6028714
"FR0000125486","2008",0.84,3322000,20570000
"FR0000125486","2009",0.88,2482800,19361600
"FR0000125486","2010",0.89,2275300,21112800
"FR0000125486","2011",0.91,3445800,23904100
"FR0000125486","2012",0.87,3393600,32870800
"FR0000125486","2013",0.83,3060000,34243000
"FR0000125486","2014",0.89,3835000,32377000
"FR0000125486","2015",0.83,3793000,32428000
"FR0000125486","2016",0.84,5063000,31606000
"FR0000125486","2017",0.88,4742000,33379000
"FR0000125486","2018",0.92,4517000,36388000
"FR0000125486","2019",0.9,4630000,39081000
"FR0000125486","2020",0.96,3993000,36608000
"FR0000125585","2008",0.81,1943000,25983000
"FR0000125585","2009",0.94,1369000,19799000
"FR0000125585","2010",0.92,1754000,21719000
"FR0000125585","2011",0.88,3167000,25366000
"FR0000125585","2012",1.05,2700000,30811000
"FR0000125585","2013",0.94,2579000,36058000
"FR0000125585","2014",0.94,4489000,36286000
"FR0000125585","2015",0.89,1891000,34962000
"FR0000125585","2016",1.08,2421000,27253000
"FR0000125585","2017",1.03,1471000,28670000
"FR0000125585","2018",1.03,2208000,27805000
"FR0000125585","2019",0.96,2281000,26349000
"FR0000125585","2020",0.82,2052000,24188000
"FR0000130403","2008",1.45,2441000,5570000
"FR0000130403","2009",1.7,2055000,5722000
"FR0000130403","2010",1.45,2495000,6599000
"FR0000130403","2011",1.33,3457000,7399000
"FR0000130403","2012",1.32,3745000,8412000
"FR0000130403","2013",1.4,4354000,8556000
"FR0000130403","2014",1.25,6378000,9315000
"FR0000130403","2015",1.5,4394000,10742000
"FR0000130403","2016",1.48,3821000,14282000
"FR0000130403","2017",1.79,4513000,13189000
"FR0000130403","2018",1.7,5526000,13666000
"FR0000130403","2019",1.19,9776000,13641000
"FR0000130403","2020",1.57,13117000,11114000
"FR0000131906","2008",0.63,24169000,28614000
"FR0000131906","2009",0.73,23392000,25524000
"FR0000131906","2010",1.02,23912000,29471000
"FR0000131906","2011",1.02,25226000,32956000
"FR0000131906","2012",1.04,26116000,31854000
"FR0000131906","2013",1.05,26290000,31193000
"FR0000131906","2014",1.05,28501000,31404000
"FR0000131906","2015",1.01,34412000,34144000
"FR0000131906","2016",1,40648000,38232000
"FR0000131906","2017",1.02,44835000,44314000
"FR0000131906","2018",1.03,46523000,42971000
"FR0000131906","2019",1.02,49914000,41830000
"FR0000131906","2020",1.04,51035000,32718000
"FR0004035913","2008",1.61,19449,889054
"FR0004035913","2009",1.49,178660,1072376
"FR0004035913","2010",1.3,36197,1040875
"FR0004035913","2011",0.69,177125,1097064
"FR0004035913","2012",0.58,235572,1591778
"FR0004035913","2013",0.57,245479,2022964
"FR0004035913","2014",0.49,327071,2323062
"FR0004035913","2015",0.54,943262,2238776
"FR0004035913","2016",0.4,490153,2322979
"FR0004035913","2017",0.45,496521,2357029
"FR0004035913","2018",0.48,757000,2129000
"FR0004035913","2019",0.75,2200000,2127000
"FR0004035913","2020",0.66,1971000,2054000
"FR0004180537","2008",1.3,2213,316431
"FR0004180537","2009",1.08,21687,250182
"FR0004180537","2010",1.18,8324,325722
"FR0004180537","2011",1.07,7830,380662
"FR0004180537","2012",1.13,39468,531205
"FR0004180537","2013",1.4,14910,512498
"FR0004180537","2014",1.72,12525,576077
"FR0004180537","2015",1.49,21237,636021
"FR0004180537","2016",1.32,14754,706616
"FR0004180537","2017",1.59,109902,868150
"FR0004180537","2018",1.32,71155,992138
"FR0004180537","2019",1.66,104490,1226413
"FR0004180537","2020",1.27,43725,1134925
"FR0010208488","2008",1,14641000,45501000
"FR0010208488","2009",1.12,10117400,52668100
"FR0010208488","2010",1.15,9059000,56427000
"FR0010208488","2011",1.13,13213000,59470000
"FR0010208488","2012",1.07,10969000,65411000
"FR0010208488","2013",1.07,10490000,63218000
"FR0010208488","2014",1.07,10297000,53994000
"FR0010208488","2015",1.12,10095000,49494000
"FR0010208488","2016",1.03,11777000,46906000
"FR0010208488","2017",1.06,7735000,46690000
"FR0010208488","2018",1.07,5339000,42632000
"FR0010208488","2019",1.05,8543000,51343000
"FR0010208488","2020",1.11,7846000,46775000
"FR0010313833","2008",1.45,493000,4573000
"FR0010313833","2009",1.39,345000,3641000
"FR0010313833","2010",2.13,34000,4578000
"FR0010313833","2011",1.75,272000,4360000
"FR0010313833","2012",1.92,189000,4775000
"FR0010313833","2013",2.13,93000,4626000
"FR0010313833","2014",2.77,107000,4575000
"FR0010313833","2015",2,217000,5734000
"FR0010313833","2016",1.46,728000,5445000
"FR0010313833","2017",2.36,244000,5978000
"FR0010313833","2018",2.45,201000,6367000
"FR0010313833","2019",1.98,661000,6264000
"FR0010313833","2020",2.57,134000,5722000
"FR0010451203","2008",1.74,276100,9799300
"FR0010451203","2009",1.63,77800,8537800
"FR0010451203","2010",1.53,116800,9037900
"FR0010451203","2011",1.45,323500,9593800
"FR0010451203","2012",1.34,618200,10756400
"FR0010451203","2013",1.7,205200,10424500
"FR0010451203","2014",1.67,361500,10521900
"FR0010451203","2015",1.41,660400,10952000
"FR0010451203","2016",1.39,603600,10612600
"FR0010451203","2017",1.61,155500,10676900
"FR0010451203","2018",1.4,649000,10491600
"FR0010451203","2019",1.34,907700,10712500
"FR0010451203","2020",1.59,282000,9847600
"FR0010929125","2008",NA,NA,NA
"FR0010929125","2009",NA,NA,NA
"FR0010929125","2010",NA,NA,NA
"FR0010929125","2011",0.72,15371,232903
"FR0010929125","2012",0.88,14082,283632
"FR0010929125","2013",0.83,31079,373343
"FR0010929125","2014",0.86,36227,436524
"FR0010929125","2015",0.89,29099,488205
"FR0010929125","2016",0.96,25948,585457
"FR0010929125","2017",0.96,59359,749305
"FR0010929125","2018",0.97,69980,795191
"FR0010929125","2019",0.75,209198,740700
"FR0010929125","2020",0.88,170585,811016
"FR0011950732","2008",NA,NA,NA
"FR0011950732","2009",NA,NA,NA
"FR0011950732","2010",NA,NA,NA
"FR0011950732","2011",1.02,57600,3147100
"FR0011950732","2012",0.81,70900,3410100
"FR0011950732","2013",0.85,87800,3828400
"FR0011950732","2014",0.86,76400,4024800
"FR0011950732","2015",0.86,113200,4258800
"FR0011950732","2016",0.91,9800,4433600
"FR0011950732","2017",0.73,73900,4788600
"FR0011950732","2018",0.74,84400,5072900
"FR0011950732","2019",0.76,15000,3978000
"FR0011950732","2020",0.66,60000,3523000
"FR0013227113","2008",2.55,29221,207639
"FR0013227113","2009",3.56,27492,149787
"FR0013227113","2010",4.07,31713,129079
"FR0013227113","2011",3.7,24404,161021
"FR0013227113","2012",3.69,23674,222131
"FR0013227113","2013",1.52,56999,200918
"FR0013227113","2014",1.02,138200,255574
"FR0013227113","2015",0.94,49455,219007
"FR0013227113","2016",0.9,58529,153611
"FR0013227113","2017",1.67,15835,153420
"FR0013227113","2018",1.88,18485,189036
"FR0013227113","2019",2.13,18831,258614
"FR0013227113","2020",2.57,46986,358463
"FR0013447729","2008",NA,NA,NA
"FR0013447729","2009",NA,NA,NA
"FR0013447729","2010",NA,NA,NA
"FR0013447729","2011",NA,NA,NA
"FR0013447729","2012",NA,NA,NA
"FR0013447729","2013",NA,NA,NA
"FR0013447729","2014",NA,NA,NA
"FR0013447729","2015",NA,NA,NA
"FR0013447729","2016",NA,NA,NA
"FR0013447729","2017",NA,NA,NA
"FR0013447729","2018",1.19,105400,1671400
"FR0013447729","2019",0.91,225600,1760100
"FR0013447729","2020",1.16,185400,1691800
"FR0013506730","2008",2.07,221414,3275120
"FR0013506730","2009",2.46,112447,2362944
"FR0013506730","2010",1.84,219588,3039466
"FR0013506730","2011",1.5,902060,3744615
"FR0013506730","2012",1.55,711457,3865775
"FR0013506730","2013",1.5,814881,3999189
"FR0013506730","2014",1.63,877988,4257482
"FR0013506730","2015",1.56,353470,3365659
"FR0013506730","2016",1.2,1419653,2733946
"FR0013506730","2017",1.58,727182,3305751
"FR0013506730","2018",1.32,975581,3351269
"FR0013506730","2019",1.16,2077321,3435289
"FR0013506730","2020",1.03,1852984,2634268
"FR0014000MR3","2008",1.65,25933,550445
"FR0014000MR3","2009",1.3,22735,563363
"FR0014000MR3","2010",1.42,38070,578711
"FR0014000MR3","2011",1.66,34008,693542
"FR0014000MR3","2012",1.37,52082,853946
"FR0014000MR3","2013",1.9,17228,996791
"FR0014000MR3","2014",1.38,72178,1139060
"FR0014000MR3","2015",1.84,213478,1574712
"FR0014000MR3","2016",2.22,45165,2006143
"FR0014000MR3","2017",1.26,554231,2355362
"FR0014000MR3","2018",1.18,391075,2958836
"FR0014000MR3","2019",1.01,454800,3493400
"FR0014000MR3","2020",1.48,237600,3920900
"FR0014003TT8","2008",2.5,0,188403
"FR0014003TT8","2009",3.09,0,168145
"FR0014003TT8","2010",2.16,26691,193986
"FR0014003TT8","2011",1.81,228942,220805
"FR0014003TT8","2012",2.08,25526,228633
"FR0014003TT8","2013",2.72,20039,220961
"FR0014003TT8","2014",1.74,9984,300285
"FR0014003TT8","2015",2.47,0,386088
"FR0014003TT8","2016",2.44,0,412988
"FR0014003TT8","2017",2.36,0,416565
"FR0014003TT8","2018",2.08,350000,444700
"FR0014003TT8","2019",1.72,83000,481600
"FR0014003TT8","2020",1.8,92500,556500
"FR0014004L86","2008",0.96,48654,2573718
"FR0014004L86","2009",0.87,1402173,2491397
"FR0014004L86","2010",0.74,1390226,3001530
"FR0014004L86","2011",0.85,437094,2559625
"FR0014004L86","2012",0.63,58240,2913563
"FR0014004L86","2013",0.97,62896,3287504
"FR0014004L86","2014",0.96,92027,2889592
"FR0014004L86","2015",0.84,48321,3408322
"FR0014004L86","2016",0.83,90598,2901644
"FR0014004L86","2017",0.89,114910,3927260
"FR0014004L86","2018",1.13,656070,4139056
"FR0014004L86","2019",1.12,342042,5780047
"FR0014004L86","2020",1.14,49419,4671491
"GRS145003000","2008",NA,362423,562685
"GRS145003000","2009",NA,273585,642927
"GRS145003000","2010",NA,360859,504518
"GRS145003000","2011",NA,NA,686430
"GRS145003000","2012",NA,455909,544099
"GRS145003000","2013",1.64,291633,579253
"GRS145003000","2014",1.3,256222,789810
"GRS145003000","2015",1.34,284540,786769
"GRS145003000","2016",1.42,189169,874002
"GRS145003000","2017",1.2,485200,878939
"GRS145003000","2018",1.32,279310,1054712
"GRS145003000","2019",1.44,248750,802206
"GRS145003000","2020",2.24,234844,618297
"GRS191213008","2008",1.7,273463,1532281
"GRS191213008","2009",1.8,311146,1861922
"GRS191213008","2010",1.69,540436,1452011
"GRS191213008","2011",1.61,477990,1080389
"GRS191213008","2012",1.51,552827,866248
"GRS191213008","2013",1.76,247988,958048
"GRS191213008","2014",1.61,275316,1292928
"GRS191213008","2015",1.46,322348,1273662
"GRS191213008","2016",1.37,238685,1691524
"GRS191213008","2017",1.41,211012,1547069
"GRS191213008","2018",1.49,161611,1616576
"GRS191213008","2019",1.62,114741,1088350
"GRS191213008","2020",1.73,93512,785800
"GRS204003008","2008",1.52,46671,124314
"GRS204003008","2009",2.74,6728,107044
"GRS204003008","2010",2.19,24504,110177
"GRS204003008","2011",1.66,42587,114575
"GRS204003008","2012",1.96,36022,120010
"GRS204003008","2013",2.11,21570,119055
"GRS204003008","2014",2.18,22007,123960
"GRS204003008","2015",2.9,7156,141985
"GRS204003008","2016",2.87,10540,171990
"GRS204003008","2017",2.72,11258,178047
"GRS204003008","2018",2.56,12233,208682
"GRS204003008","2019",2.25,38331,230536
"GRS204003008","2020",2.73,16330,239333
"GRS419003009","2008",1.59,53474,4269995
"GRS419003009","2009",1.53,32411,4271597
"GRS419003009","2010",1.99,316,4066000
"GRS419003009","2011",1.5,41490,520575
"GRS419003009","2012",1.7,85265,486274
"GRS419003009","2013",0.74,165840,830548
"GRS419003009","2014",0.9,1,922443
"GRS419003009","2015",1.2,32097,774333
"GRS419003009","2016",1.12,118689,917923
"GRS419003009","2017",0.91,169171,858227
"GRS419003009","2018",1.29,191,893634
"GRS419003009","2019",2.66,13914,926568
"GRS419003009","2020",1.72,40667,653578
"GRS426003000","2008",0.79,393919,5211122
"GRS426003000","2009",0.67,432521,3673030
"GRS426003000","2010",0.72,610355,5804473
"GRS426003000","2011",0.91,802229,8230140
"GRS426003000","2012",0.95,669094,9234513
"GRS426003000","2013",1.14,331211,8944082
"GRS426003000","2014",1.14,370805,8759134
"GRS426003000","2015",1.99,244263,6325204
"GRS426003000","2016",2.16,91214,5531425
"GRS426003000","2017",1.93,188421,6919508
"GRS426003000","2018",1.98,178027,8721567
"GRS426003000","2019",1.76,74205,8583405
"GRS426003000","2020",1.54,320745,5705419
"GRS495003006","2008",1.55,43567,247989
"GRS495003006","2009",2.25,5368,258515
"GRS495003006","2010",2.09,27310,357839
"GRS495003006","2011",1.8,27725,437566
"GRS495003006","2012",1.6,12124,0
"GRS495003006","2013",1.58,7557,0
"GRS495003006","2014",1.24,8836,0
"GRS495003006","2015",1.19,10197,0
"GRS495003006","2016",1.33,10894,0
"GRS495003006","2017",1.31,9868,0
"GRS495003006","2018",1.28,10660,742499
"GRS495003006","2019",1.41,139936,679774
"GRS495003006","2020",1.01,210808,301695
"GRS496003005","2008",2.63,106332,42370
"GRS496003005","2009",2.01,122432,40015
"GRS496003005","2010",1.29,139353,28021
"GRS496003005","2011",1.5,140061,32361
"GRS496003005","2012",1.93,129883,51236
"GRS496003005","2013",2.13,71908,54256
"GRS496003005","2014",1.84,98424,66363
"GRS496003005","2015",1.73,92509,82936
"GRS496003005","2016",1.41,100686,98471
"GRS496003005","2017",1.68,111808,116601
"GRS496003005","2018",1.34,144030,111768
"GRS496003005","2019",1.77,107376,107173
"GRS496003005","2020",2.19,97569,112251
"HU0000073507","2008",0.91,130595000,299890000
"HU0000073507","2009",1.05,104146000,289827000
"HU0000073507","2010",0.81,118795000,278300000
"HU0000073507","2011",0.86,120020000,280043000
"HU0000073507","2012",0.92,75685000,309116000
"HU0000073507","2013",0.63,143791000,333161000
"HU0000073507","2014",0.6,158592000,335323000
"HU0000073507","2015",0.6,147612000,432006000
"HU0000073507","2016",0.7,80337000,373964000
"HU0000073507","2017",0.83,29790000,416090000
"HU0000073507","2018",0.68,105879000,458376000
"HU0000073507","2019",0.78,94307000,434883000
"HU0000073507","2020",0.82,116742000,435355000
"HU0000153937","2008",1.2,182715000,2971128000
"HU0000153937","2009",1.03,282034000,2698904000
"HU0000153937","2010",1.2,262913000,3431477000
"HU0000153937","2011",1.16,320193000,4383863000
"HU0000153937","2012",1.17,407886000,4377179000
"HU0000153937","2013",1.31,309397000,4401581000
"HU0000153937","2014",0.92,507116000,3935918000
"HU0000153937","2015",0.94,205981000,3012053000
"HU0000153937","2016",0.89,440372000,2525731000
"HU0000153937","2017",1.15,171561000,3002750000
"HU0000153937","2018",1.15,345396000,3971429000
"HU0000153937","2019",1.15,326622000,4075042000
"HU0000153937","2020",0.94,321790000,2993667000
"IE0000669501","2008",1.46,15281,1859202
"IE0000669501","2009",1.8,945,1481984
"IE0000669501","2010",1.97,972,1755594
"IE0000669501","2011",1.82,52808,2204416
"IE0000669501","2012",1.66,125086,1794075
"IE0000669501","2013",1.65,39062,1676122
"IE0000669501","2014",1.81,832,1773010
"IE0000669501","2015",1.73,42169,1782647
"IE0000669501","2016",1.62,32240,1745256
"IE0000669501","2017",2.01,30300,1694600
"IE0000669501","2018",1.87,48900,1663200
"IE0000669501","2019",1.23,369100,3047700
"IE0000669501","2020",1.2,215600,3067900
"IE0003864109","2008",1,69,919467
"IE0003864109","2009",0.68,21,714304
"IE0003864109","2010",0.38,41401,544108
"IE0003864109","2011",0.54,18035,621819
"IE0003864109","2012",0.54,0,961763
"IE0003864109","2013",0.46,58173,965803
"IE0003864109","2014",0.55,128,1046611
"IE0003864109","2015",0.5,91802,1198304
"IE0003864109","2016",0.63,0,1242474
"IE0003864109","2017",0.74,568,1888017
"IE0003864109","2018",2.01,225,1118052
"IE0003864109","2019",0.69,0,1059392
"IE0003864109","2020",0.87,570431,920674
"IE0004906560","2008",1.28,36211,3128842
"IE0004906560","2009",1.1,164630,2856120
"IE0004906560","2010",1.04,181286,3133099
"IE0004906560","2011",1.29,39000,4305000
"IE0004906560","2012",1.09,212700,4717600
"IE0004906560","2013",1.21,43500,4616400
"IE0004906560","2014",1.12,303100,4503900
"IE0004906560","2015",1.25,38400,4650000
"IE0004906560","2016",1.32,192500,4659700
"IE0004906560","2017",1.3,13300,4928400
"IE0004906560","2018",1.38,13800,5023200
"IE0004906560","2019",1.33,225700,5857400
"IE0004906560","2020",1.53,29800,5677400
"IE0005711209","2008",1.59,29093,332926
"IE0005711209","2009",1.79,227,364045
"IE0005711209","2010",2.32,118,410134
"IE0005711209","2011",1.77,0,437901
"IE0005711209","2012",1.61,0,556091
"IE0005711209","2013",1.7,0,635666
"IE0005711209","2014",1.52,0,684004
"IE0005711209","2015",1.51,0,824135
"IE0005711209","2016",1.94,0,870987
"IE0005711209","2017",1.95,0,901834
"IE0005711209","2018",2.18,0,1543141
"IE0005711209","2019",1.44,311879,1766160
"IE0005711209","2020",1.87,0,1725765
"IE00B1WV4493","2008",1.3,1085,1325972
"IE00B1WV4493","2009",1.29,10961,1318488
"IE00B1WV4493","2010",1.19,3856,1158907
"IE00B1WV4493","2011",0.99,5868,1088078
"IE00B1WV4493","2012",1.04,6862,1143776
"IE00B1WV4493","2013",1.34,4540,1218511
"IE00B1WV4493","2014",1.07,35079,1188475
"IE00B1WV4493","2015",1.19,39808,1222771
"IE00B1WV4493","2016",1.21,8901,1291133
"IE00B1WV4493","2017",1.24,16227,1288029
"IE00B1WV4493","2018",1.2,20836,1380184
"IE00B1WV4493","2019",1.18,24190,1516773
"IE00B1WV4493","2020",1.25,28408,1337879
"IE00BD6JX574","2008",NA,NA,NA
"IE00BD6JX574","2009",NA,NA,NA
"IE00BD6JX574","2010",NA,NA,NA
"IE00BD6JX574","2011",NA,NA,NA
"IE00BD6JX574","2012",NA,NA,NA
"IE00BD6JX574","2013",NA,NA,NA
"IE00BD6JX574","2014",NA,NA,NA
"IE00BD6JX574","2015",NA,NA,NA
"IE00BD6JX574","2016",NA,NA,NA
"IE00BD6JX574","2017",64.76,84,776
