"ISIN","year","scope_total","NPPE","Debt_TotCap","GMAR","gsector","INTAN_TA","Capex_NPPE","Rev_Emp","FuelInten","Age","CapInt"
"NL0013267909",2019,241390,2074000,25.19,41.19,"15",0.291047771979125,0.077145612343298,274.437869822485,69,17.0170648464164,0.53751617076326
"NL0000360618",2019,3330240,896460,57.66,28.28,"10",0.00224062347783731,0.0397630680677331,683.432755125028,69,15.0397109870208,1.05113855488803
"NL0014332678",2019,503256,1737000,43.63,39.9,"30",0.794283876303818,0.146229130685089,326.746647847565,69,11.4565217391304,0.455291576673866
"NL0010937066",2019,3410,1975644,64.66,73.24,"25",0.348309821131754,0.0819499869409671,118.30553847055,69,7.10181391190857,0.859454817238407
"NL0012817175",2019,1263,16360,59.77,35.71,"20",0.146542719866305,0.165403422982885,287.877263581489,69,8.91256117455139,0.190927835051546
"NL0012866412",2019,9037,41515,49.21,51.73,"45",0.128877756627785,0.158328315066843,232.200130378096,69,4.89639344262295,0.27252207358329
"NL0000235190",2019,954000,17294000,70.66,14.91,"20",0.151653092750523,0.132126749161559,522.326225996991,69,14.1141100102494,0.586168733505491
"NL0010801007",2020,11664,94950,36.19,17.42,"20",0.586435930314987,0.0665613480779358,841.394178289873,67.8,4.93509380972813,0.0455945004501034
"NL0011832811",2020,154815,292456,18.24,16.64,"30",0.118713461827704,0.120359985775638,939.990007993605,67.8,18.1199524216177,0.252616339017499
"NL0000888691",2020,460481,452027,84.26,12.3,"15",0.0312893194371866,0.157231758279926,266.591710182768,67.8,22.9379834215852,1.01292669161656
"NL0000009082",2020,290400,6279000,78.86,23.62,"50",0.281247285677061,0.136805223761746,522.173826964957,67.8,8.41430412371134,2.47563981042654
"NL0011821392",2020,321000,708000,49.85,37.76,"20",0.418129059002349,0.0819209039548023,171.439118282972,67.8,8.17168674698795,0.417256228852661
"NL0000009827",2020,1430000,3774000,32.39,35.71,"15",0.315398230088496,0.137784843667197,350.499416266701,67.8,10.5594594594595,0.963977300764866
"NL0009739416",2020,40000,613000,81.86,46.42,"20",0.154090909090909,0.0554649265905383,80.2890900569793,67.8,7.71341463414634,0.38863287250384
"NL0000360618",2020,3059547.7,443898,61.89,27.57,"10",0.00452939577860313,0.0604643409071453,666.219501530389,67.8,9.11681071452134,0.816234960397573
"NL0013654783",2020,14044,341939,11.49,29.13,"25",0.0842820778203586,0.209660202550747,146.129653089066,67.8,6.15559595847443,0.147882160534682
"NL0010273215",2020,155200,2815200,24.13,45.32,"45",0.260316543890974,0.272307473714123,525.231081385737,67.8,5.84375,0.383939621561684
"NL0014332678",2020,509168,1600000,34.66,39.48,"30",0.814415024928603,0.150625,327.393551562885,67.8,11.7265917602996,0.470756277251541
"NL0010583399",2020,212000,406500,39.42,28.1,"15",0.156114565667986,0.187453874538745,435.156594618438,67.8,20.5069860279441,1.04145970603142
"NL0000226223",2020,1050000,3913182,25.29,33.75,"45",0.108374384236453,0.270005841793201,193.571605528512,67.8,22.5729578364924,2.1095197235644
"NL0013267909",2020,225360,1945000,32.69,42.13,"15",0.280283911671924,0.110025706940874,264.906832298137,67.8,16.8888888888889,0.588042203985932
"NL0000009538",2020,214000,2682000,33.34,46.74,"35",0.425250067585834,0.193139448173005,239.422982645357,67.8,3.93026315789474,0.305810084463783
"NL0000852580",2020,973000,2476647,18.15,3.68,"20",0.038262962109097,0.0999698382530898,337.374532335649,67.8,12.0279503841578,2.01010570273566
"NL00150001Q9",2020,2914000,27582000,44.95,11.98,"25",0.259281789241033,0.304002610398086,457.364177466335,67.8,19.6530553142195,0.782938760441183
"NL0012817175",2020,934,24056,21.22,37.8,"20",0.0928204393309722,0.102677086797473,321.445578231293,67.8,9.07430340557276,0.186085392307285
"NL0010937066",2020,2880,1806375,63.3,72.58,"25",0.343812625372644,0.0776743477960003,103.780007155208,67.8,7.18488358869181,1.05266204518314
"NL0000235190",2020,783000,16674000,76.49,11.34,"20",0.152717022399879,0.140338251169485,379.995279750893,67.8,14.7834687389615,0.838515787786504
"NL0015435975",2020,85268,562700,43.56,55.97,"30",0.522234537796497,0.16349742313844,468.287526427061,67.8,16.6988906497623,0.594638826185102
"NL0009767532",2020,7988,94210,40.19,26.28,"25",0.150989448655075,0.119414074938966,494.075076219512,67.8,7.9871229139923,0.153575177812076
"NL0012866412",2020,8482,37713,52.47,56.38,"45",0.10697164032776,0.0665818152891576,284.716349310571,67.8,9.85424197320859,0.213754805441593
"NL0000337319",2020,128680,546423,61.36,54.57,"20",0.0653468874912545,0.150705588893586,376.721084270288,67.8,7.26946119508184,0.164576958826838
"NL0000009538",2012,690000,2959000,28.86,39.77,"35",0.393159561151609,0.245015207840487,209.913030223479,72.4,12.6484751203852,0.317895756010973
"NL0000009082",2012,45600,7895000,84.95,22.81,"50",0.410064966547077,0.200633312222926,474.422694601621,72.4,13.3851902173913,1.58779917801596
"NL0010273215",2012,94000,1029923,15.74,41.73,"45",0.0215859780885588,0.292155821357519,556.850064728728,72.4,11.6562567990494,0.441592457447921
"NL0000226223",2012,1389000,2638598,16.97,32.77,"45",0.0353293413173653,0.341118275690348,135.784605860504,72.4,20.4970632973231,2.24446780773973
"NL0000235190",2012,1011407,15196000,50.24,14.12,"20",0.15324716843259,0.144577520400105,402.264876606958,72.4,15.2858546168959,0.551026912181303
"NL0013267909",2012,4700000,3739000,35.5,38.45,"15",0.259966147201307,0.18935544263172,304.090100770599,72.4,15.3291338582677,0.632488628979857
"NL00150001Q9",2012,3965210,22061000,67.92,14.13,"25",0.239901471704216,0.250577942976293,390.795769796496,72.4,14.3784199200738,0.557106614100075
"NL0000009827",2012,4200000,3811000,29.62,26.42,"15",0.240237398933425,0.110994489635266,388.586262660652,72.4,24.3088235294118,0.905158252108203
"NL0009739416",2013,98000,539000,86.1333,43.88,"20",0.0593853820598007,0.324675324675325,72.6551956815115,73.3,10.7045454545455,0.328070582772231
"NL0000852523",2018,46000,245392,38.69,41.26,"20",0.360286376079175,0.179785812088414,249.628960661258,66.4,8.76018125419901,0.375782578889471
"NL0010801007",2018,13291,25262,37.64,18.03,"20",0.545405183932715,0.122199350803578,849.98177920686,66.4,10.8200036771465,0.0247362551957695
"NL0000395903",2012,36482,138000,60.75,62.17,"20",0.717968508799012,1.03623188405797,195.687595046709,72.4,16.5151515151515,0.151262836525118
"NL0009739416",2018,37000,494000,86.1333,47.73,"20",0.129901960784314,0.149797570850202,73.3624454148472,66.4,16.0602409638554,0.480880230880231
"NL0000337319",2012,247952,380416,65.54,59.28,"20",0.0915649987306796,0.18445859269852,311.96945310525,72.4,11.9405874416705,0.130288374985127
"NO0003733800",2009,2700000,24694000,38.62,26.13,"30",0.150968440725481,0.121891957560541,1800.77568203666,11,22.8488523170204,0.97117296222664
"NO0010861990",2009,38121.6,5323129,77.62,70.45,"10",0.167244609627574,0.393303825625868,5959.04675324675,11,21.6262165458892,3.26887504451379
"NO0003028904",2010,8245,2049000,26.13,52.85,"50",0.59291765709758,0.107369448511469,1801.38688996467,13.5,11.9131736526946,0.289003486345148
"NO0010063308",2010,1059000,52963000,21.31,43.88,"50",0.301531703031191,0.245718709287616,2874.0303030303,13.5,8.36806641800024,1.46657107008424
"NO0010208051",2009,12500000,22121000,37.34,4.85,"15",0.0601054481546573,0.148094570769857,7978.37200157295,11,20.1783121597096,0.73065864918593
"NO0005668905",2009,30180,522000,16.97,26.47,"20",0.258364004111542,0.410153256704981,1701.4856557377,11,9.81706435285611,0.408785716436335
"NO0010208051",2010,13100000,23470000,27.33,12.38,"15",0.0773654683925157,0.181508308478909,8710.66956995101,13.5,21.1827711941659,0.72610380276849
"NO0003054108",2010,63795,3885100,30.58,30.58,"30",0.328356870082272,0.165607062881264,3003.44009489917,13.5,12.6392236656754,0.531563911160262
"NO0005668905",2010,22700,567500,20.29,31.78,"20",0.273002308028195,0.286519823788546,1724.8149975333,13.5,9.94683026584867,0.417367427492706
"NO0003733800",2010,3080000,17730000,33.08,25.81,"30",0.141938378701765,0.091483361534123,1853.96751893626,13.5,24.7175438596491,0.754081104708212
"NO0003028904",2011,7309,1929000,26.74,53.93,"50",0.590428799606831,0.221358216692587,1834.16252072968,12.4,12.4625850340136,0.254833773821116
"NO0010063308",2011,1099685,49620000,24.02,45.53,"50",0.26607255367615,0.27049576783555,3075.74149235092,12.4,12.0933440831318,1.37031548174916
"NO0010096985",2010,14200000,348204000,33,39.4,"10",0.0619141203812019,0.192852465795913,17358.2256788822,13.5,18.4351839727642,1.60377469537779
"NO0010063308",2008,710512,59772000,28.33,45.66,"50",0.354638012117793,0.318928595328917,2505,10,14.6628310898828,1.38973599193366
"NO0003733800",2008,3280000,26368000,39.87,28.03,"30",0.156981778299436,0.090185072815534,1996.40916755136,10,29.3685863874346,0.877332374055711
"NO0010208051",2008,1.7e+07,22524000,48.05,16.13,"15",0.0542799376714357,0.0896821168531344,11030.7364195208,10,25.902149321267,0.52083570275004
"NO0005052605",2008,13600000,29338000,2.6,22.4,"15",0.0233864126875047,0.11878792010362,3916.36476097906,10,20.6548097742035,0.75332513565651
"NO0010861990",2008,66200,5810237,86.1333,72.29,"10",0.172539813924253,0.455594324293484,5709.62368421053,10,19.811738247958,3.70704263392785
"NO0010208051",2011,11200000,24118000,20.3,16.24,"15",0.0713003617485433,0.128120076291566,10190.900747345,12.4,20.1271676300578,0.627177521035432
"NO0003921009",2011,272202,2259200,43.22,38.58,"10",0.13865714744104,0.0509029745042493,3569.31034482759,12.4,6.56551452227625,2.41314848806879
"NO0010861990",2010,43867,5260919,63.22,67.11,"10",0.179011404142793,0.167927124519499,5565.25462962963,13.5,20.8017774415179,3.24782317537299
"NO0003921009",2010,240155,2212800,46.23,43.72,"10",0.172585161421922,0.0974783080260304,2215.57522123894,13.5,15.0240549828179,3.4925706981946
"NO0005052605",2010,11150285,24849000,2.17,17.7,"15",0.0220418565672104,0.110386735884744,4009.42098020536,13.5,21.5363346331088,0.801990653958867
"NO0005052605",2009,10309158,25647000,4.26,9.34,"15",0.0246728873840177,0.135883339181971,3501.94815315081,11,19.59359686377,0.889732824993695
"NO0005052605",2012,10030000,52208000,11.54,15.98,"15",0.0494370557409938,0.0735711002145265,2976.02707966243,11.7,20.7813727755951,1.40105327121734
"NO0003054108",2012,79107,4111900,32.84,6.82,"30",0.329769613010089,0.256548067803205,2420.33182031617,11.7,17.2304854655452,0.75513952210043
"NO0003921009",2012,297497,3885900,24.81,54.58,"10",0.135217325790058,0.0590596772948352,3359.10165484634,11.7,11.6971122647631,2.53715954676613
"NO0005668905",2012,26500,563100,39.7,26.88,"20",0.430927917006181,0.383768424791334,1856.47219690064,11.7,8.594327176781,0.319879207483244
"NO0010199151",2012,489562,10132068,32.3,25.79,"10",0.0910036777721655,0.276114017395067,3999.65785876993,11.7,6.12522618491972,1.95371870646339
"NO0010112675",2012,668515.9,7394000,34.61,31.88,"45",0.00923367747564345,0.0985934541520151,7921.28603104213,11.7,2.88771103258736,3.08817354793562
"NO0010861990",2013,58713,7285800,51.31,88.25,"10",0.139946963666877,0.149284910373603,5194.72941176471,11.7,30.0481920079315,3.53001587905518
"NO0010199151",2013,485000,9887741,33.28,33.18,"10",0.256733525455278,0.383575479980716,3949.12783964365,11.7,7.10225222480388,2.11658089880746
"NO0003733800",2013,164443,11651000,26.11,46.09,"30",0.295078819531115,0.110891768946872,1972.12938648842,11.7,20.2620126926564,0.67632016946588
"NO0010063308",2013,1030000,49547000,43.07,59.52,"50",0.302802926950267,0.340928815064484,3250.84375,11.7,9.81328338856073,1.30954463744989
"NO0005668905",2013,24200,607900,35.54,27.86,"20",0.428592249813259,0.364040138180622,1826.23015873016,11.7,9.82594524119948,0.327524391038874
"NO0005052605",2013,10520000,50670000,11.91,16.24,"15",0.0485179202863753,0.0642589303335307,5163.96052212671,11.7,21.0963334092462,1.42777435265105
"NO0010096985",2013,1.6e+07,487400000,33.9,36.89,"10",0.104285388648279,0.196963479688141,26455.3880322898,11.7,15.1243093922652,1.7678398450113
"NO0010112675",2013,488198,6555000,27.87,47.94,"45",0.0117520215633423,0.0454614797864226,3244.70899470899,11.7,15.4137168141593,5.6803913575214
"NO0003028904",2013,7774,1439000,22.83,91.06,"50",0.606773890584644,0.254343293954135,2207.53623188406,11.7,8.07647058823529,0.270417542016807
"NO0003054108",2013,82885,6677200,33.97,19.78,"30",0.256327331149456,0.1097615767088,1798.37017609592,11.7,19.2064048338369,0.827801910476369
"NO0010096985",2014,16600000,562100000,37.79,34.9,"10",0.0875192604006163,0.183775128980608,26949.7246402558,12.3,12.8500986193294,2.14733025708635
"NO0010861990",2014,71920,10050820,52.58,88.28,"10",0.124779862949243,0.133465826668869,4373.0351758794,12.3,36.7391993959556,4.30532017825091
"NO0005668905",2014,23000,682900,32.92,27.01,"20",0.381313092275109,0.401522916971738,1939.95098039216,12.3,6.10818146568437,0.331711939355654
"NO0010112675",2014,453263,7254109,15.32,58.82,"45",0.0164156895098764,0.0303276391352818,4325.8326417704,12.3,19.5770246313922,5.51174663325635
"NO0003733800",2014,156310,9484000,22.54,48.09,"30",0.289904624797553,0.129164909320962,2290.76696850089,12.3,20.3480492813142,0.669583431872698
"NO0010063308",2014,1047000,56368000,49.89,59.15,"50",0.323188542848737,0.276965654271927,3228.48484848485,12.3,9.71369827807762,1.41903510418622
"NO0003028904",2014,5339,1220000,29.4,92.23,"50",0.681862436286581,0.435245901639344,2202.20588235294,12.3,6.7190635451505,0.268313856427379
"NO0010199151",2014,505000,12432733,38.39,18.9,"10",0.293876739499712,0.208241019894821,4008.19817470665,12.3,6.59968768636682,2.72013541563662
"NO0003054108",2014,100701,8257200,42.07,19.81,"30",0.247055149754256,0.238289008380565,2179.36833119932,12.3,18.7770713492784,0.728760384312589
"NO0010096985",2008,14400000,329841000,25.85,41.9,"10",0.114423145232975,0.193381053295376,22103.912394901,10,18.2922913789702,1.13775332565413
"NO0005668905",2008,31500,601900,22.08,27.71,"20",0.240783146324708,0.26133909287257,1716.54028436019,10,13.4537114261885,0.445373974985505
"NO0003028904",2009,5747,2459000,41.94,48.48,"50",0.481916455358334,0.130134200894673,1699.33333333333,11,13.1757925072046,0.358728913299333
"NO0010063308",2009,732000,55598000,20.03,45.15,"50",0.347052734137133,0.314130004676427,2569.73684210526,11,13.3278236914601,1.38724014336918
"NO0010096985",2009,14500000,340835000,34.22,41.53,"10",0.0967283554414492,0.171722387665586,16085.8763352935,11,16.9417546570521,1.70761769617471
"NO0010063308",2012,1129000,43596000,39.34,46.55,"50",0.281681608916889,0.304179282502982,3091.73252279635,11.7,13.0676105171916,1.33389370612871
"NO0010096985",2015,16600000,546200000,44.48,29.49,"10",0.0877858573084624,0.224459904796778,21560.6320374403,12.7,10.8893871449925,3.13131313131313
"NO0005668905",2015,25000,837900,22.71,27.33,"20",0.376310302073941,0.374507697815968,2342.82990083905,12.7,10.2119353039598,0.298067687899852
"NO0005806802",2015,89396,2245000,28.93,13.8,"20",0.0852407797323915,0.217817371937639,3666.76778401335,12.7,13.7231182795699,0.211168562564633
"NO0003054108",2015,189278,9246400,36.13,14.25,"30",0.246910320848423,0.190420055372902,2238.69439537498,12.7,15.7876456698911,0.74343900978096
"NO0010112675",2015,386554,6631298,16.49,34.65,"45",0.018285057045782,0.0342488001594861,4079.30335365854,12.7,9.00773034619351,7.80087652460386
"NO0010063308",2015,1107000,69211000,54.77,58.3,"50",0.319847377482721,0.298984265506928,3662.14285714286,12.7,8.70123997082422,1.39606787595085
"NO0003921009",2015,185581,3506630,44.64,-0.3555,"10",0.132116597369241,0.525915765278914,2068.18775510204,12.7,17.4724678646256,9.07669340678906
"NO0010208051",2015,15700000,52424000,16.62,21.74,"15",0.0826740745214083,0.133908133679231,8383.99441123962,12.7,13.4539160536564,0.863578709575877
"NO0003028904",2015,4525,1070000,19.48,92.9,"50",0.668725435148793,0.588785046728972,2190.86956521739,12.7,3.83950617283951,0.246874379837269
"NO0010716582",2015,27193,3962000,35.81,57.05,"10",0.226557652297697,0.205956587582029,1804.78696316415,12.7,8.18480725623583,0.226329320290946
"NO0010199151",2015,420000,12356318,43.45,8.35,"10",0.302183656236529,0.196844885345295,3624.04412447747,12.7,3.79324739810005,3.4142778908531
"NO0003733800",2016,195080,11038000,22.15,47.41,"30",0.328654823249613,0.1277405327052,2079.87220447284,12.5,17.6089577950043,0.541448169924254
"NO0010096985",2016,15300000,513192861,47.43,26.21,"10",0.0903210044158649,0.242988571113424,18634.91596475,12.5,15.3694729995828,3.88542755630306
"NO0010861990",2016,137190,18573039,57.45,75.59,"10",0.084372307580144,0.30602487831959,5998.25528700906,12.5,16.6389371538105,7.03469009744777
"NO0005052605",2016,10330000,58734000,7.08,18.4,"15",0.0449673829772416,0.0894541492151054,6347.53311130044,12.5,21.1925465838509,1.41554305516577
"NO0010112675",2016,420548,5128826,17.61,33.48,"45",0.0184849104088072,0.0865121959684341,3718.37315875614,12.5,13.0982519023189,8.94951067948516
"NO0005668905",2016,22700,800700,14.81,28.03,"20",0.367139812384915,0.501935806169602,2386.24548736462,12.5,8.39148936170213,0.268506331411973
"NO0010208051",2016,1.7e+07,59739000,17.74,20.75,"15",0.0778748303934871,0.161217964813606,6463.42290988056,12.5,16.0393651781547,1.08231403223266
"NO0003054108",2016,198782,9163246,32.45,22.67,"30",0.221473430573504,0.210962359844972,2552.19996854604,12.5,14.3119899598719,0.653176836676559
"NO0005806802",2016,99771,2514000,22.5,13.77,"20",0.0796317606444189,0.205250596658711,3993.99776661083,12.5,12.4017857142857,0.194177471778562
"NO0010199151",2016,401000,11990528,46.27,-0.3555,"10",0.291979001327546,0.110946407030616,3516.07797913234,12.5,6.53469479764475,4.21510491227402
"NO0010716582",2016,22133,3808000,38.13,56.38,"10",0.270891298090761,0.220850840336134,1776.64233576642,12.5,6.00402576489533,0.29177916030833
"NO0003921009",2016,100032,3473505,49.81,26.16,"10",0.0891936778748956,0.118165368986082,2084.51418002466,12.5,33.2640496122122,8.95063592069048
"NO0010063308",2016,1316000,72016000,60.92,58.83,"50",0.282019632046082,0.29393468118196,3650.75,12.5,6.54742624763671,1.39654713262876
"NO0003028904",2016,5312,952000,18.18,93.51,"50",0.696365073093639,0.483193277310924,2171.78082191781,12.5,5.88177339901478,0.225936672133216
"NO0003733800",2017,204334,11683000,12.84,47.17,"30",0.372526607704992,0.141145253787555,2176.31202552536,12.7,21.1536312849162,0.574277697732615
"NO0010112675",2017,382075,4435960,29.5,19.6,"45",0.0196201215686477,0.0273832496235313,4145.15711645102,12.7,16.4590061732773,8.90019219363844
"NO0010096985",2017,15200000,522471225,41.48,35.95,"10",0.0793399536451084,0.195470642426289,24793.4377871079,12.7,21.7659350028507,3.08580707630259
"NO0003054108",2017,217141,10658467,28.07,24.92,"30",0.207773555684784,0.183564390638916,2586.25338169727,12.7,9.93446762099523,0.691988207886707
"NO0005668905",2017,23100,997800,21.27,25.54,"20",0.383806055255123,0.364401683704149,2173.12865497076,12.7,9.69164785553047,0.28884164637182
"NO0005806802",2017,106867,2901000,26.3,14.62,"20",0.0750441436138905,0.247500861771803,3914.29679420889,12.7,11.9427480916031,0.206664244906047
"NO0010310956",2017,15177,3604770,15.44,52.51,"30",0.226281860951741,0.304270175350993,7580.40504555011,12.7,13.5030744460264,0.522550118616231
"NO0010861990",2017,106400,13596058,74.33,55.05,"10",0,0.298158480936165,5418.12790697674,12.7,24.5363067993541,9.07669340678906
"NO0010208051",2017,15800000,65238000,23.45,18.4,"15",0.0717477774432277,0.19732364572795,6020.41604946223,12.7,20.5642358000358,1.2277516875448
"NO0010716582",2017,18383,3316000,30.65,59.26,"10",0.304350102078208,0.0992159227985525,1628.08060307335,12.7,7.99472573839662,0.3374293219358
"NO0003921009",2017,178000,7087848,31.1,32.3,"10",0.0222442920266552,0.0320301733332882,3139.3710208562,12.7,19.2899190930248,5.54710281622131
"NO0005052605",2017,10300000,73020000,15.76,17.96,"15",0.0786098571516913,0.0946726924130375,3154.36823104693,12.7,21.8459915611814,1.23251236037356
"NO0010063308",2017,1129000,75557000,54.38,58.09,"50",0.285451943477043,0.314027820056381,4024.38709677419,12.7,8.47103672290896,1.5050899355542
"NO0010199151",2017,397000,10653530,58.76,-0.3555,"10",0.255960991423029,0.171579654818638,4026.47988338192,12.7,4.7661970408524,1.74953764532259
"NO0003028904",2017,2056,921000,21.98,93.71,"50",0.620587590440693,0.757871878393051,2099.50433705081,12.7,5.07153284671533,0.205040429675972
"NO0010096985",2018,15100000,563915890,37.44,36.65,"10",0.088568184758269,0.157009993103759,31273.7693057247,12.1,22.2852291643191,2.6238442348081
"NO0010081235",2018,1422.4,135383,6.46,25.77,"20",0.565741840289117,0.531071109371191,2212.89140271493,12.1,14.5668711656442,0.339859605070249
"NO0010196140",2018,6161000,31545000,73.42,32.33,"20",0.00398225523573713,0.265706577904581,3941.80127263828,12.1,22.5277644519069,0.932989780333039
"NO0010571680",2018,5188534,45148180,55.48,24.93,"20",0.0972773327948538,0.0151345414145155,3495.58326315789,12.1,23.899381628825,1.6348494028901
"NO0010310956",2018,16173,3591490,16.2,55.27,"30",0.224897532724912,0.260917892016962,7669.06964164976,12.1,12.9565110403537,0.538484542370263
"NO0003733800",2018,194548,12760000,13.07,47.2,"30",0.392122112965927,0.135501567398119,2206.21285791464,12.1,26.9168190127971,0.721086269804344
"NO0003054108",2018,325359,12050566,28.41,23.56,"30",0.214146274986749,0.198367362993572,2524.62791497558,12.1,16.5319798865698,0.712992645661985
"NO0004822503",2018,6867,617000,19.44,1.99,"45",0.287820824928706,0.372771474878444,4699.93229519296,12.1,10.4698795180723,0.0751102019649082
"NO0010816093",2018,3724000,12445000,40.09,48.15,"15",0.0406836396407995,0.0747564483728405,4098.68841970569,12.1,21.9535433070866,1.08803902439024
"NO0010112675",2018,326699,1263285,55.17,46.97,"45",0.0330253245655347,0.016943128431035,3920.79175704989,12.1,6.37526475854903,9.07669340678906
"NO0005052605",2018,8540000,71299000,14.68,16.1,"15",0.0714334762876816,0.102329625941458,4398.30555248924,12.1,18.6200298547971,0.860920960991862
"NO0005668905",2018,24800,1276300,22.55,27.65,"20",0.378999559040213,0.43594766120818,2135.60248447205,12.1,9.61822748475063,0.311849973242746
"NO0010365521",2018,34215,2292912,38.2,15.38,"30",0.154266696082386,0.239276954370687,9157.89499389499,12.1,18.9202777705396,0.58085832650251
"NO0010063308",2018,1304000,73361000,56.82,58.06,"50",0.269253816824254,0.250282847834681,5255.33333333333,12.1,8.97299242060827,1.69488592087856
"NO0003033102",2018,42559,1945174,51.53,52.98,"25",0.202724705528003,0.254073928604845,948.431891939304,12.1,18.9090019865479,0.520245033048887
"NO0003921009",2018,412944,6550590,32.79,49.92,"10",0.0164221558707796,0.162247064768212,6315.4091332712,12.1,8.56863284389441,2.59755706319873
"NO0010716863",2018,2138,909000,35.87,35.34,"25",0.389584964761159,0.334433443344334,2942.54658385093,12.1,10.025,0.169287598944591
"NO0003028904",2018,1457,806000,22.36,93.68,"50",0.609811014321571,1.07320099255583,2163.01353455504,12.1,2.42258282623394,0.198405227310482
"NO0003055501",2018,523.9,149045,0,30.55,"45",0.160815934528803,1.07177698010668,3234.3197080292,12.1,3.60333916199033,0.222300157661287
"NO0010715139",2018,6083.4,9009000,79.76,77.76,"55",0.00167469122880469,0.0747132867132867,4697.95918367347,12.1,37.018315018315,8.78019113814075
"NO0010199151",2018,344000,9178258,63.49,15.8,"10",0.31923011969963,0.133467047886429,5678.96740858506,12.1,5.8828606664425,3.39662375084702
"NO0003078800",2018,13310,197235,0.2,47.2,"10",0.583165752829883,0.414013739954876,9175.70932358318,12.1,0.498799488026605,0.227110646841384
"NO0005806802",2018,117589,3340000,32.11,11.4,"20",0.103849216883462,0.230239520958084,4162.81512605042,12.1,12.2879581151832,0.197409370005888
"NO0010861990",2018,113555,13401017,76.91,65.62,"10",0,0.00620460372522473,6440.99760191847,12.1,28.6852539762648,9.07669340678906
"NO0010331838",2018,4192,672577,21.97,19.46,"30",0.207001116887441,0.31441753137559,27025.5638297872,12.1,11.5270495750232,0.202596595894431
"NO0010657505",2018,324624,3623000,29.46,45.52,"15",0.0168095478231636,0.26718189345846,4361.89608021878,12.1,26.954128440367,1.84200626959248
"NO0010208051",2018,18100000,72841944,30.97,16.78,"15",0.0647424486301027,0.151423745637541,6304.12239661037,12.1,20.625392730369,1.20453061766618
"NO0010716582",2018,18932,3044000,27.69,55.22,"10",0.280084724890399,0.0693166885676741,1715.87895273716,12.1,10.1800262812089,0.307030754597337
"NO0010081235",2019,1410.7,256170,6.29,26.65,"20",0.459985773487425,0.368946402779404,2086.83882783883,12.1,4.12331125827815,0.546438783444823
"NO0003733800",2019,186046,15402000,19.74,46.26,"30",0.396037361028822,0.151408907934035,2377.09832134293,12.1,15.4561008554705,0.787068669035882
"NO0010571680",2019,4655595,50974532,58.06,33.49,"20",0.0846313632799893,0.0274114728507954,3664.40981164201,12.1,16.5583623266015,1.8426421626081
"NO0010096985",2019,14900000,614161457,41.36,34.35,"10",0.0940428439087781,0.151235192214284,25881.947365963,12.1,15.6566167186666,3.2860702753597
"NO0005052605",2019,8620000,74243000,22.93,12.58,"15",0.0708114997875655,0.0972347561386259,4124.64885706417,12.1,15.3929362150764,0.974867459904117
"NO0003033102",2019,46266,3306153,57.74,50.16,"25",0.176717009289353,0.198605751155497,1047.90484048405,12.1,17.1056308519075,0.632122385054922
"NO0005668905",2019,26200,2329600,36.24,25.56,"20",0.329627560345073,0.317007211538462,2063.20088300221,12.1,7.2433909058865,0.439735510308892
"NO0010715139",2019,6905.3,15401000,79.14,71.71,"55",0.00115401259797086,0.231478475423674,5973.59735973597,12.1,33.240234375,9.07669340678906
"NO0010365521",2019,42668,2957942,38.51,14.11,"30",0.140967681201242,0.22488338175664,9884.81720430107,12.1,13.4023512268613,0.65588743075559
"NO0010844038",2019,1138,845485,14.86,93.34,"50",0.65848359977944,0.349593428623808,1879.46801346801,12.1,5.46466793956875,0.180736244824156
"NO0003054108",2019,356762,17208924,39.03,21.29,"30",0.206298754669266,0.193688576926715,2739.15484999327,12.1,11.630851828955,0.820088031819824
"NO0010716582",2014,21188,3603000,39.38,56.85,"10",0.213357521009959,0.276436303080766,1571.99389720606,12.3,12.5111561866126,0.187073488823512
"NO0005052605",2014,11180000,55719000,12.26,17.24,"15",0.0476530072597317,0.0484753854161058,6029.02027549915,12.3,22.3194298889122,1.3668348158702
"NO0003733800",2015,162100,10523000,21.01,47.58,"30",0.32508814354014,0.0959802337736387,2262.98568507157,12.7,19.9540329575022,0.693023676125068
"NO0010861990",2015,92121,16021215,63.55,81.78,"10",0.10364848971737,0.0835503424677841,4524.77790834313,12.7,50.7136436323581,6.20778681478611
"NO0005052605",2015,11160000,51174000,8.67,19.49,"15",0.0424623344748385,0.0643686246922265,6611.92791977682,12.7,20.8124626717101,1.19211120487149
"NO0010063308",2019,1215000,142560000,76.37,53.87,"50",0.157518238697688,0.147383557800224,5683.3,12.1,11.4864974619289,2.48847500571851
"NO0010861115",2019,1155000,3685000,25.59,35.52,"15",0.0037612590319707,0.0757123473541384,5171.68291649004,12.1,50.7136436323581,2.83483606557377
"NO0010310956",2019,15141,4939621,27.87,46.99,"30",0.263644888927017,0.191512061350456,7682.10232266164,12.1,11.3554648353117,0.666659993238864
"NO0003921009",2019,634935,11848111,48.09,29.19,"10",0.21211270328847,0.0898637765969613,6492.47496206373,12.1,9.78404329955954,3.10623761698205
"NO0004822503",2019,6173,1494000,43.2,2.01,"45",0.281996849962336,0.205488621151272,4832.56427158866,12.1,6.4608843537415,0.103642067930705
"NO0010199151",2019,408000,9942053,66.79,14.29,"10",0.286657699293856,0.039450705000265,6528.21337579618,12.1,5.07610231575059,3.01686701377997
