"ISIN","year","scope_total","NPPE","Debt_TotCap","GMAR","gsector","INTAN_TA","Capex_NPPE","Rev_Emp","FuelInten","Age","CapInt"
"FR0010533075",2011,125797,6626841,61.76,28.15,"20",0.00400903390401844,0.00753073749619162,243.119136690647,86,50.7136436323581,9.07669340678906
"FR0000130395",2011,7233,141000,27.43,55.53,"30",0.20693325927983,0.193617021276596,560.024676125848,86,18.4295774647887,0.288279356686495
"FR0010613471",2011,7742360,8782600,59.63,32.9,"55",0.27736587629768,0.15325757748275,184.424822783236,86,13.2554252712636,1.02149080217942
"FR0000121261",2011,4012000,7889000,31.62,28.47,"25",0.0412059787059787,0.126885536823425,191.311172668513,86,22.5764840182648,0.95453448525508
"FR0013506730",2011,1513709,4250574,28.64,24.43,"10",0.0880000812900106,0.205294390828156,252.111825192802,86,22.5703876621327,1.05342889475385
"FR0000121147",2011,629090,1733400,59.34,7.7,"25",0.240012245522731,0.175550940348448,192.330628779149,86,10.8929889298893,0.309965287643142
"FR0000053225",2011,275,127900,0.42,20.5,"50",0.145277550717099,0.16731821735731,616.883680555556,86,2.29741379310345,0.150003517906142
"FR00140006O9",2011,13260,28223,-0.3555,41.7,"50",0.186016300487068,1.08580995555983,248.90103931315,86,10.8397639582388,0.0867074060760542
"FR0014003TT8",2011,17060,106601,12.63,81.32,"45",0.361657632428783,0.273271357679572,186.666980737018,86,9.51674316503692,0.133727565740142
"FR0013176526",2011,589200,1956000,46.73,15.27,"25",0.249190550425711,0.165132924335378,159.988223170911,86,21.4781420765027,0.723316157526684
"FR0000120578",2011,1336947,10750000,21.49,55.91,"35",0.63935275349107,0.146325581395349,293.609687035588,86,14.4409199048374,0.54538920003594
"FR0010208488",2011,160256597,90120000,41.23,26.82,"55",0.210290004763454,0.103106968486462,377.327790331373,86,17.2073745121787,1.41021031619115
"FR0000031122",2011,28378964,12744000,63.14,37.63,"20",0.0458470237640407,0.156230382925298,248.175083352073,86,20.2607959356478,0.942692914513141
"FR0000051807",2011,76797,255170,9.53,8.21,"20",0.439465579788946,0.403495708743191,20.0394149026409,86,7.62869793340868,0.346014668270764
"FR0000127771",2011,361093,9001000,41.58,52.56,"50",0.586448856311466,0.381846461504277,493.373287671233,86,12.7334536702768,0.734494846076424
"FR0000120503",2011,2413832,6542000,42.87,6.91,"20",0.195840304621243,0.23035768878019,249.994267238414,86,11.1801925722146,0.497034183330276
"FR0000131757",2011,4780000,2119000,5.36,19.4,"15",0.130975143403442,0.14818310523832,253.589527027027,86,19.4040816326531,1.31945600888149
"FR0000130403",2011,316811,8371000,25.9,66.14,"25",0.430924769550996,0.131764424799904,243.470352136347,86,13.2065420560748,0.573777813870391
"FR0000130213",2011,75227,712000,39.88,-0.3555,"50",0.295402561756633,0.320224719101124,286.307209093629,86,16.71,0.21823168342693
"FR0000121667",2011,53640,955280,20.91,55.41,"25",0.407019437143286,0.146523532367473,86.0275359342916,86,13.8833712429369,0.598783494420988
"FR0000120271",2011,51500000,64457000,31.72,14.91,"10",0.0764903069964629,0.214282389810261,1733.01839673687,86,17.0542420027816,0.883482437706394
"FR0013181864",2011,945688,913900,33.08,16.77,"10",0.507615526802218,0.230222124958967,315.045846068352,86,8.82445759368836,0.789169643250871
"FR0000077919",2011,216592,1139400,15,29.77,"50",0.405652080906995,0.144725294014394,239.033385093168,86,14.41103117506,1.21993503857085
"FR0000125007",2011,19089000,14225000,37.41,24.58,"20",0.313326708623164,0.102144112478032,218.293397189698,86,22.6135009927201,0.811306866748979
"FR0000044448",2011,416000,1160000,37.09,11.37,"20",0.104625550660793,0.107758620689655,281.747485851553,86,28.198347107438,0.493063583815029
"FR0000131906",2011,1191009,11357000,56.1,16.19,"25",0.0513762989166482,0.0998503125825482,332.195570517916,86,17.1946308724832,0.781317443933565
"FR0000133308",2011,1362643,23634000,57.71,61.47,"50",0.418049971901612,0.258187357197258,273.522500045308,86,18.7429824561403,1.88766923603596
"FR0000120321",2011,192639,2880800,6.11,71.31,"30",0.331544859506152,0.235316578728131,295.315448712365,86,11.8948396548917,0.359188127669824
"FR0000121014",2011,313436,7481000,23.38,65.65,"25",0.397795180462969,0.133939312926079,242.509660820632,86,18.3247863247863,0.543725432182256
"FR0000121220",2011,240055,513000,48.72,15.7,"25",0.424218194740583,0.460038986354776,41.0253919232618,86,8.57225433526012,0.0924160279179909
"FR0000054900",2011,3221,230800,4.6,20.62,"50",0.303499970136774,0.220970537261698,635.540999514799,86,16.4444444444444,0.186433561094782
"FR0010451203",2011,145224,261700,37.64,23.87,"20",0.514836516807073,0.226977455101261,763.285517075806,86,5.14764338444066,0.071281974664035
"FR0000120966",2011,95771,360242,0.7,50.6,"20",0.136614537572119,0.157247072801062,174.470301291248,86,21.814079908712,0.754570916847716
"FR0006174348",2011,59663,319600,54.42,16.1,"20",0.498325616609883,0.240613266583229,64.4051545600982,86,6.25561580170411,0.240457333412731
"FR0000051732",2011,229195,680200,28.06,20.25,"45",0.351326977583097,0.274625110261688,92.0993929889548,86,5.48019978594363,0.225482568807339
"FR0000121972",2011,482733,2573000,32.94,36.93,"20",0.507432785552523,0.146132918771862,159.348285655309,86,17.3264248704663,0.29874480725421
"FR0000039299",2012,26952,1536352,29.7,5.04,"50",0.232074192485983,0.183418904001166,183.346899468995,88.9,9.54922090103174,0.309853083256683
"FR0000121261",2012,3763000,8579000,27.39,31.25,"25",0.0407440654298823,0.186851614407274,200.130475302889,88.9,22.5905172413793,0.97625034925957
"FR0000051070",2012,17447,870778,37.97,58.88,"10",0.269766972970331,0.205086715557812,1384.46920821114,88.9,14.0819134993447,2.2758756545168
"FR0000121147",2012,690586,1972200,62.81,6.71,"25",0.236737508620149,0.228881452185377,184.890010434634,88.9,10.8134880928557,0.311180857496617
"FR0010533075",2012,161759,6647650,64.63,27.17,"20",0.00392863212397954,0.0146672884402759,269.291757049892,88.9,50.7136436323581,9.07669340678906
"FR0013505062",2012,156844,350000,82.23,22.6,"50",0.31976131976132,0.302857142857143,244.552223512535,88.9,6.44748858447489,0.394413407821229
"FR0000051732",2012,120162,667800,28.05,75.4,"45",0.339628500451671,0.379305181191974,115.737335933104,88.9,4.23336771531717,0.185622378254921
"FR0013506730",2012,1515722,4516246,28.93,20.32,"10",0.0813973851559811,0.201303693377199,239.953955667688,88.9,15.9583554973337,1.13219745032781
"FR00140006O9",2012,9990,25480,-0.3555,39.33,"50",0.180523054436036,1.08580995555983,235.927316644708,88.9,2.58707557502738,0.092333208924315
"FR0000120578",2012,1281189,10578000,20.18,58.55,"35",0.606737477871498,0.168462847419172,312.09923732295,88.9,15.9233971690258,0.547228660543108
"FR0000125585",2012,2240000,8681000,45.59,23.92,"30",0.346234160694794,0.131206082248589,141.870605732829,88.9,13.4387846291332,0.358295013223416
"FR0013181864",2012,890000,878901,33.23,21.26,"10",0.410517784260518,0.296620438479419,349.517592592593,88.9,7.80745333249531,0.658155439488971
"FR0000120503",2012,442800,6451000,46.16,5.09,"20",0.206512800833288,0.259959696171136,250.762445806548,88.9,12.9179566563467,0.497510954779861
"FR0000125007",2010,18700000,13727000,34.84,25.08,"20",0.325588377947664,0.0909885626866759,213.522733925521,94.8,20.9604086845466,0.818165956280067
"FR0010208488",2010,112575000,78703000,40.02,26.22,"55",0.220489868188078,0.122562037025272,357.781768283386,94.8,15.2164779702633,1.32048580695566
"FR0000125007",2012,17400000,13696000,41.47,23.5,"20",0.305312506751356,0.148072429906542,226.033812456505,88.9,17.1458752515091,0.789064308532802
"FR0000120271",2012,51400000,69332000,30.97,13.3,"10",0.0756366288816862,0.258899209600185,1876.93305603031,88.9,14.9495277168209,0.859500052112189
"FR0010613471",2012,7168989,8882000,59.12,44.69,"55",0.282739728144536,0.158714253546499,189.84022426429,88.9,14.1020134228188,1.04353181119881
"FR0000053225",2012,320,135600,0.42,19.88,"50",0.139650681783361,0.119469026548673,631.133363677742,88.9,2.24519230769231,0.168397519111496
"FR0010208488",2012,157944000,86597000,43.88,25.44,"55",0.211094277827624,0.102751827430511,410.906350039804,88.9,14.0616482803374,1.33982563531812
"FR0000130452",2012,559473,1436000,86.1333,50.03,"20",0.587217593635067,0.144846796657382,203.779834105667,88.9,5.05454545454545,0.257627601938979
"FR0000054900",2012,3458,216800,1.23,16.85,"50",0.27835994677312,0.465405904059041,604.800369259174,88.9,16.3815789473684,0.190032816912158
"FR0000121667",2012,55100,1000558,18.96,55.8,"25",0.398878039312362,0.204602831619956,98.4614549617115,88.9,16.8359143922836,0.541955101832188
"FR0000077919",2012,191746,1115800,17.39,28.73,"50",0.384349880701429,0.162036207205592,250.171690194582,88.9,10.8112421929216,1.18796705810584
"FR0000133308",2012,1469610,23662000,59.18,60.27,"50",0.435151529182969,0.283619305215113,266.073557736403,88.9,20.0220183486239,2.00611283465472
"FR0000121204",2012,549587,1556000,70.93,13.4,"40",0.3141794010332,0.250514138817481,94.7613997879109,88.9,10.6810526315789,0.45420769919427
"FR0000131757",2012,4600000,2454000,12.32,11,"15",0.141494435612083,0.1960065199674,252.028953717921,88.9,23.0217391304348,1.5361183637946
"FR0000121972",2012,458361,2622000,32.2,36.26,"20",0.506320653279475,0.196414950419527,157.142482150357,88.9,17.3756345177665,0.285893259834628
"FR0000051807",2012,96421,274964,6.14,17.57,"20",0.424240416384181,0.353188053708849,17.0119883740315,88.9,8.48039566589659,0.333128683013413
"FR0000121014",2012,347515,8260000,20.79,64.71,"25",0.393810271361292,0.211743341404358,264.255087072629,88.9,10.8568129330254,0.501832544568196
"FR0000131906",2012,1200510,11534000,57.1,15.48,"25",0.0464279047441265,0.164556962025316,324.740726751963,88.9,16.0784951230841,0.838793312333414
"FR0000120321",2012,193420,2962800,1.17,70.67,"30",0.316020592002722,0.292189820440124,309.245976568416,88.9,10.9473684210526,0.337056542623994
"FR0000044448",2012,442000,1256000,44.08,11.49,"20",0.130754419744442,0.116242038216561,286.204146730463,88.9,28.046511627907,0.504040122596824
"FR0000130395",2012,2366,146400,27.56,59.96,"30",0.2278428953321,0.118169398907104,657.75641025641,88.9,18.8707482993197,0.27034402105058
"FR0006174348",2012,71348,379400,54.72,16.82,"20",0.506604233205218,0.305218766473379,66.2259860158849,88.9,5.45086360929125,0.234528355072649
"FR0010451203",2012,137420,282700,41.5,19.37,"20",0.532816782003509,0.335337813937036,442.175170962651,88.9,7.19820493642483,0.0715581595931356
"FR0000120966",2012,91509,398040,0.82,50.84,"20",0.132255007052746,0.191473218771983,205.132562662057,88.9,20.0243061372648,0.75540933909234
"FR0000130403",2012,119826,8432000,25.45,65.22,"25",0.427912498540345,0.217623339658444,267.768348965312,88.9,34.9247572815534,0.533340746506542
"FR0000130213",2012,15001,739000,44.55,31.78,"50",0.308526961858834,0.342354533152909,320.840950639854,88.9,8.14691943127962,0.222610722610723
"FR0010340141",2012,126902,6027544,50.6,54.81,"20",0.0100674235303612,0.107282833605196,292.246817930271,88.9,26.2875977585141,3.89792573235623
"FR0000121220",2012,232517,574000,46.81,15.67,"25",0.443229538071468,0.421602787456446,43.2757225474678,88.9,8.68341708542714,0.0947576222855889
"FR0000120578",2013,1169705,10182000,18.64,58.04,"35",0.571520275048688,0.158318601453545,297.035530821918,89.6,7.64400156311059,0.587311595508317
"FR0010533075",2013,166753,6529045,61.27,25.91,"20",0.00374694515171627,0.0281551130372053,290.885988279169,89.6,50.7136436323581,9.07669340678906
"FR0013505062",2013,159483,293000,86.1333,22.84,"50",0.317551963048499,0.273037542662116,246.428571428571,89.6,14.3978494623656,0.388115942028986
"FR0000121261",2013,3799000,8955000,19.76,31.64,"25",0.0427450580802935,0.211501954215522,182.077338129496,89.6,22.3944099378882,1.06845458586457
"FR0000131757",2013,4354000,2536000,27.28,4.9,"15",0.105048444671086,0.258280757097792,239.273552780931,89.6,7.78591549295775,1.7482605945604
"FR0000120503",2013,2456700,6319000,47.9,5.37,"20",0.210201744339706,0.365089412881785,260.37152428026,89.6,13.7189811010682,0.500704753336332
"FR0000125007",2013,16700000,12635000,39.15,23.86,"20",0.303670321293245,0.154333201424614,226.716082950303,89.6,17.5730100158144,0.793242117787032
"FR0013506730",2013,1707903,4328718,30.56,21.51,"10",0.0769323790509395,0.185532067462006,231.917598636345,89.6,22.3020397722217,1.07840164608876
"FR0000121147",2013,772566,2027900,57.54,6.77,"25",0.242783694454646,0.274816312441442,185.062462148041,89.6,10.3263157894737,0.304715840386941
"FR0000131906",2013,1224965,10973000,58.96,16.05,"25",0.0439969971580246,0.207235942768614,336.03980066827,89.6,17.5341772151899,0.846037330206196
"FR0013181864",2013,995000,1134078,41.22,20.99,"10",0.467003208123465,0.25195356933121,256.155877034358,89.6,6.18657292741184,0.791731201757519
"FR0000125585",2013,2290000,9470000,46.8,23.69,"30",0.365486095771053,0.147201689545935,155.727287569668,89.6,15.6654099905749,0.341679514852503
"FR0000133308",2013,1458270,23157000,59.02,41.39,"50",0.444794265094088,0.29204992011055,248.369696969697,89.6,20.9331576425491,2.1320856006442
"FR0000051070",2013,19567,965248,46.45,67.3,"10",0.228551777377845,0.30583021151041,1411.92700729927,89.6,18.1453951515846,2.18244293488563
"FR0000077919",2013,185478,1105100,26.02,29.47,"50",0.343389874401139,0.154646638313275,234.713208209086,89.6,15.9258324924319,1.17947089156266
"FR0010259150",2013,28812,287483,2.2,79.89,"35",0.334243469327854,0.170382248689488,278.524119947849,89.6,25.7989124101767,0.518185038166033
"FR00140006O9",2013,8320,23569,-0.3555,36.7,"50",0.204508497355637,1.08580995555983,223.310306282137,89.6,2.10824280890191,0.10375455390958
"FR0014003TT8",2013,14495,100448,12.65,82.46,"45",0.373556672947321,0.347134835935011,193.929322320255,89.6,7.46665668064709,0.120630281933844
"FR0013176526",2013,702500,2181000,41.93,15.84,"25",0.238517507958163,0.276478679504814,161.963354286479,89.6,20.7722513089005,0.655243600330305
"FR0000053225",2013,390,128300,0.56,20.28,"50",0.146648271384515,0.199532346063913,558.252427184466,89.6,2.03250641573995,0.187826086956522
"FR0000120271",2013,50300000,75759000,30.7,24.61,"10",0.078163357374283,0.262741060468063,1737.98317796739,89.6,18.6209025594971,0.966012660807986
"FR0000121667",2013,264521,998000,22.5,56.03,"25",0.429738780977897,0.241690380761523,91.875419470696,89.6,11.1133603238866,0.541954590325765
"FR0000044448",2013,409910,1135000,45.28,11.34,"20",0.119266055045872,0.14625550660793,259.683473280966,89.6,27.992,0.521382804351065
"FR0010613471",2013,7403104,7832500,64.17,46.88,"55",0.296476222004943,0.156067666773061,184.852118809881,89.6,16.1672624851045,1.01913437768885
"FR0000127771",2013,411739,7541000,38.63,41.32,"50",0.4969554358371,0.598859567696592,534.158642824392,89.6,11.4927133934768,0.748181612830359
"FR0000121204",2013,601272.61,1359500,71.96,13.52,"40",0.282458420726123,0.347554247885252,89.3491699659651,89.6,8.76505043931012,0.418778568985354
"FR0000130213",2013,14536.78,762000,43.23,32.03,"50",0.307541144681896,0.346456692913386,315.087894692993,89.6,17.95,0.237308302485457
"FR0000120321",2013,135400,3054100,1.7,71.27,"30",0.294081340744176,0.31269441079205,296.655993389454,89.6,9.19890489227473,0.336342191621041
"FR0000130452",2013,588457,1474000,85.16,51.98,"20",0.570162154175747,0.123473541383989,211.662810701786,89.6,4.82603092783505,0.262401905829596
"FR0006174348",2013,77718,401300,60.61,16.43,"20",0.496981835377896,0.350112135559432,63.8687257433299,89.6,6.56425702811245,0.249345300144924
"FR0000054900",2013,2587,190200,5.18,16.42,"50",0.161592697857455,0.270241850683491,521.796796796797,89.6,18.2803347280335,0.209534314900964
"FR0010451203",2013,140421,278100,42.43,19.14,"20",0.496146064168032,0.326860841423948,435.738923679716,89.6,5.45465253239105,0.0711826370315718
"FR0000121972",2013,464826,2574000,33.41,37.4,"20",0.486958989640982,0.183372183372183,144.455417001466,89.6,16.9558823529412,0.293745488514288
"FR0000121014",2013,212573,8997000,24.03,65.5,"25",0.391070939468639,0.179281982883183,254.276617089022,89.6,16.8286026200873,0.528834608391369
"FR0004035913",2013,19083,2500854,39.97,28.86,"50",0.295460015074793,0.385407944646109,545.063408958697,89.6,6.23035388694291,1.13237541677162
"FR0000051807",2013,98975,287000,5.23,17.67,"20",0.404301075268817,0.383,15.5949542342897,89.6,9.64285714285714,0.332922318125771
"FR0010340141",2013,94314,5986608,51.52,49.7,"20",0.00917282312632598,0.102302171780748,305.169177930423,89.6,25.2455624611708,3.8504460225736
"FR0000130395",2013,2304,173100,28.89,47.23,"30",0.216296563217873,0.122472559214327,700.293427230047,89.6,19.2121212121212,0.265649878488226
"FR0000120966",2013,93679,438297,7.2,49.24,"20",0.180358961904405,0.249764429142796,201.408940573989,89.6,19.9254731334917,0.790831261263075
"FR0010259150",2015,28423,348700,2.92,77.85,"35",0.294121074404242,0.135933467163751,327.982740021575,79.5,18.1052631578947,0.520457834495461
"FR00140006O9",2015,6191.6,28381,-0.3555,21.93,"50",0.287873377928096,1.08580995555983,188.160951564509,79.5,12.0386803185438,0.144635455642006
"FR0000121014",2015,298499,10595000,24.24,64.8,"25",0.425722294092281,0.144596507786692,284.524436360155,79.5,9.15473330129745,0.534180125616869
"FR0000121972",2015,467687,2729000,26.18,36.41,"20",0.561649988770494,0.17405643092708,146.888543355278,79.5,17.8521126760563,0.285472972972973
"FR0014003TT8",2015,16600,135326,22.28,78.96,"45",0.433679580823305,0.335434432407667,203.195577501073,79.5,7.93038452465204,0.118392085805199
"FR0004035913",2015,25816,3229231,41.98,30.42,"50",0.343350112436452,0.302884185120235,558.716997848374,79.5,6.94008291559804,1.2946369208388
"FR0000130213",2015,65535.7,986000,50.58,35.88,"50",0.412261106974435,0.252535496957404,251.069131562111,79.5,7.77186311787072,0.274141630901288
"FR0000130403",2015,285574,11418000,28.56,64.92,"25",0.458749288780841,0.14678577684358,285.824859861817,79.5,9.35299625468165,0.569482055813688
"FR0000054900",2015,2995,170100,0.13,14.02,"50",0.173258238167844,0.216931216931217,648.640776699029,79.5,27.4415584415584,0.210846679638777
"FR0000120271",2015,4.6e+07,100866078,36.17,24.98,"10",0.0659812609409439,0.197620343679864,1354.25367895937,79.5,12.6630273066382,1.70705101440942
"FR0013176526",2015,791600,2744000,31.59,16.27,"25",0.238042880703683,0.225947521865889,175.652173913043,79.5,12.1922077922078,0.645489548954896
"FR0000133308",2015,1418453,25123000,49.22,39.95,"50",0.46514606741573,0.243243243243243,256.285151945579,79.5,21.1646604587781,2.31603539119197
"FR0000120966",2015,98641,508533,0.55,49.7,"20",0.177737565944877,0.207349375556749,201.158022254128,79.5,21.4125922742441,0.755671687398654
"FR0000051807",2015,92840,428000,25.37,19.36,"20",0.458374142997062,0.373831775700935,18.033604704234,79.5,6.65454545454545,0.323131253678634
"FR0010613471",2015,8155490,16549800,65.81,48.48,"55",0.444288139704099,0.0650521456452646,183.370892701367,79.5,28.9823245848956,2.14513667267934
"FR0010451203",2015,123284,288700,40.82,18.29,"20",0.49935427525527,0.372358850017319,483.485714285714,79.5,3.9188,0.072368809833353
"FR0010340141",2015,50929,5953000,51.67,51.2,"20",0.00996836959647273,0.0646732739795061,324.144064028457,79.5,26.2470588235294,3.82544581618656
"FR0000120503",2015,2250100,6523000,40.03,4.44,"20",0.220768748320043,0.230262149317799,257.224218483529,79.5,11.9044834307992,0.564974713210806
"FR0000130395",2015,7301,215600,33.44,44.75,"30",0.213592233009709,0.194805194805195,533.794247787611,79.5,20.5161290322581,0.39539944047249
"FR0000130452",2016,529350,1585000,79.06,54.41,"20",0.497040610352732,0.156466876971609,227.311725452812,87.4,5.43962008141113,0.280212483399734
"FR0000120578",2016,1069819,10019000,24.3,64.07,"35",0.51164465066048,0.276674318794291,324.801841679222,87.4,6.62738564071493,0.630315777342399
"FR0000121261",2016,3320000,11053000,21.48,33.95,"25",0.0660146699266504,0.150909255405772,197.881765006531,87.4,21.6963141025641,1.29511646816856
"FR0000131757",2016,4341000,1976000,56.92,10.77,"15",0.0633191489361702,0.114878542510121,226.7355404242,87.4,17.0395136778115,1.93510528132551
"FR00140006O9",2016,6890,33420,-0.3555,20.73,"50",0.290683176516628,1.08580995555983,185.197674418605,87.4,2.04923158364903,0.152502163670767
"FR0000044448",2016,373814,1170000,43.37,13.97,"20",0.0781860828772478,0.15042735042735,221.418234442836,87.4,25.4609929078014,0.617475060199518
"FR0014003TT8",2016,17270,135402,20.48,79.73,"45",0.429916353027245,0.321849012569977,201.915416639133,87.4,8.49620066220433,0.116730146034181
"FR0000124570",2016,419207,1353589,46.33,14.43,"25",0.204860327914363,0.198960688953589,220.844996606591,87.4,18.10147813254,0.527711037140119
"FR0000077919",2016,149887,1150700,37.94,27.42,"50",0.304826958105647,0.181628573911532,253.342986117026,87.4,18.0926118626431,1.16907043200538
"FR0012789949",2016,28399,84102,77.64,40.67,"20",0.262140779733281,0.346864521652279,332.88314502399,87.4,19.1322008862629,0.132490498698598
"FR0000125007",2016,12600000,11654000,32.57,25.55,"20",0.313088611756969,0.126565985927579,226.368879418168,87.4,27.0576271186441,0.816719105722252
"FR0000131906",2016,1214430,12988000,59.4,19.99,"25",0.0484181812790939,0.151062519248537,410.439811292041,87.4,13.9904929577465,0.775383954881642
"FR0000121014",2016,298366,11284000,20.85,65.32,"25",0.412341046487388,0.154112017015243,279.603795472798,87.4,9.53243117125525,0.543297872340425
"FR0000051070",2016,16230,1465558,40.5,18.42,"10",0.134329758611158,0.121296461825462,603.093155893536,87.4,17.5391939143847,6.84661456937776
"FR0010259150",2016,27828,379000,18.29,78.86,"35",0.33414910491729,0.131926121372032,340.554310169146,87.4,21.2097186700767,0.496259948536892
"FR0013506730",2018,857671,2750250,55.04,7.1,"10",0.0697233251606811,0.055095718571039,213.893998908893,83.1,20.2009323643777,1.44564752464944
"FR0000120966",2018,98283,699755,3.23,52.02,"20",0.128795781398946,0.237270187422741,114.996402241227,83.1,17.7236458084767,0.99044448456326
"FR0000054900",2018,2478,191500,8.4,16.86,"50",0.349814703367014,0.990600522193211,607.2983014862,83.1,29.9320987654321,0.211904033562033
"FR0004180537",2018,11981,91160,68.05,32.65,"20",0.311600339388822,0.426261518209741,71.6173937865741,83.1,9.74094426890141,0.141306932850426
"FR0000051807",2018,160319,497000,50.94,21.12,"20",0.6039637792585,0.297786720321932,14.4878838098469,83.1,5.7246963562753,0.318396757487052
"FR0000031122",2018,27679500,16913000,86.1333,39.4,"20",0.0494861992775225,0.122568438479276,312.994310267488,83.1,10.2984402079723,1.12053554591741
"FR0000120669",2018,2390,859800,3.23,-0.29,"10",0.0128046626633698,0.116189811584089,8120.88572990705,83.1,21.1255337318531,0.166551090344776
"FR0010451203",2018,106726,281100,37.92,20.64,"20",0.485191956124314,0.404838135894699,494.751064223579,83.1,4.65405405405405,0.0708604861698228
"FR0000060618",2018,1474000,5902000,54.8,6.68,"30",0.326919590832578,0.214164689935615,173.710271238158,83.1,18.1313432835821,0.31944042704252
"FR0000133308",2016,1419470,25912000,61.13,38.88,"50",0.451184199152909,0.299899660389009,263.643509748586,87.4,20.7778513125965,2.30182315851215
"FR0000131906",2015,1230159,11171000,58.45,18.77,"25",0.0397886853015915,0.155402381165518,377.297396284211,79.5,13.3988269794721,0.806406777417433
"FR0000120578",2015,938872,9943000,22.03,62.35,"35",0.528476441238846,0.156592577692849,301.484895918915,79.5,4.9366230121609,0.605519061415335
"FR0000130452",2015,720975,1481000,82.02,51.6,"20",0.531126446696859,0.108035111411209,217.626845803795,79.5,4.82115869017632,0.27226173541963
"FR0000124570",2015,385029,1149215,44.48,13.41,"25",0.16700747020373,0.220790713661064,246.926659766376,79.5,18.5049755194774,0.534878874706955
"FR0000051732",2015,74995,818800,24.84,72.9,"45",0.394436630723551,0.432462139716659,124.891886205849,79.5,4.05507853403141,0.181208179308409
"FR0000053225",2015,1658,117700,0.41,19.69,"50",0.176093736828795,0.0654205607476635,554.727030625832,79.5,2.15276558384548,0.1961913906225
"FR0000044448",2015,374147,1156000,49.71,12.55,"20",0.0822824064502791,0.139273356401384,234.487165031759,79.5,12.7,0.569963135117807
"FR0000121667",2015,348542,1200000,28.65,59.74,"25",0.603372309778004,0.193333333333333,110.309938734951,79.5,9.12894736842105,0.516527695056581
"FR0000120321",2015,116700,3403500,3.2,71.19,"30",0.334537472032421,0.296224474805347,304.742944703853,79.5,9.53426857999572,0.352494714420328
"FR0000039299",2016,371636,2270500,35.33,7.27,"50",0.195550356556363,0.259370182779124,173.648380814505,87.4,12.3188484519283,0.450176664417007
"FR0000044448",2020,232391,1346000,43.5,10.96,"20",0.0678396871945259,0.180534918276374,247.567388513933,78.9,20.68,0.605285164743268
"FR0000121014",2020,231329,30115000,49.12,64.46,"25",0.313758862580633,0.0949692844097626,300.998361904505,78.9,7.80809917355372,1.05796062798146
"FR0000051732",2020,63245,1649000,42.54,65.83,"45",0.423661116111611,0.196482716798059,107.066934788854,78.9,3.42982456140351,0.209820230748591
"FR0000121147",2016,665029,2468200,37.61,9.01,"25",0.226245840711409,0.251519325824487,189.746268051274,87.4,8.84546405619489,0.316319713529836
"FR0000130395",2016,8207,223200,30.96,63.37,"30",0.216460978424931,0.123207885304659,596.311010215664,87.4,24.469512195122,0.38193585228895
"FR0000130452",2017,541992,1649000,74.68,55.11,"20",0.480522088353414,0.146149181322013,238.3540251425,87.3,5.51989389920424,0.272685579505995
"FR0000077919",2017,144563,1156300,37.93,26.41,"50",0.299144365556162,0.20228314451267,258.222901800883,87.3,14.7753530166881,1.13592999539443
"FR0014003TT8",2017,25235,168958,20.02,80.35,"45",0.432048846840396,0.33532002036009,200.000495662949,87.3,8.2265842723858,0.126196713267129
"FR0000031122",2017,27619555,11413000,76.75,37.75,"20",0.0553487217671879,0.167791115394725,308.70908263691,87.3,13.7702702702703,0.94849519081601
"FR0006174348",2020,136093,724500,72.24,11.83,"20",0.368644529123571,0.176535541752933,61.4039770452422,78.9,9.07631708517972,0.40065203216692
"FR0013181864",2020,53000,219574,54.17,18.13,"10",0.542201087340816,1.06344102671537,198.686889460154,78.9,1.7397184044518,0.938431242657448
"FR0010340141",2020,99593,8084000,71.81,17.5,"20",0.15088533793997,0.138174171202375,87.4135885793758,78.9,11.4135115070527,7.19419747309312
"FR0004188670",2020,259708,377600,51.02,22.78,"20",0.311591320871448,0.329978813559322,212.604974160207,78.9,7.82283278067267,0.627217136997227
"FR0000120271",2020,4.1e+07,88726365,41.64,24.77,"10",0.129393785022924,0.11908317217774,989.229701543479,78.9,12.349779851658,2.35855377485557
"FR0000051807",2020,161699,1189000,57.58,20.06,"20",0.438028370826766,0.211942809083263,14.9569582995201,78.9,7.10840108401084,0.457606420097697
"FR0000050353",2020,88952.9,680580,31.34,4.96,"20",0.200057105050097,0.174197008433983,127.11430343117,78.9,14.9833813731108,1.42428603253119
"FR0000121667",2020,742854,5101000,26.61,58.83,"25",0.629845857418112,0.177024112919035,99.8463795394154,78.9,3.88483146067416,0.575091828955576
"FR0000121261",2020,2349760,11904000,40.57,27.5,"25",0.133169405979035,0.133904569892473,165.606796116505,78.9,17.1015402167712,1.46460501245786
"FR0000063737",2020,185,23777,11.67,10.18,"45",0.348220877011664,0.0815073390251083,64.97744590064,78.9,6.63400931762127,0.113548414332688
"FR0000053381",2020,169221,687900,57.29,4.57,"20",0.145661605206074,0.130106120075592,58.3343197367487,78.9,14.811136192626,0.798831216265574
"FR0000066755",2020,3904,94604,48.86,22.28,"20",0.105359892109943,0.329256691049004,243.09534368071,78.9,7.69703816292158,0.427252453573644
"FR0013176526",2020,1059500,4919000,60.44,10.45,"25",0.263649698484272,0.234600528562716,149.011786038078,78.9,7.29283172343671,0.872779265027987
"FR0000121147",2020,779000,3726600,62.47,9.76,"25",0.266849910298402,0.182954972360865,128.619954182795,78.9,6.33270469904133,0.549959737405997
