Name,Code,25/05/2008,25/05/2009,25/05/2010,25/05/2011,25/05/2012,25/05/2013,25/05/2014,25/05/2015,25/05/2016,25/05/2017,25/05/2018,25/05/2019,25/05/2020
MVV ENERGIE - SHORT TERM DEBT & CURRENT PORT,DE000A0H52F5(WC03051),324020,439681,293009,322197,193288,389836,273776,189247,372708,140501,215377,125926,122220
DEUTSCHE WOHNEN BR.SHS. - SHORT TERM DEBT & CURRENT PORT,DE000A0HN5C6(WC03051),98096,107240,445565,106382,134400,253566,264910,66563,307084,72300,161400,695400,362000
VERBIO VER.BIOENERGIE - SHORT TERM DEBT & CURRENT PORT,DE000A0JL9W6(WC03051),15235,10239,52776,85789,83126,113188,30043,7283,10352,1349,369,9992,5444
CROPENERGIES - SHORT TERM DEBT & CURRENT PORT,DE000A0LAUP1(WC03051),9750,62406,84124,81746,41771,25298,55050,60802,22686,7976,0,0,3216
ALSTRIA OFFICE REIT - SHORT TERM DEBT & CURRENT PORT,DE000A0LD2U1(WC03051),12609,91941,7796,4505,9986,73886,7702,376402,19330,86450,14171,51065,10730
GERRESHEIMER - SHORT TERM DEBT & CURRENT PORT,DE000A0LD6E6(WC03051),122508,115002,75304,62648,44601,102639,123766,249510,183087,337295,388337,529771,213453
HAMB.HAFEN UD.LOGISTIK - SHORT TERM DEBT & CURRENT PORT,DE000A0S8488(WC03051),71336,54645,143482,137237,145697,110147,131787,42916,36377,30154,31981,73274,45380
AIXTRON - SHORT TERM DEBT & CURRENT PORT,DE000A0WMPJ6(WC03051),0,0,NA,0,0,0,0,0,0,0,0,864,734
FREENET - SHORT TERM DEBT & CURRENT PORT,DE000A0Z2ZZ5(WC03051),152527,551874,215435,200302,100449,20413,20333,420532,60302,7145,23476,345614,291210
SLM SOLUTION GROUP - SHORT TERM DEBT & CURRENT PORT,DE000A111338(WC03051),NA,NA,NA,NA,NA,56,38,6683,707,834,1714,2490,2730
SCOUT24 - SHORT TERM DEBT & CURRENT PORT,DE000A12DM80(WC03051),NA,NA,NA,NA,NA,NA,2825,5966,31804,79511,29402,31500,78194
HELLA GMBH & KGAA - SHORT TERM DEBT & CURRENT PORT,DE000A13SX22(WC03051),NA,NA,55248,38363,91700,41966,296412,100221,86880,340481,41990,582060,503673
HOME24 - SHORT TERM DEBT & CURRENT PORT,DE000A14KEB5(WC03051),NA,NA,NA,NA,NA,NA,41,762,0,2031,10200,19700,17400
HELLOFRESH - SHORT TERM DEBT & CURRENT PORT,DE000A161408(WC03051),NA,NA,NA,NA,NA,NA,71,208,2349,3200,1000,21800,34000
BRENNTAG - SHORT TERM DEBT & CURRENT PORT,DE000A1DAHH0(WC03051),117100,55900,87100,140900,101500,281300,303200,143800,126100,542500,236800,302100,226200
ADIDAS - SHORT TERM DEBT & CURRENT PORT,DE000A1EWWW0(WC03051),797000,199000,275000,292000,285000,685000,291000,369000,639000,137000,76000,776000,1249000
NORMA GROUP - SHORT TERM DEBT & CURRENT PORT,DE000A1H8BV3(WC03051),11605,15122,51949,29593,51374,125435,22922,7195,42314,33259,113348,54398,98295
TELEFONICA DTL.HLDG. - SHORT TERM DEBT & CURRENT PORT,DE000A1J5RX9(WC03051),NA,2883,3789,5444,254842,103708,615000,568000,37000,637000,145000,801000,1229000
VONOVIA - SHORT TERM DEBT & CURRENT PORT,DE000A1ML7J1(WC03051),NA,102900,100400,117600,337100,176300,73700,915800,1659500,1528900,2583300,2305000,1622300
BOSS (HUGO) - SHORT TERM DEBT & CURRENT PORT,DE000A1PHFF7(WC03051),40169,43916,18814,33464,325072,13889,15137,38692,71200,65612,90609,277972,284004
CENTROTHERM PHTO. - SHORT TERM DEBT & CURRENT PORT,DE000A1TNMM9(WC03051),0,0,8929,7980,NA,229,0,53155,4134,0,0,7485,10139
DIC ASSET - SHORT TERM DEBT & CURRENT PORT,DE000A1X3XX4(WC03051),20122,53272,136278,194923,147540,170711,405846,35521,268916,296148,300131,222491,36082
SOLARWORLD K - SHORT TERM DEBT & CURRENT PORT,DE000A1YCMM2(WC03051),24137,38915,129776,120981,467226,485508,58297,57222,68501,NA,NA,NA,NA
DELIVERY HERO - SHORT TERM DEBT & CURRENT PORT,DE000A2E4K43(WC03051),NA,NA,NA,NA,33,22,832,0,0,1300,1300,29700,55500
JENOPTIK N - SHORT TERM DEBT & CURRENT PORT,DE000A2NB601(WC03051),113684,13532,19486,4109,4692,1154,5077,14850,4129,19337,10123,36996,130871
SCHALTBAU HOLDING N - SHORT TERM DEBT & CURRENT PORT,DE000A2NBTL2(WC03051),13415,24779,11692,7120,7039,6350,12366,15322,132021,57565,109229,14717,10587
TEAMVIEWER - SHORT TERM DEBT & CURRENT PORT,DE000A2YN900(WC03051),NA,NA,NA,NA,NA,NA,NA,NA,349773,140369,154818,34260,82099
HAMBORNER REIT N - SHORT TERM DEBT & CURRENT PORT,DE000A3H2333(WC03051),3754,4609,15376,6672,7707,7483,10760,16138,20876,42682,22560,70435,92508
BASF - SHORT TERM DEBT & CURRENT PORT,DE000BASF111(WC03051),6239000,2393000,3379000,3995000,4253000,3269000,3564000,4096000,3789000,2497000,5509000,3743000,3729000
BAYER - SHORT TERM DEBT & CURRENT PORT,DE000BAY0017(WC03051),6256000,1489000,1889000,3684000,2570000,2160000,1443000,2468000,2889000,1050000,2958000,1975000,8360000
METRO - SHORT TERM DEBT & CURRENT PORT,DE000BFB0019(WC03051),NA,NA,NA,NA,NA,2528000,3425000,2961000,944000,1611000,1420000,871000,773000
COMMERZBANK - SHORT TERM DEBT & CURRENT PORT,DE000CBK1001(WC03051),102761000,195563000,170955000,105598000,120673000,98467000,114719000,100132000,77839000,110604000,114537000,104233000,125430000
MCKESSON EUROPE - SHORT TERM DEBT & CURRENT PORT,DE000CLS1001(WC03051),233889,222300,133700,291500,166900,503100,210700,22200,355000,508400,399500,4800,509400
E ON N - SHORT TERM DEBT & CURRENT PORT,DE000ENAG999(WC03051),16022000,7120000,3611000,5885000,4007000,5023000,3883000,2788000,3792000,3099000,1563000,3923000,3418000
SIEMENS ENERGY N - SHORT TERM DEBT & CURRENT PORT,DE000ENER6Y0(WC03051),NA,NA,NA,NA,NA,NA,NA,NA,NA,819000,1000000,359000,717000
EVONIK INDUSTRIES - SHORT TERM DEBT & CURRENT PORT,DE000EVNK013(WC03051),1008000,455000,307000,402000,1438000,966000,277000,178000,288000,298000,180000,754000,297000
HENSOLDT - SHORT TERM DEBT & CURRENT PORT,DE000HAG0005(WC03051),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367,24337,377000
JOST WERKE - SHORT TERM DEBT & CURRENT PORT,DE000JST4000(WC03051),NA,NA,NA,NA,NA,NA,447,11573,6002,2,234,2823,56850
KNORR BREMSE - SHORT TERM DEBT & CURRENT PORT,DE000KBX1006(WC03051),92826,55355,3053,33188,25707,0,0,0,0,0,628179,875567,1812656
KLOECKNER & CO - SHORT TERM DEBT & CURRENT PORT,DE000KC01000(WC03051),48112,52169,39578,377327,110284,184149,258950,207999,44013,52709,19740,60742,186617
KION GROUP - SHORT TERM DEBT & CURRENT PORT,DE000KGX8881(WC03051),NA,322998,357022,457757,289809,583800,650400,484600,715100,735900,1224900,1407600,1362500
K + S - SHORT TERM DEBT & CURRENT PORT,DE000KSAG888(WC03051),159288,120481,17500,800,900,746200,39300,28800,319800,569900,541900,624500,1425900
OSRAM LICHT - SHORT TERM DEBT & CURRENT PORT,DE000LED4000(WC03051),NA,NA,24700,22400,47200,55900,43600,37400,20000,16000,233000,539000,714000
LEG IMMOBILIEN - SHORT TERM DEBT & CURRENT PORT,DE000LEG1110(WC03051),NA,NA,584185,309995,396800,187000,413800,496000,552000,478200,484800,197100,491300
NEW WORK N - SHORT TERM DEBT & CURRENT PORT,DE000NWRK013(WC03051),122,0,0,0,0,0,0,0,0,0,4776,5968,6485
PROSIEBENSAT 1 MEDIA - SHORT TERM DEBT & CURRENT PORT,DE000PSM7770(WC03051),538276,519306,240200,8700,240300,9200,37400,111800,21000,17000,68000,42000,639000
SA - SHORT TERM DEBT & CURRENT PORT,DE000SAFH001(WC03051),311524,5734,2723,11597,7500,15219,3942,4382,7654,81353,4127,161519,9388
SCHAEFFLER - SHORT TERM DEBT & CURRENT PORT,DE000SHA0159(WC03051),NA,NA,NA,NA,121000,225000,1000,3000,3000,2000,160000,218000,93000
STRATEC - SHORT TERM DEBT & CURRENT PORT,DE000STRA555(WC03051),447,488,588,777,1183,1894,2449,1492,69008,971,1008,3454,5303
SYMRISE - SHORT TERM DEBT & CURRENT PORT,DE000SYM9999(WC03051),347353,288611,173977,133715,104118,37130,112065,28138,528889,83282,616658,518525,24797
TALANX AKTGSF. - SHORT TERM DEBT & CURRENT PORT,DE000TLX1005(WC03051),273306,59000,138000,642000,9000,792000,1349000,1441000,1505000,1431000,2245000,2418000,2402000
TUI - SHORT TERM DEBT & CURRENT PORT,DE000TUAG000(WC03051),1009300,539700,1684400,473600,646100,935500,214500,233100,537700,171900,192200,224600,1264600
UNIPER SE - SHORT TERM DEBT & CURRENT PORT,DE000UNSE018(WC03051),NA,NA,NA,NA,NA,8307000,8161000,10551000,494000,962000,1752000,815000,716000
WACKER NEUSON - SHORT TERM DEBT & CURRENT PORT,DE000WACK012(WC03051),87618,26587,18067,92075,98290,62126,67123,99683,193391,20300,35200,138100,35100
SILTRONIC - SHORT TERM DEBT & CURRENT PORT,DE000WAF3001(WC03051),NA,NA,NA,NA,0,0,176100,0,0,0,0,3800,4000
WACKER CHEMIE - SHORT TERM DEBT & CURRENT PORT,DE000WCH8881(WC03051),113700,75900,126300,115800,229300,159000,270100,306000,655300,137900,96200,85900,75900
ZALANDO - SHORT TERM DEBT & CURRENT PORT,DE000ZAL1111(WC03051),NA,NA,NA,0,3243,3243,3200,3200,3200,2800,2800,70800,451400
CARLSBERG B - SHORT TERM DEBT & CURRENT PORT,DK0010181759(WC03051),5291000,3322000,3959000,1875000,3352000,9525000,1835000,4549000,9067000,849000,7233000,4112000,959000
KOBENHAVNS LUFTHAVNE - SHORT TERM DEBT & CURRENT PORT,DK0010201102(WC03051),957200,9100,9400,9800,576100,30800,690300,5700,62700,1280900,631200,2248700,147500
BANG AND OLUFSEN - SHORT TERM DEBT & CURRENT PORT,DK0010218429(WC03051),105100,52100,59300,54100,194400,213000,296700,218400,8500,9100,9200,3000,46000
ROCKWOOL B - SHORT TERM DEBT & CURRENT PORT,DK0010219153(WC03051),80000,162000,386000,609000,448000,1109000,1839796,1311711,20077,20088,67199,186747,885322
FLSMIDTH AND CO. - SHORT TERM DEBT & CURRENT PORT,DK0010234467(WC03051),94000,27000,6000,134000,546000,184000,1404000,87000,20000,1120000,175000,399000,296000
A P MOLLER MAERSK B - SHORT TERM DEBT & CURRENT PORT,DK0010244508(WC03051),11968000,12074000,12641000,12914000,26860000,25682000,8690832,9174000,14204138,15121609,12963082,13346209,13094072
SCHOUW AND - SHORT TERM DEBT & CURRENT PORT,DK0010253921(WC03051),1492600,1556500,1642400,2287000,1559400,438500,315700,300000,320900,439700,1309000,909000,856000
MT HOEJGAARD HOLDING - SHORT TERM DEBT & CURRENT PORT,DK0010255975(WC03051),19400,25700,46600,129300,217300,78800,0,0,0,0,0,286000,167400
GN STORE NORD - SHORT TERM DEBT & CURRENT PORT,DK0010272632(WC03051),146000,107000,61000,124000,123000,60000,70000,47000,129000,127000,140000,1329000,462000
DANSKE BANK - SHORT TERM DEBT & CURRENT PORT,DK0010274414(WC03051),1064991000,1023717000,756910000,819072000,821281000,716499000,789171000,592395000,655127000,702814000,630330000,593842000,549308000
SOLAR B - SHORT TERM DEBT & CURRENT PORT,DK0010274844(WC03051),677450,122131,205872,203129,149899,67870,81000,60000,192000,143000,117000,590000,144000
H LUNDBECK - SHORT TERM DEBT & CURRENT PORT,DK0010287234(WC03051),22500,804000,0,13000,19000,18000,84000,83000,188000,0,0,2079000,2077000
NKT - SHORT TERM DEBT & CURRENT PORT,DK0010287663(WC03051),1415300,925700,957000,1203200,1823200,480200,268500,86552,78076,53568,61226,83663,95228
JYSKE BANK - SHORT TERM DEBT & CURRENT PORT,DK0010307958(WC03051),52692328,58765236,67545456,85941000,82635000,72109000,98691000,82015000,92685000,74246000,84696000,130558000,156004000
SYDBANK - SHORT TERM DEBT & CURRENT PORT,DK0010311471(WC03051),39351000,49251000,42336000,44653000,38472000,31532000,33259000,18530000,18529000,9171000,7251000,8460000,11265000
H+H INTERNATIONAL - SHORT TERM DEBT & CURRENT PORT,DK0015202451(WC03051),802,1209,493,88,0,NA,0,0,0,799,351000,15000,18000
BAVARIAN NORDIC - SHORT TERM DEBT & CURRENT PORT,DK0015998017(WC03051),82112,16881,8996,9002,52397,8481,1885,1969,2136,2152,248877,1848697,380332
#ERROR,,"$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE",,,,,,,,,,,,
SPAR NORD BANK - SHORT TERM DEBT & CURRENT PORT,DK0060036564(WC03051),16110528,11509200,7811000,15346700,10038900,8775100,10268500,3675900,2381000,1934000,2466000,4063000,4501000
DSV - SHORT TERM DEBT & CURRENT PORT,DK0060079531(WC03051),2973000,620000,593000,861000,923000,590000,589000,313000,1358000,495000,545000,4905000,4035000
DMPKBT.NORDEN - SHORT TERM DEBT & CURRENT PORT,DK0060083210(WC03051),27756,61165,443823,172572,98276,150068,170167,249581,184485,163254,817195,1110740,1094930
ORSTED - SHORT TERM DEBT & CURRENT PORT,DK0060094928(WC03051),NA,1798000,4397000,5512000,5632000,9389000,208000,4626000,2019000,3921000,2201000,1405000,2991000
CHRISTIAN HANSEN HOLDING - SHORT TERM DEBT & CURRENT PORT,DK0060227585(WC03051),392944,284248,86380,228533,298852,95527,88581,206750,496610,220060,711172,732799,5098923
PANDORA - SHORT TERM DEBT & CURRENT PORT,DK0060252690(WC03051),298737,271619,2326000,10000,7000,49000,10000,257000,3000,164000,248000,2069000,3996000
NOVOZYMES B - SHORT TERM DEBT & CURRENT PORT,DK0060336014(WC03051),911000,559000,271000,152000,243000,92000,594000,74000,89000,971000,1789000,1543000,1242000
COLOPLAST B - SHORT TERM DEBT & CURRENT PORT,DK0060448595(WC03051),487000,233000,172000,98000,1296000,111000,92000,100000,222000,1358000,1270000,1074000,1317000
TOPDANMARK - SHORT TERM DEBT & CURRENT PORT,DK0060477503(WC03051),NA,NA,4253000,6810000,2823000,NA,0,0,0,0,0,0,0
SIMCORP - SHORT TERM DEBT & CURRENT PORT,DK0060495240(WC03051),0,0,0,0,0,0,0,0,22226,223202,0,224567,71644
NOVO NORDISK 'B' - SHORT TERM DEBT & CURRENT PORT,DK0060534915(WC03051),1334000,418000,1720000,1843000,548000,215000,720000,1073000,229000,1694000,515000,1474000,7459000
ISS - SHORT TERM DEBT & CURRENT PORT,DK0060542181(WC03051),1279000,5617000,5212000,5778000,5607000,5648000,1338000,752000,283000,381000,278000,1197000,1298000
ROYAL UNIBREW - SHORT TERM DEBT & CURRENT PORT,DK0060634707(WC03051),599335,0,211433,55613,2644,778184,172129,55137,138736,420089,101955,622795,150000
TRYG - SHORT TERM DEBT & CURRENT PORT,DK0060636678(WC03051),111000,611000,3977000,4172000,1484000,6000,116000,64000,178000,306000,625000,866000,1325000
DFDS - SHORT TERM DEBT & CURRENT PORT,DK0060655629(WC03051),954040,1126438,1012426,531616,826893,1100065,274996,738655,907900,343900,868500,1032000,934000
DEMANT - SHORT TERM DEBT & CURRENT PORT,DK0060738599(WC03051),1749600,1617800,1453700,1301000,2637000,3112000,3503000,3050000,3547000,3258000,4964000,5931000,4068000
RINGKJOBING LANDBOBANK - SHORT TERM DEBT & CURRENT PORT,DK0060854669(WC03051),1277112,699732,636326,285028,518791,659985,933950,344879,1020986,1736203,923078,966635,1389267
NILFISK HOLDING - SHORT TERM DEBT & CURRENT PORT,DK0060907293(WC03051),NA,NA,NA,NA,NA,NA,981671,2225730,2070884,59520,58239,216627,950047
AMBU B - SHORT TERM DEBT & CURRENT PORT,DK0060946788(WC03051),99525,81227,89002,100797,74414,22000,123000,79000,65000,703000,4000,4000,57000
NETCOMPANY GROUP - SHORT TERM DEBT & CURRENT PORT,DK0060952919(WC03051),NA,NA,NA,NA,NA,NA,5176,0,27973,13610,29325,39359,35392
DRILLING COMPANY OF 1972 - SHORT TERM DEBT & CURRENT PORT,DK0061135753(WC03051),NA,NA,NA,NA,NA,NA,NA,NA,98689,10126576,618530,906183,828662
EAC INVEST - SHORT TERM DEBT & CURRENT PORT,DK0061277894(WC03051),635000,475000,354000,764000,1076000,308000,223000,12684,92948,212042,277756,0,0
HUSCOMPAGNIET - SHORT TERM DEBT & CURRENT PORT,DK0061412855(WC03051),NA,NA,NA,NA,NA,NA,NA,NA,NA,530276,746137,1031162,21011
VESTAS WINDSYSTEMS - SHORT TERM DEBT & CURRENT PORT,DK0061539921(WC03051),812344,89364,29837,44644,2185094,29824,4495294,0,0,0,0,1187711,3623124
LAR ESPANA RLST.SOCIMI - SHORT TERM DEBT & CURRENT PORT,ES0105015012(WC03051),NA,NA,NA,NA,NA,NA,156,9097,11359,9062,9943,44609,44075
APPLUS SERVICIOS - SHORT TERM DEBT & CURRENT PORT,ES0105022000(WC03051),NA,NA,NA,67585,33929,37671,36872,52504,27086,29385,7860,103035,81961
MERLIN PROPERTIES REIT - SHORT TERM DEBT & CURRENT PORT,ES0105025003(WC03051),NA,NA,NA,NA,NA,46477,10809,1710025,61856,178198,76809,52957,49552
LOGISTA HOLD - SHORT TERM DEBT & CURRENT PORT,ES0105027009(WC03051),NA,NA,NA,5857,5327,3729,2623,7,33627,34371,32850,37551,77386
AENA SME - SHORT TERM DEBT & CURRENT PORT,ES0105046009(WC03051),NA,NA,NA,1074600,1052112,1099823,1113432,1164214,853199,705439,701717,1210045,1111944
CELLNEX TELECOM - SHORT TERM DEBT & CURRENT PORT,ES0105066007(WC03051),NA,NA,NA,4655,3618,1930,3609,8557,15706,31805,205103,254247,359869
ABENGOA - SHORT TERM DEBT & CURRENT PORT,ES0105200416(WC03051),499613,866547,1196624,1314306,1180652,1504063,2375861,8763143,9401063,2129282,4432170,4493096,4529087
GESTAMP AUTOMOCION - SHORT TERM DEBT & CURRENT PORT,ES0105223004(WC03051),NA,NA,NA,NA,568518,412089,355491,322917,454372,577610,284277,243175,893923
PROSEGUR CASH - SHORT TERM DEBT & CURRENT PORT,ES0105229001(WC03051),NA,NA,NA,NA,NA,NA,90470,148705,87315,77530,124984,233027,201694
SOLARPACK CORPN. - SHORT TERM DEBT & CURRENT PORT,ES0105385001(WC03051),NA,NA,NA,NA,NA,NA,NA,109157,359,88843,12535,80984,27787
CIE AUTOMOTIVE - SHORT TERM DEBT & CURRENT PORT,ES0105630315(WC03051),212134,312908,397458,359793,281322,332743,254180,172489,215084,242642,282312,556702,615118
AMADEUS IT GROUP - SHORT TERM DEBT & CURRENT PORT,ES0109067019(WC03051),290939,251297,183281,200402,332123,250222,294736,1033840,967000,394000,981400,1239900,1292800
ATRESMEDIA CORP - SHORT TERM DEBT & CURRENT PORT,ES0109427734(WC03051),189183,168051,99903,86204,136705,5696,37575,31323,75945,73232,15073,13256,40133
EBRO FOODS - SHORT TERM DEBT & CURRENT PORT,ES0112501012(WC03051),378432,235281,219441,209171,235565,205387,315025,197568,239984,308216,342656,424929,591036
BBV.ARGENTARIA - SHORT TERM DEBT & CURRENT PORT,ES0113211835(WC03051),84554000,81913000,96747000,112974000,135565000,127554000,136927000,149499000,132931000,123856000,86925000,55236000,73552000
BANKINTER 'R' - SHORT TERM DEBT & CURRENT PORT,ES0113679I37(WC03051),16882138,12764491,10725610,15771201,17789490,10490245,11933962,4897852,5869212,8175439,8013463,8107238,14409632
BANCO DE SABADELL - SHORT TERM DEBT & CURRENT PORT,ES0113860A34(WC03051),19524051,25935479,29705094,27692298,23207771,24431940,24781538,28241373,30566671,46767981,43331689,32487086,41977754
BANCO SANTANDER - SHORT TERM DEBT & CURRENT PORT,ES0113900J37(WC03051),295697842,254190036,228648526,257749000,275373000,98063000,147797000,173116000,148003000,189740000,187909000,175163000,184679000
NATURGY ENERGY - SHORT TERM DEBT & CURRENT PORT,ES0116870314(WC03051),968000,2901000,2184000,2907000,2439000,3450000,2827000,2645000,2684000,2636000,2181000,2258000,2533000
GRUPO CATALANA OCCIDENTE - SHORT TERM DEBT & CURRENT PORT,ES0116920333(WC03051),0,0,0,0,0,0,0,0,0,0,0,0,0
CORPORACION FINCA.ALBA - SHORT TERM DEBT & CURRENT PORT,ES0117160111(WC03051),251559,312964,612340,294606,203654,272314,435788,8950,9100,14500,12800,16700,49600
INDRA SISTEMAS - SHORT TERM DEBT & CURRENT PORT,ES0118594417(WC03051),124226,98620,154772,279175,295442,183736,119375,76227,59139,269371,40863,25065,291525
FERROVIAL - SHORT TERM DEBT & CURRENT PORT,ES0118900010(WC03051),1627000,1938000,1530000,1214000,1229000,1303000,1368000,1385000,302000,838000,773000,1104000,1716000
CONST Y AUXILIAR DE FERR - SHORT TERM DEBT & CURRENT PORT,ES0121975009(WC03051),16489,15817,17007,3932,107418,232705,158039,197535,99611,43120,255416,220706,189310
FOMENTO CONSTR.Y CNTR. - SHORT TERM DEBT & CURRENT PORT,ES0122060314(WC03051),1970667,1289928,1729139,4540539,4067730,6170531,1253977,1337179,345908,719139,256139,558989,730366
MAPFRE - SHORT TERM DEBT & CURRENT PORT,ES0124244E34(WC03051),2163910,475260,711440,427750,414100,206280,1209510,339520,758460,167020,622470,0,0
ERCROS - SHORT TERM DEBT & CURRENT PORT,ES0125140A14(WC03051),82910,42450,110130,81060,100660,113560,106350,98370,89340,79620,83837,109791,34127
ACCIONA - SHORT TERM DEBT & CURRENT PORT,ES0125220311(WC03051),2547254,1593275,3314187,2308667,2109816,1930562,1072337,1137668,1172816,1478698,2150967,2023712,2064963
DISTRIBUIDORA INTNAC.DE - SHORT TERM DEBT & CURRENT PORT,ES0126775032(WC03051),276943,215039,540459,266146,423684,279154,198704,373461,173614,265048,759337,325536,589032
EDP RENOVAVEIS - SHORT TERM DEBT & CURRENT PORT,ES0127797019(WC03051),83183,107135,202462,129152,212015,191984,403102,412909,167467,456642,580582,862852,565401
ENCE ENERGIA Y CELULOSA - SHORT TERM DEBT & CURRENT PORT,ES0130625512(WC03051),213474,185083,5608,19346,24108,12925,16404,14813,20476,13731,152651,26281,80137
ENDESA - SHORT TERM DEBT & CURRENT PORT,ES0130670112(WC03051),1381000,929000,985000,1070000,971000,982000,0,0,1144000,978000,1046000,954000,1372000
ENAGAS - SHORT TERM DEBT & CURRENT PORT,ES0130960018(WC03051),514735,503763,730847,1601691,559370,488890,932566,389351,904424,202747,336145,124433,180842
ACERINOX 'R' - SHORT TERM DEBT & CURRENT PORT,ES0132105018(WC03051),402758,604625,472393,344030,268807,408271,334079,449540,281614,293080,375889,319831,279668
TUBACEX - SHORT TERM DEBT & CURRENT PORT,ES0132945017(WC03051),209144,152124,211712,225269,153990,133558,113162,172168,189608,328737,305983,254160,231545
FAES FARMA - SHORT TERM DEBT & CURRENT PORT,ES0134950F36(WC03051),35258,31046,45822,43273,23859,13446,2063,0,2295,4777,47175,7351,7316
FLUIDRA - SHORT TERM DEBT & CURRENT PORT,ES0137650018(WC03051),160952,100802,132055,123267,73712,103112,95814,65595,74985,79310,51593,45035,42467
INMOBILIARIA COLONIAL - SHORT TERM DEBT & CURRENT PORT,ES0139140174(WC03051),252605,307753,112832,466196,200318,2034133,72123,228709,401772,50024,290338,650590,515246
CAIXABANK - SHORT TERM DEBT & CURRENT PORT,ES0140609019(WC03051),NA,NA,NA,37884689,75049802,41232213,25919000,34262452,36345000,43196000,37440274,20656000,55356000
OBRASCON HUARTE LAIN - SHORT TERM DEBT & CURRENT PORT,ES0142090317(WC03051),396089,1074385,1194733,1187883,740083,1011390,1500130,757027,623167,690464,118056,196164,179316
SIEMENS GAMESA RENEWABLE - SHORT TERM DEBT & CURRENT PORT,ES0143416115(WC03051),210603,704242,257479,408860,251213,737535,92583,102899,120034,797018,990538,352209,434313
IBERDROLA - SHORT TERM DEBT & CURRENT PORT,ES0144580Y14(WC03051),9481452,3834625,5424363,2798367,4070821,3773126,3866392,4675350,4386646,6848118,6211705,8591126,7565000
INDITEX - SHORT TERM DEBT & CURRENT PORT,ES0148396007(WC03051),371276,234037,35058,2682,686,2437,2521,7823,10254,61696,12000,84000,1675000
MEDIASET ESPANA - SHORT TERM DEBT & CURRENT PORT,ES0152503035(WC03051),0,75637,71012,61774,226,678,239,1539,2162,636,44,906,1075
ALMIRALL - SHORT TERM DEBT & CURRENT PORT,ES0157097017(WC03051),68756,69922,148395,202222,3665,2288,10569,13783,0,0,3259,10982,253518
LBOS.FARMACEUTICOS ROVI - SHORT TERM DEBT & CURRENT PORT,ES0157261019(WC03051),5520,5809,8815,9434,9255,8400,4274,10147,12966,16208,17635,12572,5097
NH HOTEL GR - SHORT TERM DEBT & CURRENT PORT,ES0161560018(WC03051),184047,394809,508364,831538,857632,99705,74428,78885,25459,257919,4954,256222,276689
MIQUEL Y COSTAS - SHORT TERM DEBT & CURRENT PORT,ES0164180012(WC03051),11931,14792,8799,8081,5679,7118,11459,12187,10813,10849,8692,15793,18511
SOLARIA ENERGIA Y MEDIO - SHORT TERM DEBT & CURRENT PORT,ES0165386014(WC03051),63704,39196,57155,21206,63136,38362,51382,20345,6561,9939,13728,28784,18625
ACS ACTIV.CONSTR.Y SERV. - SHORT TERM DEBT & CURRENT PORT,ES0167050915(WC03051),4145663,2415235,4336735,6891279,4221920,3814847,6203509,3362744,3782279,2879112,2175315,3369715,3077981
PHARMA MAR - SHORT TERM DEBT & CURRENT PORT,ES0169501022(WC03051),23888,32776,62860,52686,54734,41327,44466,28629,27906,26395,28483,31333,16783
PROMOTORA DE INFIC. 'A' - SHORT TERM DEBT & CURRENT PORT,ES0171743901(WC03051),2553767,2799657,428897,312478,302695,162227,108756,100765,68488,1002633,76121,73863,121208
GRIFOLS ORD CL A - SHORT TERM DEBT & CURRENT PORT,ES0171996087(WC03051),157232,126221,209871,162296,189335,248706,162801,186354,203944,133067,261120,319544,373250
RED ELECTRICA - SHORT TERM DEBT & CURRENT PORT,ES0173093024(WC03051),101664,176840,1070927,971283,1057992,245268,844057,648156,384044,824497,562328,1194335,214973
REPSOL YPF - SHORT TERM DEBT & CURRENT PORT,ES0173516115(WC03051),1750000,3671000,4585000,5208000,4014000,4634000,1492000,4290000,3900000,4140000,4416000,6443000,3624000
PROSEGUR CIA.SECURIDAD - SHORT TERM DEBT & CURRENT PORT,ES0175438003(WC03051),197062,199890,360416,196315,295837,195727,251634,338249,358383,701046,114270,235569,302304
MELIA HOTELS INTL. - SHORT TERM DEBT & CURRENT PORT,ES0176252718(WC03051),300323,258511,361536,393203,614982,515276,348870,396187,287355,278173,166592,272527,419922
INTL.CONS.AIRL.GP. - SHORT TERM DEBT & CURRENT PORT,ES0177542018(WC03051),NA,847000,538000,579000,670000,587000,713000,1132000,926000,930000,876000,1843000,2118000
TECNICAS REUNIDAS - SHORT TERM DEBT & CURRENT PORT,ES0178165017(WC03051),46947,6965,34283,5336,3115,4126,3764,81808,84923,292219,99402,311021,379391
TELEFONICA - SHORT TERM DEBT & CURRENT PORT,ES0178430E18(WC03051),8100000,9184000,9744000,10652000,10245000,9387000,8965000,13019000,14481000,9306000,9389000,10348000,8861000
GPO.EMPRESARIAL SAN JOSE - SHORT TERM DEBT & CURRENT PORT,ES0180918015(WC03051),871373,412164,377801,374705,387815,1592246,76364,46988,60837,62492,174649,50823,51484
SACYR - SHORT TERM DEBT & CURRENT PORT,ES0182870214(WC03051),5446474,2697791,7789708,2341403,2749793,1444558,3445304,850612,829062,921205,1097331,970207,789479
