Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AF GRUPPEN 'A' - Environment Pillar Score,NO0003078107(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.72
AF GRUPPEN 'A' - Social Pillar Score,NO0003078107(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2
AF GRUPPEN 'A' - Governance Pillar Score,NO0003078107(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.64
AFRY - Environment Pillar Score,SE0005999836(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.39,31.34,32.96
AFRY - Social Pillar Score,SE0005999836(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.49,66.31,66.48
AFRY - Governance Pillar Score,SE0005999836(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.42,73.96,80.05
AGEAS (EX-FORTIS) - Environment Pillar Score,BE0974264930(ENSCORE),NA,26.14,47.77,50.06,48.48,46.63,47.87,27.82,27.09,26.88,31.84,36.76,84.38,83.72
AGEAS (EX-FORTIS) - Social Pillar Score,BE0974264930(SOSCORE),NA,29.95,20.71,24.27,20.27,16.57,15.32,14.95,40.41,33.28,25.61,35.11,38.26,39.31
AGEAS (EX-FORTIS) - Governance Pillar Score,BE0974264930(CGSCORE),NA,71.97,72.91,76.9,77.05,67.04,60.62,76.31,76.07,62.02,72.58,82.38,91.45,87.91
AGFA-GEVAERT - Environment Pillar Score,BE0003755692(ENSCORE),NA,42.06,43.58,43.1,57.47,58.26,58.02,56.03,59.94,56.26,61.09,61.11,57.62,61.86
AGFA-GEVAERT - Social Pillar Score,BE0003755692(SOSCORE),NA,63.11,66.04,63.69,59.01,69.42,72.08,72.04,81.62,86.15,88.75,86.76,85.75,85.68
AGFA-GEVAERT - Governance Pillar Score,BE0003755692(CGSCORE),NA,74.19,68.86,66.11,49.98,34.98,22.23,29.55,60.28,52.74,45.8,79.14,59.8,28.42
AGRANA BETEILIGUNGS - Environment Pillar Score,AT000AGRANA3(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.42,48.75
AGRANA BETEILIGUNGS - Social Pillar Score,AT000AGRANA3(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.26,56.89
AGRANA BETEILIGUNGS - Governance Pillar Score,AT000AGRANA3(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.13,36.86
AHLERS - Environment Pillar Score,DE0005009740(ENSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41
AHLERS - Social Pillar Score,DE0005009740(SOSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.58
AHLERS - Governance Pillar Score,DE0005009740(CGSCORE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.51
